"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.269378458E0,-7.423063660E-1,2.009271698E0,9.507329407E0
1.279308458E0,-7.888595581E-1,1.988015900E0,9.545799408E0
1.289238458E0,-8.030799866E-1,2.028282166E0,9.588161316E0
1.299169458E0,-7.526348877E-1,2.082469482E0,9.611662445E0
1.309099458E0,-6.869215393E-1,2.091600494E0,9.636959839E0
1.319029458E0,-6.563850403E-1,2.106120300E0,9.619146881E0
1.328960458E0,-6.164181519E-1,2.160906372E0,9.569749603E0
1.338890458E0,-5.523513794E-1,2.244881744E0,9.526489563E0
1.348820458E0,-5.125341797E-1,2.274969177E0,9.456285553E0
1.358750458E0,-5.563929749E-1,2.234553223E0,9.437275085E0
1.368681458E0,-6.306385803E-1,2.169738007E0,9.470356293E0
1.378611458E0,-6.926097107E-1,2.121687927E0,9.508526917E0
1.388541458E0,-6.891668701E-1,2.102827148E0,9.506880341E0
1.398471458E0,-6.767427063E-1,2.121987305E0,9.502689056E0
1.408402458E0,-6.575825500E-1,2.175875244E0,9.500443726E0
1.418332458E0,-5.999523926E-1,2.219883728E0,9.491163025E0
1.428262458E0,-5.433700562E-1,2.222129059E0,9.481133881E0
1.438192458E0,-5.095404053E-1,2.206860809E0,9.461973724E0
1.448123458E0,-5.171745300E-1,2.212399292E0,9.422605591E0
1.458053458E0,-5.465135193E-1,2.236948242E0,9.434431000E0
1.467983458E0,-5.755531311E-1,2.231260071E0,9.531728668E0
1.477913458E0,-5.710624695E-1,2.186802521E0,9.600735168E0
1.487844458E0,-5.659730530E-1,2.127974854E0,9.598190460E0
1.497774458E0,-5.643264771E-1,2.100581818E0,9.571994934E0
1.507704458E0,-5.465135193E-1,2.123933258E0,9.536369019E0
1.517634458E0,-5.466632080E-1,2.171833649E0,9.513915710E0
1.527565458E0,-5.580395508E-1,2.183209991E0,9.522148590E0
1.537495458E0,-5.670208740E-1,2.122436371E0,9.554181976E0
1.547425458E0,-5.794450378E-1,2.097438354E0,9.562863922E0
1.557355458E0,-5.589376831E-1,2.113904114E0,9.567653961E0
1.567286458E0,-5.165757751E-1,2.135459290E0,9.571545868E0
1.577216458E0,-4.822970581E-1,2.129621429E0,9.535620575E0
1.587146458E0,-5.026547241E-1,2.080822906E0,9.494007111E0
1.597076458E0,-5.617817688E-1,2.036065979E0,9.479187927E0
1.607007458E0,-6.185137939E-1,2.045945435E0,9.476792908E0
1.616937458E0,-6.246510315E-1,2.093696136E0,9.422156525E0
1.626867458E0,-5.589376831E-1,2.159110107E0,9.373657379E0
1.636797458E0,-4.363426208E-1,2.193837891E0,9.352251892E0
1.646728458E0,-3.924838257E-1,2.180515594E0,9.373507690E0
1.656658458E0,-4.544549561E-1,2.192939758E0,9.406738586E0
1.666588458E0,-5.478607178E-1,2.202519836E0,9.499994659E0
1.676518458E0,-5.517526245E-1,2.190844116E0,9.595046997E0
1.686449458E0,-4.691244507E-1,2.187401276E0,9.659113770E0
1.696379458E0,-3.897894287E-1,2.197430420E0,9.673483887E0
1.706309458E0,-3.914360046E-1,2.191592560E0,9.674681396E0
1.716240458E0,-4.483177185E-1,2.220033417E0,9.692344666E0
1.726170458E0,-4.725672913E-1,2.227667542E0,9.692344666E0
1.736100458E0,-4.583468628E-1,2.199675751E0,9.670789490E0
1.746030458E0,-4.327500916E-1,2.116299133E0,9.626930695E0
1.755961458E0,-4.483177185E-1,2.092348938E0,9.581724701E0
1.765891458E0,-4.794529724E-1,2.126777344E0,9.541757812E0
1.775821458E0,-5.086422729E-1,2.127226410E0,9.524693298E0
1.785751458E0,-4.983137512E-1,2.127376099E0,9.517358551E0
1.795682458E0,-4.709207153E-1,2.149380341E0,9.495953064E0
1.805612458E0,-4.343966675E-1,2.144290924E0,9.468410339E0
1.815542458E0,-4.574487305E-1,2.106120300E0,9.462123413E0
1.825472458E0,-5.421725464E-1,2.073637848E0,9.497599640E0
1.835403458E0,-6.018983459E-1,2.014211426E0,9.491761780E0
1.845333458E0,-5.754034424E-1,2.019899597E0,9.456435242E0
1.855263458E0,-4.760101318E-1,2.070195007E0,9.424252167E0
1.865193458E0,-4.168830872E-1,2.124681702E0,9.405092010E0
1.875124458E0,-4.215234375E-1,2.136058044E0,9.404493256E0
1.885054458E0,-4.517605591E-1,2.074086914E0,9.400152283E0
1.894984458E0,-4.828958130E-1,2.021695862E0,9.439670105E0
1.904914458E0,-5.092410278E-1,2.043550415E0,9.550290070E0
1.914845458E0,-4.909790039E-1,2.069596252E0,9.645941162E0
1.924775458E0,-4.787045288E-1,2.068249054E0,9.700278168E0
1.934705458E0,-4.989125061E-1,2.018103333E0,9.718091125E0
1.944635458E0,-5.312452698E-1,1.990261230E0,9.676327972E0
1.954566458E0,-5.743556213E-1,2.003284149E0,9.635163574E0
1.964496458E0,-5.816903687E-1,2.046095123E0,9.611213379E0
1.974426458E0,-5.505551147E-1,2.044448547E0,9.589508514E0
1.984356458E0,-5.013075256E-1,2.016157379E0,9.548942871E0
1.994287458E0,-4.802014160E-1,2.029180298E0,9.511969757E0
2.004217458E0,-4.950205994E-1,2.068847809E0,9.486822052E0
2.014147458E0,-4.968168640E-1,2.108814697E0,9.500294037E0
2.024077458E0,-4.818479919E-1,2.123783569E0,9.536219330E0
2.034008458E0,-4.257147217E-1,2.126477966E0,9.586365051E0
2.043938458E0,-3.860472107E-1,2.141746216E0,9.624086609E0
2.053868458E0,-4.098477173E-1,2.159409485E0,9.647887115E0
2.063798458E0,-4.590953064E-1,2.159110107E0,9.655221863E0
2.073729458E0,-4.987628174E-1,2.136207733E0,9.621242523E0
2.083659458E0,-4.778063965E-1,2.136357422E0,9.574988708E0
2.093589458E0,-4.668791199E-1,2.133513336E0,9.530830536E0
2.103519458E0,-4.860392761E-1,2.141895905E0,9.523795166E0
2.113450458E0,-5.162763977E-1,2.141147461E0,9.586963806E0
2.123381208E0,-5.340893555E-1,2.108515320E0,9.647887115E0
2.133311208E0,-5.261558533E-1,2.070494385E0,9.664502563E0
2.143241208E0,-5.108876038E-1,2.103874969E0,9.642198944E0
2.153172208E0,-4.864883423E-1,2.158211975E0,9.580676880E0
2.163102208E0,-4.700225830E-1,2.184407501E0,9.509275360E0
2.173032208E0,-4.664300537E-1,2.160457306E0,9.442065125E0
2.182962208E0,-4.686753845E-1,2.120041351E0,9.383686523E0
2.192893208E0,-4.680766296E-1,2.115550690E0,9.338181152E0
2.202823208E0,-4.812492371E-1,2.151625671E0,9.358089752E0
2.212753208E0,-4.845423889E-1,2.163600769E0,9.408385162E0
2.222683208E0,-5.096900940E-1,2.098336487E0,9.436826019E0
2.232614208E0,-5.706134033E-1,2.013612671E0,9.469158783E0
2.242544208E0,-6.280938721E-1,1.962419128E0,9.476493530E0
2.252474208E0,-6.445596313E-1,1.951641541E0,9.488318939E0
2.262404208E0,-5.668711853E-1,1.994003448E0,9.498797150E0
2.272335208E0,-4.484674072E-1,2.027384033E0,9.508975983E0
2.282265208E0,-3.921844482E-1,2.045795746E0,9.526938629E0
2.292195208E0,-4.237687683E-1,2.035317535E0,9.519903259E0
2.302125208E0,-5.074447632E-1,2.027084656E0,9.450747070E0
2.312056208E0,-5.285508728E-1,2.053878937E0,9.355095978E0
2.321986208E0,-5.072950745E-1,2.096390533E0,9.272318115E0
2.331916208E0,-4.818479919E-1,2.145638123E0,9.224268036E0
2.341846208E0,-4.810995483E-1,2.162403259E0,9.239536285E0
2.351777208E0,-4.999603271E-1,2.160756683E0,9.294022980E0
2.361707208E0,-5.186714172E-1,2.160606995E0,9.373507690E0
2.371637208E0,-5.087919617E-1,2.162403259E0,9.420210571E0
2.381567208E0,-4.842430115E-1,2.150877228E0,9.467811584E0
2.391498208E0,-4.939727783E-1,2.111509094E0,9.558972015E0
2.401428208E0,-5.143304443E-1,2.072590027E0,9.642947388E0
2.411358208E0,-5.450166321E-1,2.043700104E0,9.689051514E0
2.421288208E0,-5.635780334E-1,2.031425629E0,9.678872681E0
2.431219208E0,-5.361849976E-1,2.058219910E0,9.609417114E0
2.441149208E0,-5.254074097E-1,2.064506836E0,9.480535126E0
2.451079208E0,-5.462141418E-1,2.054477692E0,9.404343567E0
2.461009208E0,-5.568420410E-1,2.054926758E0,9.393266602E0
2.470940208E0,-5.601351929E-1,2.067051544E0,9.452693024E0
2.480870208E0,-5.929170227E-1,2.050885162E0,9.542356567E0
2.490800208E0,-6.361770630E-1,2.023043060E0,9.587861938E0
2.500730208E0,-6.536906433E-1,1.988165588E0,9.576036530E0
2.510661208E0,-6.502478027E-1,1.961071930E0,9.535919952E0
2.520591208E0,-6.611750793E-1,1.992955627E0,9.491462402E0
2.530521208E0,-6.397695923E-1,2.056573334E0,9.491761780E0
2.540452208E0,-6.147715759E-1,2.115401001E0,9.548493805E0
2.550382208E0,-5.593867493E-1,2.133663025E0,9.615254974E0
2.560312208E0,-5.281018066E-1,2.106419678E0,9.627230072E0
2.570242208E0,-5.536985779E-1,2.066303101E0,9.599238281E0
2.580172208E0,-5.932164001E-1,2.078876953E0,9.587263184E0
2.590103208E0,-5.875282288E-1,2.133513336E0,9.613309021E0
2.600033208E0,-5.460644531E-1,2.145937500E0,9.671987000E0
2.609963208E0,-4.921765137E-1,2.125430145E0,9.707912292E0
2.619893208E0,-4.745132446E-1,2.118394775E0,9.742191010E0
2.629824208E0,-4.924758911E-1,2.126477966E0,9.766141205E0
2.639754208E0,-5.110372925E-1,2.124232635E0,9.783804474E0
2.649684208E0,-5.119354248E-1,2.122586060E0,9.772128754E0
2.659615208E0,-4.999603271E-1,2.121238861E0,9.772278442E0
2.669545208E0,-4.987628174E-1,2.105072479E0,9.733359375E0
2.679475208E0,-5.267546082E-1,2.082469482E0,9.681716766E0
2.689405208E0,-5.547463989E-1,2.058070221E0,9.615554352E0
2.699336208E0,-5.535488892E-1,2.046095123E0,9.549092560E0
2.709266208E0,-5.475613403E-1,2.055974579E0,9.492210846E0
2.719196208E0,-5.330415344E-1,2.032772827E0,9.454339600E0
2.729126208E0,-5.343887329E-1,2.010469208E0,9.446555786E0
2.739056208E0,-5.272036743E-1,2.006726990E0,9.468260651E0
2.748987208E0,-5.179229736E-1,1.992656250E0,9.507778473E0
2.758917208E0,-4.978646851E-1,1.949695587E0,9.542506256E0
2.768847208E0,-5.002597046E-1,1.903142395E0,9.521849213E0
2.778777208E0,-5.285508728E-1,1.869612122E0,9.475894775E0
2.788708208E0,-5.505551147E-1,1.889221344E0,9.452243958E0
2.798638208E0,-5.412744141E-1,1.912423096E0,9.451645203E0
2.808568208E0,-5.289999390E-1,1.927092590E0,9.432035980E0
2.818498208E0,-5.289999390E-1,1.957329712E0,9.428892517E0
2.828429208E0,-5.370831299E-1,1.978286133E0,9.439819794E0
2.838359208E0,-5.228627014E-1,2.005828857E0,9.465865631E0
2.848289208E0,-5.071453857E-1,2.017354889E0,9.496851196E0
2.858219208E0,-5.080435181E-1,2.021546173E0,9.491761780E0
2.868150208E0,-5.043013000E-1,2.032473450E0,9.506431274E0
2.878080208E0,-4.905299377E-1,2.034120026E0,9.514514465E0
2.888010208E0,-4.445755005E-1,2.043550415E0,9.491462402E0
2.897940208E0,-4.165837097E-1,2.022893372E0,9.480535126E0
2.907871208E0,-4.587959290E-1,2.002535706E0,9.503886566E0
2.917801208E0,-4.429289246E-1,2.033820648E0,9.596992950E0
2.927731208E0,-3.838018799E-1,2.039957886E0,9.644743652E0
2.937661208E0,-3.641926575E-1,2.011816406E0,9.649533691E0
2.947592208E0,-3.751199341E-1,2.007026367E0,9.661658478E0
2.957522208E0,-4.111949158E-1,2.015109558E0,9.704918518E0
2.967452208E0,-4.445755005E-1,1.966311035E0,9.692494354E0
2.977382208E0,-4.965174866E-1,1.907483368E0,9.640702057E0
2.987313208E0,-5.319937134E-1,1.894909515E0,9.627230072E0
2.997243208E0,-5.294490051E-1,1.915716248E0,9.613458710E0
3.007173208E0,-4.731660461E-1,1.921853485E0,9.604327698E0
3.017103208E0,-4.466711426E-1,1.925146637E0,9.588460693E0
3.027034208E0,-4.354444885E-1,1.942211151E0,9.581724701E0
3.036964208E0,-4.323010254E-1,1.959724731E0,9.549092560E0
3.046894208E0,-4.230203247E-1,1.930984497E0,9.513167267E0
3.056824208E0,-4.538562012E-1,1.926793213E0,9.524693298E0
3.066755208E0,-4.866380310E-1,1.928439789E0,9.590556335E0
3.076685208E0,-4.815486145E-1,1.891466675E0,9.624984741E0
3.086615208E0,-4.537065125E-1,1.869462433E0,9.663454742E0
3.096545208E0,-4.291575623E-1,1.854194183E0,9.698781281E0
3.106476208E0,-4.502636719E-1,1.879491577E0,9.696236572E0
3.116406208E0,-4.152365112E-1,1.936073914E0,9.660610657E0
3.126335208E0,-3.790118408E-1,1.985471191E0,9.582922211E0
3.136265208E0,-3.582051086E-1,2.018103333E0,9.489965515E0
3.146196208E0,-3.661386108E-1,2.025288391E0,9.424401855E0
3.156126208E0,-3.963757324E-1,2.021396484E0,9.404044189E0
3.166056208E0,-4.299060059E-1,1.998643799E0,9.404642944E0
3.175986208E0,-4.649331665E-1,1.964664459E0,9.437873840E0
3.185917208E0,-4.755610657E-1,1.953138428E0,9.481582947E0
3.195847208E0,-4.827461243E-1,1.975591736E0,9.522747345E0
3.205777208E0,-4.474195862E-1,1.995051270E0,9.566606140E0
3.215707208E0,-4.171824646E-1,1.975142670E0,9.589209137E0
3.225638208E0,-4.296066284E-1,1.941762085E0,9.587412872E0
3.235568208E0,-4.643344116E-1,1.923649750E0,9.571096802E0
3.245498208E0,-4.945715332E-1,1.960173798E0,9.564360809E0
3.255428208E0,-4.764591980E-1,2.006277924E0,9.562265167E0
3.265359208E0,-4.602928162E-1,2.040406952E0,9.593400421E0
3.275289208E0,-4.546046448E-1,2.041305084E0,9.608968048E0
3.285219208E0,-4.318519592E-1,2.010020142E0,9.612261200E0
3.295149208E0,-4.263134766E-1,1.966161346E0,9.590706024E0
3.305080208E0,-4.933740234E-1,1.955832825E0,9.587712250E0
3.315010208E0,-5.345384216E-1,1.980531464E0,9.591304779E0
3.324940208E0,-5.325924683E-1,1.977388000E0,9.618847504E0
3.334870208E0,-4.959187317E-1,1.957629089E0,9.648485870E0
3.344801208E0,-4.602928162E-1,1.947450256E0,9.594148865E0
3.354731208E0,-4.671784973E-1,1.911674652E0,9.548344116E0
3.364661208E0,-5.340893555E-1,1.891466675E0,9.559870148E0
3.374591208E0,-5.718109131E-1,1.875300293E0,9.547445984E0
3.384522208E0,-5.522016907E-1,1.878743134E0,9.546098785E0
3.394452208E0,-5.273533630E-1,1.893113251E0,9.563762054E0
3.404382208E0,-5.128335571E-1,1.900298309E0,9.595795441E0
3.414312208E0,-5.441184998E-1,1.870061188E0,9.598489838E0
3.424243208E0,-5.538482666E-1,1.853146362E0,9.557026062E0
3.434173208E0,-5.351371765E-1,1.836680603E0,9.499994659E0
3.444103208E0,-5.472619629E-1,1.829944611E0,9.480684814E0
3.454033208E0,-5.213658142E-1,1.841021576E0,9.506131897E0
3.463964208E0,-4.903802490E-1,1.879042511E0,9.562414856E0
3.473894208E0,-4.992118835E-1,1.875000916E0,9.630672913E0
3.483824208E0,-5.035528564E-1,1.832040253E0,9.663604431E0
3.493754208E0,-5.087919617E-1,1.777403870E0,9.690398712E0
3.503684208E0,-5.119354248E-1,1.775906982E0,9.655371552E0
3.513615208E0,-5.325924683E-1,1.821861420E0,9.591155090E0
3.523545208E0,-5.108876038E-1,1.902992706E0,9.528285828E0
3.533475208E0,-4.366419983E-1,1.981728973E0,9.486672363E0
3.543405208E0,-3.632945251E-1,2.031874695E0,9.445058899E0
3.553336208E0,-3.568579102E-1,2.020198975E0,9.451495514E0
3.563266208E0,-3.712280273E-1,1.983974304E0,9.473050690E0
3.573196208E0,-4.343966675E-1,1.927242279E0,9.458530884E0
3.583126208E0,-4.833448792E-1,1.888173523E0,9.470356293E0
3.593057208E0,-5.263055420E-1,1.872156830E0,9.513316956E0
3.602987208E0,-5.282514954E-1,1.847308502E0,9.581874390E0
3.612917208E0,-4.821473694E-1,1.831890564E0,9.634864197E0
3.622847208E0,-4.390370178E-1,1.839375000E0,9.653575287E0
3.632778208E0,-3.788621521E-1,1.868264923E0,9.666747894E0
3.642708208E0,-3.424877930E-1,1.892664185E0,9.619146881E0
3.652638208E0,-3.559597778E-1,1.935475159E0,9.528734894E0
3.662568208E0,-3.736230469E-1,1.999541931E0,9.462273102E0
3.672499208E0,-3.769161987E-1,2.035317535E0,9.435778198E0
3.682429208E0,-3.758683777E-1,2.017654266E0,9.454788666E0
3.692359208E0,-4.047583008E-1,1.954485626E0,9.480535126E0
3.702289208E0,-4.285588074E-1,1.916315002E0,9.518556061E0
3.712220208E0,-4.357438660E-1,1.911974030E0,9.585616608E0
3.722150208E0,-3.776646423E-1,1.930385742E0,9.641899567E0
3.732080208E0,-3.405418396E-1,1.899998932E0,9.711654510E0
3.742010208E0,-3.598516846E-1,1.877994690E0,9.730365601E0
3.751941208E0,-3.836521912E-1,1.861828308E0,9.725725250E0
3.761871208E0,-3.950285339E-1,1.873054962E0,9.750872955E0
3.771801208E0,-4.204756165E-1,1.875300293E0,9.761500854E0
3.781731208E0,-3.962260437E-1,1.874102783E0,9.723479919E0
3.791662208E0,-3.641926575E-1,1.887125702E0,9.655221863E0
3.801592208E0,-3.417393494E-1,1.891466675E0,9.599837036E0
3.811522208E0,-3.653901672E-1,1.899100800E0,9.587861938E0
3.821452208E0,-3.894900513E-1,1.927841034E0,9.592651978E0
3.831383208E0,-3.721261597E-1,1.927990723E0,9.621392212E0
3.841313208E0,-3.528163147E-1,1.889371033E0,9.661209412E0
3.851243208E0,-3.550616455E-1,1.853595428E0,9.661957855E0
3.861173208E0,-3.796105957E-1,1.833387451E0,9.619446259E0
3.871104208E0,-3.929328918E-1,1.834435272E0,9.577832794E0
3.881034208E0,-4.090992737E-1,1.826352081E0,9.563163300E0
3.890964208E0,-4.424798584E-1,1.832938385E0,9.599687347E0
3.900894208E0,-4.622387695E-1,1.833686829E0,9.642049255E0
3.910824208E0,-4.520599365E-1,1.827399902E0,9.685908051E0
3.920755208E0,-4.565505981E-1,1.779649200E0,9.692644043E0
3.930685208E0,-4.658312988E-1,1.738335114E0,9.621242523E0
3.940615208E0,-4.999603271E-1,1.760638733E0,9.576186218E0
3.950545208E0,-5.200186157E-1,1.808688812E0,9.538314972E0
3.960476208E0,-5.282514954E-1,1.819167023E0,9.531578979E0
3.970406208E0,-5.342390442E-1,1.795216827E0,9.537267151E0
3.980336208E0,-5.316943359E-1,1.745969238E0,9.536967773E0
3.990266208E0,-5.665718079E-1,1.715432739E0,9.567653961E0
4.000197208E0,-5.942642212E-1,1.732197876E0,9.599537659E0
4.010127208E0,-5.993536377E-1,1.733844452E0,9.630373535E0
4.020057208E0,-5.776487732E-1,1.724264374E0,9.633067932E0
4.029987208E0,-5.462141418E-1,1.697320404E0,9.599687347E0
