"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.900567821E1,-5.784588456E-1,-6.432831883E-1,-2.530954480E-1
5.901560821E1,-6.070308685E-1,-4.386877120E-1,-2.546689510E-1
5.902553821E1,-6.616560221E-1,-2.294061333E-1,-2.558854818E-1
5.903546821E1,-7.182200551E-1,-6.157454848E-2,-2.543411255E-1
5.904539821E1,-7.347175479E-1,3.836669400E-2,-2.476576716E-1
5.905532821E1,-6.802350879E-1,1.056599393E-1,-2.335092872E-1
5.906525821E1,-5.602500439E-1,1.165365502E-1,-2.404194027E-1
5.907518821E1,-4.101943374E-1,7.748045772E-2,-2.755579054E-1
5.908511821E1,-2.788775861E-1,1.914577745E-2,-3.085826933E-1
5.909504821E1,-1.784272641E-1,-1.696560532E-2,-3.228842914E-1
5.910497821E1,-1.048430726E-1,-4.288160708E-3,-3.318860531E-1
5.911490821E1,-4.265218228E-2,8.785755187E-2,-3.643046916E-1
5.912483821E1,2.330339886E-2,2.035271525E-1,-3.840565681E-1
5.913476821E1,9.869778901E-2,3.010953367E-1,-3.903832138E-1
5.914469821E1,1.756082922E-1,3.591088355E-1,-3.752828240E-1
5.915462821E1,2.708816230E-1,3.804499507E-1,-3.355947435E-1
5.916455821E1,3.992116451E-1,3.908772767E-1,-2.846255898E-1
5.917448821E1,5.596272945E-1,4.045614898E-1,-2.288952023E-1
5.918441733E1,7.241784334E-1,3.964076936E-1,-1.782176495E-1
5.919434833E1,8.592284322E-1,3.700003028E-1,-1.139398590E-1
5.920427833E1,9.520353079E-1,3.366450071E-1,-4.725083709E-2
5.921420833E1,1.004286289E0,3.025229573E-1,2.580843680E-2
5.922413833E1,1.025538325E0,2.881647944E-1,9.702775627E-2
5.923406833E1,1.038438082E0,3.213857412E-1,1.555224508E-1
5.924399833E1,1.049135447E0,3.924024105E-1,1.835120171E-1
5.925392833E1,1.042711020E0,4.804259837E-1,1.805246472E-1
5.926385833E1,9.962617755E-1,5.450568795E-1,1.462692022E-1
5.927378833E1,8.969980478E-1,5.520504713E-1,8.159142733E-2
5.928371833E1,7.449405789E-1,4.839235544E-1,-8.184919134E-4
5.929364833E1,5.733971000E-1,3.414331079E-1,-8.085875958E-2
5.930357833E1,4.188954234E-1,1.592089832E-1,-1.577855051E-1
5.931350833E1,3.030990362E-1,-4.159859940E-2,-2.277911901E-1
5.932343833E1,2.402796149E-1,-2.273617983E-1,-2.928535342E-1
5.933336833E1,2.257543206E-1,-3.534320295E-1,-3.321954310E-1
5.934329833E1,2.238179296E-1,-4.042781591E-1,-3.551353812E-1
5.935322833E1,1.979138702E-1,-4.017734230E-1,-3.775460720E-1
5.936315833E1,1.202984452E-1,-3.876131177E-1,-4.017065465E-1
5.937308833E1,3.058827017E-3,-3.875349760E-1,-4.495337903E-1
5.938301833E1,-1.393917948E-1,-4.050391316E-1,-5.071014166E-1
5.939294833E1,-2.706534863E-1,-4.266983271E-1,-5.517202020E-1
5.940287933E1,-3.723617196E-1,-4.091904461E-1,-5.755634904E-1
5.941280933E1,-4.153255224E-1,-3.425866663E-1,-5.533351302E-1
5.942273933E1,-4.114862978E-1,-2.231169790E-1,-4.887070954E-1
5.943266933E1,-3.807400465E-1,-9.207341820E-2,-3.922698796E-1
5.944259933E1,-3.542426527E-1,5.128496327E-3,-2.872955203E-1
5.945252933E1,-3.378055990E-1,2.461980842E-2,-2.091707140E-1
5.946245933E1,-3.431313932E-1,7.811267395E-3,-1.480618268E-1
5.947238933E1,-3.620529175E-1,-6.144578010E-2,-1.056739390E-1
5.948231933E1,-4.058573842E-1,-1.734247804E-1,-8.019894361E-2
5.949224933E1,-4.614948928E-1,-2.784757018E-1,-6.452336162E-2
5.950217933E1,-5.243740082E-1,-3.238154948E-1,-4.991459846E-2
5.951210933E1,-5.724376440E-1,-3.163033426E-1,-2.463389188E-2
5.952203933E1,-6.102049947E-1,-2.816670835E-1,5.345311947E-3
5.953196933E1,-6.486256123E-1,-2.321290821E-1,2.794602513E-2
5.954189933E1,-6.876172423E-1,-2.193605602E-1,5.269478261E-2
5.955182933E1,-7.258417606E-1,-2.543736994E-1,7.714501023E-2
5.956175933E1,-7.447088957E-1,-3.014757037E-1,9.563906491E-2
5.957168933E1,-7.225232720E-1,-3.316204846E-1,1.072844043E-1
5.958161933E1,-6.389220953E-1,-2.747300267E-1,1.048630551E-1
5.959155033E1,-5.167848468E-1,-1.041371822E-1,9.860622883E-2
5.960148033E1,-4.064164758E-1,6.195725873E-2,9.558273852E-2
5.961141033E1,-3.651843965E-1,1.620436609E-1,8.537730575E-2
5.962134033E1,-4.007977843E-1,1.802887022E-1,6.409172714E-2
5.963127033E1,-4.557715952E-1,1.295073330E-1,3.188978881E-2
5.964120033E1,-4.870538712E-1,5.106446147E-2,-1.487608068E-3
5.965113033E1,-4.332100749E-1,-3.183535114E-2,-3.347107023E-2
5.966106033E1,-2.558448613E-1,-1.831102185E-2,-2.616229095E-2
5.967099033E1,3.857043013E-2,1.277113855E-1,5.249553174E-2
5.968092033E1,3.877422810E-1,3.474293649E-1,1.970066428E-1
5.969085033E1,6.628539562E-1,5.551320314E-1,3.626330793E-1
5.970078033E1,8.124780655E-1,6.242447495E-1,5.141839981E-1
5.971071033E1,8.518641591E-1,5.555495620E-1,6.450315714E-1
5.972064033E1,8.370540142E-1,4.170294702E-1,7.209960818E-1
5.973057033E1,7.926275134E-1,2.214409411E-1,7.097503543E-1
5.974050033E1,7.444131374E-1,1.299612038E-2,6.238011122E-1
5.975043033E1,6.882843971E-1,-1.799307019E-1,4.925712645E-1
5.976036033E1,6.437922716E-1,-3.347650468E-1,3.457298875E-1
5.977029033E1,6.230481863E-1,-4.565589428E-1,2.225442082E-1
5.978022033E1,6.280423999E-1,-5.399310589E-1,1.376655400E-1
5.979015033E1,6.483099461E-1,-5.825572014E-1,1.036224216E-1
5.980008033E1,6.805981398E-1,-5.719178319E-1,1.068504453E-1
5.981001133E1,7.164285183E-1,-5.222738385E-1,1.285042018E-1
5.981994133E1,7.433552146E-1,-4.531427026E-1,1.583976597E-1
5.982987133E1,7.623121142E-1,-3.490842581E-1,1.861666739E-1
5.983980133E1,7.670804858E-1,-2.107862681E-1,2.174969018E-1
5.984973133E1,7.494069338E-1,-5.668909475E-2,2.486032397E-1
5.985966133E1,7.159667015E-1,1.144126207E-1,2.992126048E-1
5.986959133E1,6.697968245E-1,3.099377453E-1,3.600212038E-1
5.987952133E1,6.112911701E-1,4.824807346E-1,4.121456444E-1
5.988945133E1,5.331258178E-1,6.134086251E-1,4.348890483E-1
5.989938133E1,4.354583919E-1,6.893284321E-1,4.478967190E-1
5.990931133E1,3.291967809E-1,6.989704967E-1,4.521409273E-1
5.991924133E1,2.381464988E-1,6.581769586E-1,4.634907842E-1
5.992917133E1,1.629262865E-1,5.697744489E-1,4.742031395E-1
5.993910133E1,1.126202345E-1,4.296604693E-1,4.864028096E-1
5.994903133E1,7.969044149E-2,2.685574889E-1,5.053310990E-1
5.995896133E1,5.559176579E-2,9.254438430E-2,5.301107168E-1
5.996889133E1,2.797833830E-2,-9.967058897E-2,5.295802951E-1
5.997882133E1,-2.341933921E-2,-2.662353516E-1,4.919927120E-1
5.998875133E1,-9.290736169E-2,-4.247317314E-1,4.209774435E-1
5.999868133E1,-1.698109359E-1,-5.971557498E-1,3.076463640E-1
6.000861133E1,-2.657130957E-1,-7.481687665E-1,1.562051326E-1
6.001854233E1,-3.777349889E-1,-8.443554640E-1,1.552923955E-2
6.002847233E1,-4.904570282E-1,-9.165158868E-1,-1.002516225E-1
6.003840233E1,-5.804529786E-1,-9.767880440E-1,-2.122316957E-1
6.004833233E1,-6.295294166E-1,-9.911922812E-1,-3.170385361E-1
6.005826233E1,-6.397336125E-1,-9.247916937E-1,-4.171480834E-1
6.006819233E1,-6.156940460E-1,-7.709125876E-1,-5.154786706E-1
6.007812233E1,-5.907330513E-1,-5.439984798E-1,-6.008141041E-1
6.008805233E1,-6.057284474E-1,-2.900451124E-1,-6.560363770E-1
6.009798233E1,-6.705066562E-1,-4.123290628E-2,-6.826277375E-1
6.010791233E1,-7.673601508E-1,1.642664224E-1,-6.929990053E-1
6.011784233E1,-8.616912365E-1,2.902792096E-1,-6.997384429E-1
6.012777233E1,-9.131385684E-1,3.170185983E-1,-7.271249294E-1
6.013770233E1,-9.213392735E-1,2.676595747E-1,-7.893654108E-1
6.014763233E1,-8.985914588E-1,1.778163910E-1,-8.786131740E-1
6.015756233E1,-8.708024025E-1,5.515917018E-2,-9.707401395E-1
6.016749233E1,-8.418160677E-1,-6.272963434E-2,-1.053753495E0
6.017742258E1,-8.079965711E-1,-1.166855395E-1,-1.125404835E0
6.018735258E1,-7.851369381E-1,-1.221792996E-1,-1.171963096E0
6.019728258E1,-7.437343597E-1,-2.464874275E-2,-1.177698255E0
6.020721258E1,-6.879665256E-1,1.683679372E-1,-1.137654662E0
6.021714258E1,-5.979599357E-1,3.956498504E-1,-1.027936697E0
6.022707358E1,-4.591096640E-1,6.297220588E-1,-8.547272682E-1
6.023700358E1,-2.857693136E-1,8.253378868E-1,-6.508702636E-1
6.024693358E1,-9.525789320E-2,9.418981671E-1,-4.390381277E-1
6.025686358E1,8.998572826E-2,9.704493880E-1,-2.210517377E-1
6.026679358E1,2.882632315E-1,9.508786201E-1,-6.835568696E-3
6.027672358E1,4.894362986E-1,9.223146439E-1,1.999421120E-1
6.028665358E1,6.606882215E-1,8.630394936E-1,3.811500967E-1
6.029658358E1,7.935101986E-1,7.462162375E-1,5.321260691E-1
6.030651358E1,8.836811781E-1,5.800867081E-1,6.657455564E-1
6.031644358E1,9.403180480E-1,4.062664807E-1,7.714371085E-1
6.032637358E1,9.713115096E-1,2.502187490E-1,8.494793773E-1
6.033630358E1,9.912684560E-1,1.177456751E-1,8.938700557E-1
6.034623358E1,9.815420508E-1,2.771406434E-2,8.991823196E-1
6.035616358E1,9.663937688E-1,-1.718709618E-2,8.833373189E-1
6.036609358E1,9.383584261E-1,-2.054005861E-2,8.430440426E-1
6.037602358E1,8.992259502E-1,3.644905984E-3,7.822880149E-1
6.038595358E1,8.320240974E-1,4.665862769E-2,7.055492997E-1
6.039588358E1,7.493973970E-1,7.976758480E-2,6.153616309E-1
6.040581358E1,6.420949697E-1,1.037388891E-1,5.200036764E-1
6.041574358E1,5.154786706E-1,7.548435032E-2,4.119272828E-1
6.042567358E1,3.692619503E-1,-4.812508821E-3,3.053642511E-1
6.043560358E1,2.357052267E-1,-1.132417768E-1,2.129360586E-1
6.044553458E1,1.334725618E-1,-2.609103024E-1,1.475302279E-1
6.045546458E1,7.910174131E-2,-3.851033747E-1,1.022812426E-1
6.046539458E1,5.289350078E-2,-4.366295338E-1,8.649917692E-2
6.047532458E1,1.727744937E-2,-4.519863725E-1,8.459022641E-2
6.048525458E1,-3.605150431E-2,-4.495331645E-1,8.948337287E-2
6.049518458E1,-9.374063462E-2,-4.319382012E-1,9.940071404E-2
6.050511458E1,-1.371107250E-1,-4.116675854E-1,9.401026368E-2
6.051504458E1,-1.713938713E-1,-4.025779665E-1,6.271519512E-2
6.052497458E1,-1.913849562E-1,-3.739147484E-1,2.315669321E-2
6.053490458E1,-2.145049274E-1,-3.159063160E-1,-7.849957794E-3
6.054483458E1,-2.327507883E-1,-2.341275662E-1,-3.557381406E-2
6.055476458E1,-2.444561869E-1,-1.267792732E-1,-5.908685923E-2
6.056469458E1,-2.570999265E-1,-3.591769561E-2,-7.835569978E-2
6.057462458E1,-2.937839031E-1,1.106685493E-2,-1.016106904E-1
6.058455458E1,-3.532067537E-1,2.083056420E-2,-1.234096512E-1
6.059448458E1,-4.410598874E-1,-6.288139150E-3,-1.530865878E-1
6.060441458E1,-5.397492051E-1,-4.824325815E-2,-1.786980033E-1
6.061434458E1,-6.074619293E-1,-8.541406691E-2,-2.037170678E-1
6.062427458E1,-6.105809212E-1,-1.240631193E-1,-1.987803131E-1
6.063420458E1,-5.428388715E-1,-1.354209632E-1,-1.932127029E-1
6.064413458E1,-4.361823797E-1,-1.036373079E-1,-1.733765453E-1
6.065406558E1,-3.179105818E-1,-1.750454679E-2,-1.214728802E-1
6.066399558E1,-2.099047899E-1,1.463461816E-1,-2.925606444E-2
6.067392558E1,-1.502473205E-1,3.656961024E-1,9.161922336E-2
6.068385558E1,-1.700163037E-1,5.207300186E-1,1.916068792E-1
6.069378558E1,-2.518848181E-1,5.210556984E-1,2.406702936E-1
6.070371558E1,-3.224901259E-1,3.898977637E-1,2.592537403E-1
6.071364558E1,-2.862354517E-1,2.763280571E-1,2.899275124E-1
6.072357558E1,-1.217031106E-1,2.665499151E-1,3.373478055E-1
6.073350558E1,9.568886459E-2,3.077900410E-1,4.008602500E-1
6.074343558E1,2.842206657E-1,3.438941836E-1,4.827497005E-1
6.075336558E1,3.921189010E-1,3.544738591E-1,5.778226256E-1
6.076329558E1,4.282957017E-1,3.212439120E-1,6.357231736E-1
6.077322558E1,4.237795174E-1,2.715882361E-1,6.348858476E-1
6.078315558E1,3.913825154E-1,2.210639417E-1,5.771413445E-1
6.079308558E1,3.441934288E-1,1.568490118E-1,4.888828993E-1
6.080301558E1,2.858044207E-1,8.795921504E-2,4.054111242E-1
6.081294558E1,2.305965275E-1,3.036116436E-2,3.399471641E-1
6.082287558E1,1.959298104E-1,-1.081782579E-2,2.918597758E-1
6.083280558E1,1.937199086E-1,-3.919833526E-2,2.470512986E-1
6.084273558E1,2.268011719E-1,-6.954851747E-2,2.139279693E-1
6.085266558E1,2.811512053E-1,-8.852674067E-2,1.848041713E-1
6.086259558E1,3.335080743E-1,-9.580412507E-2,1.716283560E-1
6.087252658E1,3.871175051E-1,-7.559899241E-2,1.841071248E-1
6.088245658E1,4.322991371E-1,-2.894487046E-2,2.055173069E-1
6.089238658E1,4.746873379E-1,4.826762527E-2,2.425224632E-1
6.090231658E1,5.121912956E-1,1.521573365E-1,2.856672704E-1
6.091224658E1,5.448277593E-1,2.729165256E-1,3.449713290E-1
6.092217658E1,5.685783625E-1,4.246378839E-1,4.050669670E-1
6.093210658E1,5.639388561E-1,5.973548293E-1,4.551764727E-1
6.094203658E1,5.095904469E-1,7.638563514E-1,4.830558896E-1
6.095196658E1,4.080704749E-1,8.988472223E-1,4.925948083E-1
6.096189658E1,2.885285318E-1,9.721341729E-1,4.789944887E-1
6.097182658E1,1.722722352E-1,1.018755794E0,4.491529465E-1
6.098175658E1,7.072884589E-2,1.026721120E0,4.072057009E-1
6.099168658E1,-6.164334714E-3,9.938236475E-1,3.684383333E-1
6.100161658E1,-5.609280244E-2,9.306431413E-1,3.291565478E-1
6.101154658E1,-1.002152562E-1,8.303956389E-1,2.883268297E-1
6.102147658E1,-1.687656641E-1,6.501386166E-1,2.451993376E-1
6.103140658E1,-2.589794397E-1,4.120080471E-1,1.970975995E-1
6.104133658E1,-3.417624533E-1,1.338490844E-1,1.544077098E-1
6.105126658E1,-3.943226039E-1,-1.472329199E-1,1.184680909E-1
6.106119658E1,-3.933891654E-1,-4.132409394E-1,9.045521915E-2
6.107112658E1,-3.645031750E-1,-6.344135404E-1,8.317227662E-2
6.108105658E1,-3.327478170E-1,-8.042375445E-1,6.977205724E-2
6.109098758E1,-3.178144097E-1,-9.551364779E-1,5.887280405E-2
6.110091758E1,-2.962369621E-1,-1.053681374E0,3.542492166E-2
6.111084758E1,-2.734115422E-1,-1.048954248E0,-2.622539178E-2
6.112077758E1,-2.595444024E-1,-9.498458505E-1,-1.178727299E-1
6.113070758E1,-2.868939936E-1,-8.098171353E-1,-2.291310877E-1
6.114063758E1,-3.716309965E-1,-6.696028709E-1,-3.572787344E-1
6.115056758E1,-5.180941820E-1,-5.436177850E-1,-4.952821434E-1
6.116049758E1,-7.033483982E-1,-4.414824843E-1,-6.192128062E-1
6.117042758E1,-8.846726418E-1,-3.595330417E-1,-7.036360502E-1
6.118035721E1,-9.998830557E-1,-2.803443968E-1,-7.327363491E-1
6.119028721E1,-1.014956117E0,-2.209588289E-1,-7.038314939E-1
6.120021721E1,-9.180870056E-1,-1.993616819E-1,-6.396557689E-1
6.121014721E1,-7.423583269E-1,-2.357633710E-1,-5.779144168E-1
6.122007721E1,-5.467360020E-1,-3.156028092E-1,-5.319735408E-1
6.123000721E1,-3.950761557E-1,-4.035696685E-1,-5.120720267E-1
6.123993721E1,-3.276083767E-1,-4.309606850E-1,-5.231407881E-1
6.124986721E1,-3.305383921E-1,-3.956375718E-1,-5.756969452E-1
6.125979721E1,-3.578261137E-1,-3.039140999E-1,-6.631590724E-1
6.126972721E1,-3.588136137E-1,-1.726801544E-1,-7.489147186E-1
6.127965721E1,-3.142051101E-1,-4.981188104E-3,-7.827841043E-1
6.128958721E1,-2.157384753E-1,1.670097560E-1,-7.442758679E-1
6.129951721E1,-6.609864533E-2,3.309668899E-1,-6.376511455E-1
6.130944721E1,9.551288188E-2,4.797899425E-1,-4.936367571E-1
6.131937721E1,2.498693913E-1,5.840797424E-1,-3.224132955E-1
6.132930821E1,3.893782794E-1,6.375163794E-1,-1.470638365E-1
6.133923821E1,5.057533383E-1,6.299511194E-1,-6.638830528E-3
6.134916821E1,6.011440158E-1,6.066750884E-1,1.045012698E-1
6.135909821E1,6.913619637E-1,6.025239825E-1,2.010110766E-1
6.136902821E1,7.745276690E-1,6.166504622E-1,2.896575928E-1
6.137895821E1,8.419284821E-1,6.284394264E-1,3.614415228E-1
6.138888821E1,8.873566985E-1,6.156469584E-1,4.127486646E-1
6.139881821E1,9.089032412E-1,5.812181234E-1,4.368244410E-1
6.140874821E1,8.984482288E-1,5.217843652E-1,4.334632456E-1
6.141867821E1,8.468806148E-1,4.184174836E-1,3.902527988E-1
6.142860821E1,7.617158890E-1,2.799927592E-1,3.092852235E-1
6.143853821E1,6.558277011E-1,1.235548481E-1,2.095615268E-1
6.144846821E1,5.562278628E-1,-2.920886129E-2,1.076133251E-1
6.145839821E1,4.864367545E-1,-1.476041377E-1,1.652263291E-2
6.146832821E1,4.557248950E-1,-2.083670795E-1,-5.823788792E-2
6.147825821E1,4.416890144E-1,-2.078106701E-1,-1.180830151E-1
6.148818821E1,4.147860110E-1,-1.911374182E-1,-1.635993719E-1
6.149811821E1,3.594075739E-1,-2.087210119E-1,-2.040075660E-1
6.150804821E1,2.747739255E-1,-2.449309379E-1,-2.189095467E-1
6.151797821E1,1.774803549E-1,-2.980457246E-1,-2.303255647E-1
6.152790821E1,6.494848430E-2,-3.271772563E-1,-2.432469577E-1
6.153783821E1,-3.741406277E-2,-3.245512545E-1,-2.254884988E-1
6.154776821E1,-1.284893751E-1,-2.892353237E-1,-1.711815745E-1
6.155769921E1,-1.876171082E-1,-2.353041172E-1,-1.178486347E-1
6.156762921E1,-2.196813077E-1,-1.733547300E-1,-8.856717497E-2
6.157755921E1,-2.377568930E-1,-1.045931131E-1,-8.291243017E-2
6.158748921E1,-2.488303185E-1,-6.080461666E-2,-1.049484909E-1
6.159741921E1,-2.459456623E-1,-4.713395238E-2,-1.535427123E-1
6.160734921E1,-2.448590994E-1,-4.347103834E-2,-2.148028761E-1
6.161727921E1,-2.594252825E-1,-6.141841784E-2,-2.609426379E-1
6.162720921E1,-3.063952029E-1,-1.356036961E-1,-2.663935721E-1
6.163713921E1,-3.825168014E-1,-2.628875673E-1,-2.383305728E-1
6.164706921E1,-4.674732387E-1,-4.107598364E-1,-1.772501767E-1
6.165699921E1,-5.287073255E-1,-5.377085805E-1,-9.236259758E-2
6.166692921E1,-5.489041805E-1,-6.246812940E-1,-6.733710878E-3
6.167685921E1,-5.439437628E-1,-6.807972193E-1,4.774305224E-2
6.168678921E1,-5.293257236E-1,-7.034093142E-1,5.098785087E-2
6.169671921E1,-4.988680780E-1,-6.908449531E-1,1.712455973E-2
6.170664921E1,-4.622245729E-1,-6.363041997E-1,-3.728727996E-2
6.171657921E1,-4.252693355E-1,-5.035213828E-1,-7.611276209E-2
6.172650921E1,-3.971660733E-1,-2.470864505E-1,-5.267986655E-2
6.173643921E1,-4.021924138E-1,4.118223116E-2,3.950224817E-2
6.174636921E1,-4.549475312E-1,2.066031396E-1,1.473413557E-1
6.175629921E1,-5.280417800E-1,1.826644987E-1,2.222016752E-1
6.176622921E1,-5.496735573E-1,1.376256160E-2,2.685824931E-1
6.177616021E1,-4.807272851E-1,-1.735637933E-1,3.047684431E-1
6.178609021E1,-3.063544333E-1,-2.989736199E-1,3.548241556E-1
6.179602021E1,-7.614679635E-2,-3.503683507E-1,4.107307196E-1
6.180595021E1,1.576166898E-1,-2.741526663E-1,4.685759246E-1
6.181588021E1,3.627004027E-1,-3.282090276E-2,5.352576375E-1
6.182581021E1,4.972086847E-1,2.811905444E-1,6.044372320E-1
6.183574021E1,5.252745152E-1,5.121209025E-1,6.358125210E-1
6.184567021E1,4.914544821E-1,6.312544942E-1,6.297999024E-1
6.185560021E1,4.314244390E-1,6.592256427E-1,5.914543867E-1
6.186553021E1,3.636980951E-1,5.945904851E-1,5.247616768E-1
6.187546021E1,2.943649888E-1,4.090679288E-1,4.442810118E-1
6.188539021E1,2.443252355E-1,1.573419571E-1,3.627014756E-1
6.189532021E1,2.242371738E-1,-1.234030575E-1,2.691104114E-1
6.190525021E1,2.392438203E-1,-3.963677287E-1,1.761679500E-1
6.191518021E1,2.994571328E-1,-6.062152982E-1,9.508486837E-2
6.192511021E1,3.803927302E-1,-7.121342421E-1,4.136917740E-2
6.193504021E1,4.547816813E-1,-7.321449518E-1,2.432734519E-2
6.194497021E1,5.170940757E-1,-7.016072869E-1,3.126274794E-2
6.195490021E1,5.543270707E-1,-6.329019070E-1,4.805697873E-2
6.196483021E1,5.764270425E-1,-5.314256549E-1,6.039167568E-2
6.197476021E1,5.778228641E-1,-3.894450963E-1,6.576353312E-2
6.198469021E1,5.612425804E-1,-2.009795755E-1,7.600099593E-2
6.199462021E1,5.135517716E-1,2.068101428E-3,9.280082583E-2
6.200455021E1,4.618196189E-1,1.895154864E-1,9.460378438E-2
6.201448121E1,4.067044854E-1,3.698803484E-1,9.061554819E-2
6.202441121E1,3.420567811E-1,5.247700810E-1,1.020021588E-1
6.203434121E1,2.570222616E-1,6.417551637E-1,1.137313545E-1
6.204427121E1,1.600674838E-1,6.875974536E-1,1.236119419E-1
6.205420121E1,5.913543701E-2,6.694192290E-1,1.358906180E-1
6.206413121E1,-1.973913983E-2,6.004183292E-1,1.667092443E-1
6.207406121E1,-7.751618326E-2,4.647753239E-1,2.167373151E-1
6.208399121E1,-1.029253975E-1,2.859901488E-1,2.650465369E-1
6.209392121E1,-1.046639681E-1,9.700030833E-2,3.130329847E-1
6.210385121E1,-1.064762473E-1,-9.321543574E-2,3.430084586E-1
6.211378121E1,-1.359377503E-1,-2.851180136E-1,3.323233724E-1
6.212371121E1,-1.989452094E-1,-4.575414360E-1,2.871995866E-1
6.213364121E1,-2.914054394E-1,-6.316303611E-1,2.313223332E-1
6.214357121E1,-3.925698698E-1,-8.290624619E-1,1.713213176E-1
6.215350121E1,-4.871646762E-1,-1.056561470E0,1.057091579E-1
6.216343121E1,-5.749856234E-1,-1.316545844E0,4.558882862E-2
6.217336121E1,-6.591543555E-1,-1.551573515E0,-2.850497700E-2
6.218329213E1,-7.292682528E-1,-1.697411418E0,-1.252347231E-1
6.219322213E1,-7.609580159E-1,-1.724724174E0,-2.414604723E-1
6.220315213E1,-7.574658394E-1,-1.628877640E0,-3.692032695E-1
6.221308213E1,-7.317983508E-1,-1.424130440E0,-4.665476978E-1
6.222301213E1,-6.658563614E-1,-1.208066821E0,-5.229968429E-1
6.223294213E1,-5.696702003E-1,-1.038216949E0,-5.534729362E-1
6.224287213E1,-4.920097888E-1,-8.527939916E-1,-5.612352490E-1
6.225280313E1,-4.935657382E-1,-7.098737359E-1,-5.714551210E-1
6.226273313E1,-5.941504240E-1,-5.430813432E-1,-5.852505565E-1
6.227266313E1,-7.332303524E-1,-2.751354277E-1,-6.074934602E-1
6.228259313E1,-8.256452680E-1,7.733020931E-2,-6.551842690E-1
6.229252313E1,-8.376758695E-1,4.577463269E-1,-7.213014364E-1
6.230245313E1,-7.912031412E-1,7.465541959E-1,-7.893071175E-1
6.231238313E1,-7.108489871E-1,9.308974147E-1,-8.364359140E-1
6.232231313E1,-6.135621071E-1,1.025712848E0,-8.504105806E-1
6.233224313E1,-4.768703282E-1,1.028087974E0,-8.301275969E-1
6.234217313E1,-2.994138002E-1,9.613927603E-1,-7.765740752E-1
6.235210313E1,-7.383070141E-2,8.681316972E-1,-7.081282139E-1
6.236203313E1,1.731287390E-1,7.672128081E-1,-6.234136224E-1
6.237196313E1,4.173496962E-1,6.489474177E-1,-5.240184069E-1
6.238189313E1,6.501331329E-1,5.450345874E-1,-4.044525921E-1
6.239182313E1,8.611666560E-1,4.565080702E-1,-2.985220551E-1
6.240175313E1,1.040049672E0,3.818087876E-1,-2.128998339E-1
6.241168313E1,1.160760164E0,2.995871007E-1,-1.431975365E-1
6.242161313E1,1.215988159E0,2.254318893E-1,-7.132733613E-2
6.243154313E1,1.202919364E0,1.484743357E-1,5.260493606E-3
6.244147313E1,1.147139788E0,9.187791497E-2,8.463919908E-2
6.245140313E1,1.083994031E0,8.796760440E-2,1.605971605E-1
6.246133313E1,1.024466753E0,1.236102879E-1,2.176564485E-1
6.247126313E1,9.815396667E-1,1.826797724E-1,2.634256482E-1
6.248119313E1,9.437236190E-1,2.518884242E-1,2.844073474E-1
6.249112313E1,9.032089114E-1,3.067583740E-1,2.892808914E-1
6.250105413E1,8.506064415E-1,3.299574256E-1,2.776428759E-1
6.251098412E1,7.786259055E-1,3.147793412E-1,2.631669641E-1
6.252091413E1,6.806130409E-1,2.402331829E-1,2.480018586E-1
6.253084412E1,5.635290742E-1,1.066646650E-1,2.434440553E-1
6.254077413E1,4.506552517E-1,-8.626111597E-2,2.335703820E-1
6.255070412E1,3.563703597E-1,-3.373278081E-1,2.272246629E-1
6.256063413E1,3.133531213E-1,-5.982518196E-1,2.238062173E-1
6.257056412E1,3.027843833E-1,-8.365232348E-1,2.273572236E-1
6.258049413E1,3.071565032E-1,-1.057438135E0,2.625343800E-1
6.259042412E1,3.195959926E-1,-1.230191112E0,3.148963451E-1
6.260035413E1,3.230471909E-1,-1.352332115E0,3.795709014E-1
6.261028412E1,3.116850555E-1,-1.415078402E0,4.397721291E-1
6.262021413E1,2.801686823E-1,-1.374449730E0,4.741058648E-1
6.263014412E1,2.229433209E-1,-1.228590488E0,4.684762657E-1
6.264007413E1,1.262761652E-1,-9.980007410E-1,4.214331210E-1
6.265000412E1,-9.836515412E-3,-6.846240759E-1,3.327578008E-1
6.265993413E1,-1.715481877E-1,-3.362645209E-1,2.412500083E-1
6.266986412E1,-3.443792462E-1,-1.712636277E-2,1.660753489E-1
6.267979413E1,-4.981493652E-1,2.386785150E-1,1.155935302E-1
6.268972412E1,-6.069412827E-1,4.262742400E-1,9.965313971E-2
6.269965413E1,-6.679795980E-1,5.434980989E-1,1.025330797E-1
6.270958412E1,-7.054493427E-1,5.770955682E-1,1.087818444E-1
6.271951413E1,-7.346905470E-1,5.442669988E-1,9.661679715E-2
6.272944412E1,-7.689812779E-1,4.515238106E-1,6.621266156E-2
6.273937413E1,-8.150182962E-1,3.147127032E-1,2.290859446E-2
6.274930512E1,-8.309140205E-1,1.093754470E-1,-4.106005281E-2
6.275923513E1,-8.179636002E-1,-6.825846434E-2,-1.089584082E-1
6.276916512E1,-8.007652760E-1,-2.314262241E-1,-1.616272032E-1
6.277909513E1,-7.856518030E-1,-3.509302437E-1,-1.956461519E-1
6.278902512E1,-7.344987988E-1,-4.006819129E-1,-2.023768872E-1
6.279895513E1,-6.249358058E-1,-3.782844543E-1,-2.185366899E-1
