"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.681331054E1,-7.346722412E-1,1.210682373E0,5.643863525E0
1.682324154E1,-8.568182373E-1,1.348695374E0,5.401816864E0
1.683317354E1,-9.213340759E-1,1.420096893E0,5.272036743E0
1.684310454E1,-8.129594421E-1,1.445394287E0,5.313051453E0
1.685303554E1,-7.330256653E-1,1.510059814E0,5.462590485E0
1.686296754E1,-6.617738342E-1,1.735790405E0,5.562432861E0
1.687289854E1,-5.580395508E-1,2.051932983E0,5.738466797E0
1.688283054E1,-4.592449951E-1,2.364183655E0,6.041436768E0
1.689276154E1,-4.317022705E-1,2.606230316E0,6.615343323E0
1.690269254E1,-5.406756592E-1,2.778522034E0,7.423961792E0
1.691262467E1,-5.638774109E-1,2.749781799E0,8.019872589E0
1.692255567E1,-5.261558533E-1,2.621648254E0,8.488398285E0
1.693248767E1,-5.077441406E-1,2.504292297E0,8.839418335E0
1.694241867E1,-3.899391174E-1,2.413431244E0,9.144483948E0
1.695234967E1,-2.014810181E-1,2.387834473E0,9.466015320E0
1.696228167E1,-7.783813477E-2,2.425556030E0,9.824519806E0
1.697221267E1,-9.475296021E-2,2.603835297E0,1.015877472E1
1.698214467E1,-1.935475159E-1,2.819536743E0,1.047162415E1
1.699207567E1,-3.782633972E-1,3.032992859E0,1.075947556E1
1.700200667E1,-5.692662048E-1,3.238964539E0,1.099014587E1
1.701193867E1,-6.251000977E-1,3.338507538E0,1.120375168E1
1.702186967E1,-4.279600525E-1,3.291654968E0,1.155432266E1
1.703180167E1,-9.610015869E-2,3.191962280E0,1.213017517E1
1.704173267E1,2.523751831E-1,3.039728851E0,1.282577866E1
1.705166367E1,4.120930481E-1,2.883304138E0,1.354727829E1
1.706159567E1,3.730242920E-1,2.764750671E0,1.410352158E1
1.707152667E1,2.866539001E-1,2.668800201E0,1.433703598E1
1.708145867E1,2.418969727E-1,2.606080627E0,1.431877396E1
1.709138967E1,3.236270142E-1,2.522105255E0,1.403241943E1
1.710132067E1,3.144960022E-1,2.506687317E0,1.346315323E1
1.711125267E1,1.971400452E-1,2.577041016E0,1.269001099E1
1.712118367E1,2.784210205E-2,2.693947906E0,1.190698929E1
1.713111567E1,-2.603086853E-1,2.846031647E0,1.118638779E1
1.714104667E1,-6.102809143E-1,2.975662079E0,1.053090088E1
1.715097767E1,-9.386979675E-1,3.058290253E0,1.004965164E1
1.716090967E1,-1.076112213E0,3.059936829E0,9.679172058E0
1.717084067E1,-9.114546204E-1,2.983296204E0,9.403445435E0
1.718077267E1,-6.514453125E-1,2.889890442E0,9.364376678E0
1.719070367E1,-3.360511780E-1,2.706372070E0,9.394015045E0
1.720063467E1,-1.317260742E-1,2.483335876E0,9.572144623E0
1.721056667E1,-8.921447754E-2,2.309247894E0,9.937385101E0
1.722049767E1,-7.155120850E-2,2.134710846E0,1.028720764E1
1.723042967E1,2.439926147E-2,1.970801697E0,1.040501266E1
1.724036067E1,1.448986816E-1,1.798659668E0,1.022299118E1
1.725029167E1,1.856140137E-1,1.616488495E0,9.858798523E0
1.726022367E1,1.251397705E-1,1.467248840E0,9.329948273E0
1.727015467E1,1.960922241E-2,1.365460510E0,8.812773743E0
1.728008667E1,-9.699829102E-2,1.346300354E0,8.311615906E0
1.729001767E1,-2.303709412E-1,1.407223663E0,7.875123596E0
1.729994867E1,-3.471281433E-1,1.479373627E0,7.510032806E0
1.730988067E1,-4.126918030E-1,1.588347015E0,7.208709412E0
1.731981167E1,-4.251159668E-1,1.739682312E0,6.907685394E0
1.732974367E1,-4.037104797E-1,1.875599670E0,6.641239471E0
1.733967467E1,-3.426374817E-1,1.972597961E0,6.436764679E0
1.734960567E1,-2.447410583E-1,2.053130493E0,6.392456818E0
1.735953767E1,-1.158590698E-1,2.102827148E0,6.474186859E0
1.736946867E1,2.365081787E-2,2.171983337E0,6.618786163E0
1.737940067E1,8.098159790E-2,2.268981628E0,6.747967529E0
1.738933167E1,1.037342834E-1,2.401605835E0,6.836583252E0
1.739926267E1,1.603166199E-1,2.533182220E0,6.867119751E0
1.740919467E1,1.889071655E-1,2.602488098E0,6.886279907E0
1.741912567E1,2.784210205E-1,2.665806427E0,6.974296875E0
1.742905767E1,3.261717224E-1,2.701731720E0,6.983876953E0
1.743898867E1,2.124082947E-1,2.778522034E0,7.073241119E0
1.744891967E1,8.876541138E-2,2.878214722E0,7.207362213E0
1.745885167E1,5.748046875E-2,2.992127838E0,7.539671173E0
1.746878267E1,2.246827698E-1,3.121907959E0,8.073610840E0
1.747871467E1,4.266128540E-1,3.224744110E0,8.504265289E0
1.748864567E1,4.213737488E-1,3.416495361E0,8.788823547E0
1.749857667E1,2.906954956E-1,3.676205292E0,8.972790985E0
1.750850867E1,1.407073975E-1,3.880680084E0,9.098080444E0
1.751843967E1,5.568420410E-2,3.958967285E0,9.305998077E0
1.752837167E1,7.244934082E-2,3.950285339E0,9.610614624E0
1.753830267E1,-3.068618774E-2,3.921694794E0,9.905950470E0
1.754823367E1,-1.728904724E-1,3.854185181E0,1.035920792E1
1.755816567E1,-1.817221069E-1,3.661236420E0,1.104987167E1
1.756809667E1,-1.255888367E-1,3.399580536E0,1.184397034E1
1.757802867E1,-1.878593445E-1,3.270698547E0,1.254196884E1
1.758795967E1,-5.029541016E-1,3.369493103E0,1.306692719E1
1.759789067E1,-7.417076111E-1,3.644171906E0,1.340297836E1
1.760782267E1,-6.436614990E-1,3.829037476E0,1.342618011E1
1.761775367E1,-2.546205139E-1,3.778742065E0,1.331885330E1
1.762768567E1,7.993377686E-2,3.669768677E0,1.328951431E1
1.763761667E1,8.861572266E-2,3.656745758E0,1.349219284E1
1.764754767E1,-1.586700439E-1,3.473077698E0,1.390907593E1
1.765747967E1,-4.828958130E-1,3.048560486E0,1.422581726E1
1.766741067E1,-8.012837219E-1,2.606679382E0,1.422641602E1
1.767734267E1,-1.104702759E0,2.193837891E0,1.386626495E1
1.768727367E1,-1.214873657E0,1.851799164E0,1.325029587E1
1.769720467E1,-1.250798950E0,1.625769196E0,1.239946518E1
1.770713667E1,-1.187630310E0,1.548829193E0,1.134206406E1
1.771706767E1,-1.047970734E0,1.607956238E0,1.026460464E1
1.772699967E1,-9.996212769E-1,1.739233246E0,9.356892242E0
1.773693067E1,-9.135502625E-1,1.847907257E0,8.657696228E0
1.774686167E1,-7.358697510E-1,1.901495819E0,8.223449249E0
1.775679367E1,-6.406677246E-1,1.867666168E0,8.028255157E0
1.776672467E1,-6.378236389E-1,1.768422546E0,8.023914185E0
1.777665667E1,-6.620732117E-1,1.577120361E0,8.110883331E0
1.778658767E1,-6.460565186E-1,1.362766113E0,8.213420105E0
1.779651867E1,-5.673202515E-1,1.142274628E0,8.184829559E0
1.780645067E1,-5.216651917E-1,9.108558655E-1,8.060587921E0
1.781638167E1,-5.454656982E-1,7.695497131E-1,7.885302429E0
1.782631367E1,-5.933660889E-1,7.044351196E-1,7.606132965E0
1.783624467E1,-5.411247253E-1,7.542814636E-1,7.125632172E0
1.784617567E1,-4.445755005E-1,9.156459045E-1,6.539750519E0
1.785610767E1,-3.556604004E-1,1.092128906E0,5.992937622E0
1.786603867E1,-3.332070923E-1,1.255588989E0,5.554199982E0
1.787597067E1,-3.451821899E-1,1.415606232E0,5.301525421E0
1.788590167E1,-2.471360779E-1,1.606758728E0,5.258714447E0
1.789583267E1,-7.020401001E-2,1.819765778E0,5.294939117E0
1.790576533E1,4.505630493E-2,2.027533722E0,5.263354797E0
1.791569633E1,-2.993774414E-4,2.256407776E0,5.179379425E0
1.792562833E1,-1.215472412E-1,2.511477356E0,5.136568451E0
1.793555933E1,-2.372566223E-1,2.711461487E0,5.171595612E0
1.794549033E1,-4.007167053E-1,2.813998260E0,5.264552307E0
1.795542233E1,-5.480104065E-1,2.854563904E0,5.421875153E0
1.796535333E1,-5.710624695E-1,2.785557404E0,5.760920105E0
1.797528433E1,-5.189707947E-1,2.621947632E0,6.373446350E0
1.798521633E1,-4.758604431E-1,2.504142609E0,7.177424469E0
1.799514733E1,-4.915777588E-1,2.508333893E0,8.028704224E0
1.800507933E1,-5.108876038E-1,2.606978760E0,8.859027557E0
1.801501033E1,-4.436773682E-1,2.688708801E0,9.656718750E0
1.802494133E1,-2.817141724E-1,2.752476196E0,1.042896286E1
1.803487333E1,-1.031355286E-1,2.794688416E0,1.122770187E1
1.804480433E1,-4.236190796E-2,2.811004486E0,1.197539703E1
1.805473633E1,-1.107696533E-1,2.861299896E0,1.251352798E1
1.806466733E1,-1.466949463E-1,2.885549469E0,1.284074753E1
1.807459833E1,-1.616638184E-2,2.834804993E0,1.303160065E1
1.808453033E1,2.176473999E-1,2.695893860E0,1.327634171E1
1.809446133E1,4.192781067E-1,2.527194672E0,1.364472565E1
1.810439333E1,3.655398560E-1,2.504441986E0,1.399604507E1
1.811432433E1,1.571731567E-1,2.649340668E0,1.419962173E1
1.812425533E1,1.372645569E-1,2.694995728E0,1.413585434E1
1.813418733E1,3.538641357E-1,2.574795685E0,1.391551254E1
1.814411833E1,5.800437927E-1,2.431842957E0,1.379680939E1
1.815405033E1,7.051835632E-1,2.406844940E0,1.392883484E1
1.816398133E1,6.668632507E-1,2.371219025E0,1.426907730E1
1.817391233E1,5.694158936E-1,2.210603027E0,1.470751556E1
1.818384433E1,4.402345276E-1,1.891915741E0,1.499596573E1
1.819377533E1,1.913021851E-1,1.547332306E0,1.495599884E1
1.820370733E1,-1.300794983E-1,1.243015137E0,1.459779373E1
1.821363833E1,-3.646417236E-1,1.024020538E0,1.398661469E1
1.822356933E1,-4.981640625E-1,9.193881226E-1,1.316721863E1
1.823350133E1,-5.363346863E-1,9.071136475E-1,1.222852066E1
1.824343233E1,-4.701722717E-1,9.741741943E-1,1.130524063E1
1.825336433E1,-3.070115662E-1,1.059945831E0,1.046339127E1
1.826329533E1,-1.212478638E-1,1.174607391E0,9.695637817E0
1.827322633E1,7.679031372E-2,1.305135956E0,9.036708069E0
1.828315833E1,3.773652649E-1,1.400188293E0,8.481811981E0
1.829308933E1,6.640191650E-1,1.462458801E0,7.952812042E0
1.830302133E1,8.647517395E-1,1.516047363E0,7.463329926E0
1.831295233E1,1.026116180E0,1.559756470E0,7.026687927E0
1.832288333E1,1.148112488E0,1.670526123E0,6.642287292E0
1.833281533E1,1.155447235E0,1.826501770E0,6.256389771E0
1.834274633E1,9.909393311E-1,1.946552124E0,5.840404816E0
1.835267833E1,7.414082336E-1,2.042203217E0,5.435945892E0
1.836260933E1,4.343966675E-1,2.048340454E0,5.107528839E0
1.837254033E1,1.240919495E-1,1.952539673E0,4.899760895E0
1.838247233E1,-1.666035461E-1,1.778002625E0,4.853357391E0
1.839240333E1,-3.737727356E-1,1.653012543E0,4.955145721E0
1.840233533E1,-4.393363953E-1,1.615440674E0,5.121599579E0
1.841226633E1,-4.038601685E-1,1.679657135E0,5.330714722E0
1.842219733E1,-3.203338623E-1,1.881287842E0,5.476960602E0
1.843212933E1,-2.652484131E-1,2.146386566E0,5.574108582E0
1.844206033E1,-2.540217590E-1,2.355501709E0,5.618715820E0
1.845199133E1,-2.650987244E-1,2.530637512E0,5.635930023E0
1.846192333E1,-2.899470520E-1,2.646346893E0,5.689518585E0
1.847185433E1,-2.778222656E-1,2.712808685E0,5.819747772E0
1.848178633E1,-2.478845215E-1,2.747985535E0,6.065836029E0
1.849171733E1,-1.775308228E-1,2.809357910E0,6.492897949E0
1.850164833E1,-6.900650024E-2,2.863994293E0,7.095993805E0
1.851158033E1,9.535171509E-2,2.922522583E0,7.856562195E0
1.852151133E1,2.396516418E-1,3.007396088E0,8.643475800E0
1.853144333E1,3.025209045E-1,3.055895233E0,9.388177185E0
1.854137433E1,3.110531616E-1,3.052901459E0,1.018077896E1
1.855130533E1,2.815644836E-1,3.059188385E0,1.085632416E1
1.856123733E1,1.868115234E-1,3.082390137E0,1.137574402E1
1.857116833E1,8.517288208E-2,3.061882782E0,1.174891800E1
1.858110033E1,-2.544708252E-2,3.027154999E0,1.192540100E1
1.859103133E1,-8.981323242E-2,3.023263092E0,1.201431610E1
1.860096233E1,-4.879852295E-2,2.999013519E0,1.209709396E1
1.861089433E1,2.140548706E-2,2.920277252E0,1.230965195E1
1.862082533E1,-1.302291870E-2,2.941533051E0,1.265483414E1
1.863075733E1,-2.510279846E-1,3.182232513E0,1.310285248E1
1.864068833E1,-3.836521912E-1,3.352877655E0,1.348066681E1
1.865061933E1,-2.731819153E-1,3.126697998E0,1.380010254E1
1.866055133E1,-1.630110168E-1,2.697241058E0,1.421024963E1
1.867048233E1,-1.654060364E-1,2.367476807E0,1.482996094E1
1.868041433E1,-4.222718811E-1,2.114353180E0,1.537093597E1
1.869034533E1,-8.541238403E-1,1.901495819E0,1.549398010E1
1.870027633E1,-1.210682373E0,1.770667877E0,1.497935028E1
1.871020833E1,-1.357227631E0,1.702559509E0,1.383183655E1
1.872013933E1,-1.311123505E0,1.761686554E0,1.243763580E1
1.873007133E1,-1.134041748E0,1.871258698E0,1.116947296E1
1.874000233E1,-9.598040771E-1,2.081122284E0,1.021685394E1
1.874993333E1,-8.222401428E-1,2.326761475E0,9.530830536E0
1.875986533E1,-7.707472229E-1,2.469564514E0,9.021290131E0
1.876979633E1,-8.009843445E-1,2.488574982E0,8.661288757E0
1.877972733E1,-9.548643494E-1,2.424059143E0,8.444689178E0
1.878965933E1,-1.121018829E0,2.309397583E0,8.415200500E0
1.879959033E1,-1.252894592E0,2.063758392E0,8.469986572E0
1.880952233E1,-1.343007202E0,1.772613831E0,8.547974396E0
1.881945333E1,-1.298849030E0,1.495390320E0,8.634943542E0
1.882938433E1,-1.094972992E0,1.245110779E0,8.659492493E0
1.883931633E1,-7.717950439E-1,1.070873108E0,8.607251129E0
1.884924733E1,-5.396278381E-1,9.542655945E-1,8.355774078E0
1.885917933E1,-4.324507141E-1,9.439370728E-1,7.998018036E0
1.886911033E1,-4.122427368E-1,1.024020538E0,7.583529968E0
1.887904133E1,-4.180805969E-1,1.049916687E0,7.113357697E0
1.888897333E1,-4.110452271E-1,9.903405762E-1,6.619684296E0
1.889890433E1,-4.540058899E-1,8.634045410E-1,6.196514282E0
1.890883604E1,-5.354365540E-1,7.348219299E-1,5.898633728E0
1.891876704E1,-5.902226257E-1,6.740483093E-1,5.715265045E0
1.892869804E1,-6.236032104E-1,7.631130981E-1,5.549110565E0
1.893863004E1,-6.239025879E-1,1.036444702E0,5.344186707E0
1.894856104E1,-5.346881104E-1,1.443747711E0,5.116210785E0
1.895849304E1,-4.552033997E-1,1.848206635E0,4.974455566E0
1.896842404E1,-4.098477173E-1,2.186952209E0,5.043761444E0
1.897835504E1,-3.736230469E-1,2.483635254E0,5.325924683E0
1.898828704E1,-3.303630066E-1,2.710713043E0,5.873036957E0
1.899821804E1,-2.462379456E-1,2.783162384E0,6.650520172E0
1.900814904E1,-1.185534668E-1,2.740052032E0,7.588769073E0
1.901808104E1,-2.784210205E-2,2.704725494E0,8.600964203E0
1.902801204E1,9.699829102E-2,2.707419891E0,9.477840729E0
1.903794404E1,2.137554932E-1,2.695295105E0,1.011237122E1
1.904787504E1,2.493814087E-1,2.592608643E0,1.056323364E1
1.905780604E1,2.002835083E-1,2.455942841E0,1.095751373E1
1.906773804E1,5.328918457E-2,2.374512177E0,1.131467102E1
1.907766904E1,-1.957928467E-1,2.448009338E0,1.150896698E1
1.908760104E1,-3.787124634E-1,2.686014404E0,1.149863846E1
1.909753204E1,-3.065625000E-1,2.979703674E0,1.132095795E1
1.910746304E1,-3.697311401E-2,3.271896057E0,1.109911926E1
1.911739504E1,2.136058044E-1,3.494333496E0,1.103879471E1
1.912732604E1,3.680845642E-1,3.532504120E0,1.139685013E1
1.913725804E1,3.914360046E-1,3.390150146E0,1.218675751E1
1.914718904E1,2.733316040E-1,3.273093567E0,1.317335587E1
1.915712004E1,1.175056458E-1,3.181035004E0,1.412268173E1
1.916705204E1,2.459385681E-1,2.919528809E0,1.479134125E1
1.917698304E1,5.849835205E-1,2.482437744E0,1.499776199E1
1.918691504E1,8.855584717E-1,2.094743958E0,1.494132935E1
1.919684604E1,9.728269958E-1,1.924248505E0,1.482382370E1
1.920677704E1,7.867639160E-1,1.990710297E0,1.462069611E1
1.921670904E1,5.281018066E-1,2.152673492E0,1.423734329E1
1.922664004E1,4.053570557E-1,2.288740540E0,1.363020584E1
1.923657204E1,3.375480652E-1,2.406545563E0,1.283011963E1
1.924650304E1,3.532653809E-1,2.500999146E0,1.189576263E1
1.925643404E1,3.781137085E-1,2.536026306E0,1.102921463E1
1.926636604E1,3.487747192E-1,2.394271088E0,1.028645920E1
1.927629704E1,2.633024597E-1,2.133064270E0,9.757159882E0
1.928622804E1,2.200424194E-1,1.870659943E0,9.481582947E0
1.929616004E1,2.435435486E-1,1.587299194E0,9.424401855E0
1.930609104E1,2.890489197E-1,1.269360352E0,9.437574463E0
1.931602304E1,3.650907898E-1,9.824070740E-1,9.437424774E0
1.932595404E1,4.578977966E-1,7.973918152E-1,9.341773682E0
1.933588504E1,5.792953491E-1,7.617658997E-1,9.073082428E0
1.934581704E1,7.014413452E-1,8.506809998E-1,8.623417511E0
1.935574804E1,7.699987793E-1,1.023571472E0,8.100704498E0
1.936568004E1,6.361770630E-1,1.231638794E0,7.564669189E0
1.937561104E1,4.230203247E-1,1.350940704E0,7.023245087E0
1.938554204E1,1.713935852E-1,1.373992767E0,6.480473785E0
1.939547404E1,-9.550140381E-2,1.362317047E0,6.016289062E0
1.940540504E1,-3.388952637E-1,1.353635101E0,5.711373138E0
1.941533704E1,-5.273533630E-1,1.367107086E0,5.644162903E0
1.942526804E1,-5.848338318E-1,1.404080200E0,5.790259094E0
1.943519904E1,-5.343887329E-1,1.478625183E0,5.995482330E0
1.944513104E1,-4.653822327E-1,1.592837677E0,6.160439301E0
1.945506204E1,-3.867956543E-1,1.724414063E0,6.275100861E0
1.946499404E1,-2.986289978E-1,1.800006866E0,6.258186035E0
1.947492504E1,-2.158511353E-1,1.909429321E0,6.172863464E0
1.948485604E1,-2.212399292E-1,2.054178314E0,6.040388947E0
1.949478804E1,-3.254232788E-1,2.208208008E0,5.939798126E0
1.950471904E1,-3.495231628E-1,2.380948792E0,5.925727386E0
1.951465104E1,-2.561174011E-1,2.515518951E0,6.024521942E0
1.952458204E1,-1.303788757E-1,2.597698059E0,6.153254242E0
1.953451304E1,-5.089416504E-2,2.721041565E0,6.299200745E0
1.954444504E1,9.894424438E-2,2.863844604E0,6.530320129E0
1.955437604E1,2.923420715E-1,2.987337799E0,6.902296600E0
1.956430704E1,4.095483398E-1,3.094963989E0,7.342680817E0
1.957423904E1,3.516188049E-1,3.168760529E0,7.792645111E0
1.958417004E1,2.315684509E-1,3.209475861E0,8.266409912E0
1.959410204E1,5.703140259E-2,3.216062164E0,8.706345062E0
1.960403304E1,-1.101708984E-1,3.189118195E0,9.161398773E0
1.961396404E1,-2.125579834E-1,3.147355042E0,9.660610657E0
1.962389604E1,-3.417393494E-1,3.087479553E0,1.019784348E1
1.963382704E1,-4.354444885E-1,3.042423248E0,1.080528030E1
1.964375904E1,-4.261637878E-1,2.995570679E0,1.149833908E1
1.965369004E1,-3.674858093E-1,2.900368652E0,1.222403000E1
1.966362104E1,-2.890489197E-1,2.767445068E0,1.289822800E1
1.967355304E1,-1.525328064E-1,2.571053467E0,1.346479980E1
1.968348404E1,-3.787124634E-2,2.414778442E0,1.384785324E1
1.969341604E1,-1.263372803E-1,2.413431244E0,1.396281418E1
1.970334704E1,-4.387376404E-1,2.780617676E0,1.365056351E1
1.971327804E1,-6.959028625E-1,3.396137695E0,1.299328033E1
1.972321004E1,-6.158193970E-1,3.621119843E0,1.241473343E1
1.973314104E1,-1.962419128E-1,3.420686646E0,1.207958038E1
1.974307304E1,1.125659180E-1,3.263363800E0,1.207883194E1
1.975300404E1,1.462458801E-1,3.240611115E0,1.238060440E1
1.976293504E1,4.864883423E-2,3.118764496E0,1.273596542E1
1.977286704E1,-4.445755005E-2,2.868335266E0,1.285556671E1
1.978279804E1,-1.356179810E-1,2.674338684E0,1.259525803E1
1.979272904E1,-4.819976807E-2,2.429298248E0,1.202674026E1
1.980266104E1,2.053729248E-1,2.076781311E0,1.147408951E1
1.981259204E1,3.375480652E-1,1.732946320E0,1.121572678E1
1.982252404E1,3.149450684E-1,1.426832886E0,1.126317810E1
1.983245504E1,1.255888367E-1,1.170865173E0,1.136975647E1
1.984238604E1,-2.381547546E-1,1.002764740E0,1.127260849E1
1.985231804E1,-6.041436768E-1,9.520202637E-1,1.091081085E1
1.986224904E1,-8.705895996E-1,9.427395630E-1,1.034154465E1
1.987218104E1,-1.003962250E0,9.053173828E-1,9.733209686E0
1.988211204E1,-1.011746063E0,8.339158630E-1,9.201964417E0
1.989204304E1,-9.000782776E-1,8.072712708E-1,8.820258179E0
1.990197504E1,-7.646099854E-1,8.762777710E-1,8.556207275E0
1.991190579E1,-7.119195557E-1,1.003513184E0,8.305179291E0
1.992183779E1,-7.394622803E-1,1.107097778E0,8.043373718E0
1.993176879E1,-7.348219299E-1,1.166224823E0,7.735164642E0
1.994169979E1,-6.502478027E-1,1.176253967E0,7.378157043E0
1.995163179E1,-4.899311829E-1,1.170865173E0,7.000342712E0
1.996156279E1,-3.927832031E-1,1.150956573E0,6.617888031E0
1.997149379E1,-3.969744873E-1,1.161285095E0,6.314768372E0
1.998142579E1,-3.941304016E-1,1.174757080E0,6.156697083E0
1.999135679E1,-3.260220337E-1,1.235231323E0,6.112538910E0
2.000128879E1,-2.275268555E-1,1.378782806E0,6.056555328E0
2.001121979E1,-1.763333130E-1,1.589544525E0,6.005361786E0
2.002115079E1,-1.330732727E-1,1.782044220E0,5.953569489E0
2.003108279E1,-1.047821045E-1,1.920206909E0,5.908064117E0
2.004101379E1,-8.966354370E-2,1.986369324E0,5.902825012E0
2.005094579E1,-6.840774536E-2,1.988764343E0,5.944737854E0
2.006087679E1,-3.607498169E-2,2.024989014E0,6.059249725E0
2.007080779E1,5.463638306E-2,2.056872711E0,6.283633118E0
2.008073979E1,8.187973022E-2,2.096540222E0,6.616391144E0
2.009067079E1,-2.035766602E-2,2.151625671E0,6.994654541E0
2.010060279E1,-1.957928467E-1,2.176174622E0,7.391778717E0
2.011053379E1,-3.077600098E-1,2.215542755E0,7.722740479E0
2.012046479E1,-3.758683777E-1,2.298021240E0,8.011490021E0
2.013039679E1,-4.068539429E-1,2.352208557E0,8.241411896E0
2.014032779E1,-2.806663513E-1,2.367476807E0,8.458460541E0
2.015025879E1,-1.417552185E-1,2.442919922E0,8.651708679E0
2.016019079E1,-7.933502197E-3,2.616259460E0,8.873098297E0
2.017012179E1,7.125183105E-2,2.860701141E0,9.205856323E0
2.018005379E1,6.571334839E-2,3.053051147E0,9.627679138E0
2.018998479E1,1.152603149E-2,3.148103485E0,1.014455429E1
2.019991579E1,1.496887207E-3,3.101999359E0,1.070678513E1
2.020984779E1,1.020877075E-1,2.939287720E0,1.136062546E1
2.021977879E1,2.204914856E-1,2.739153900E0,1.211909821E1
2.022971079E1,2.034269714E-1,2.640059967E0,1.293535080E1
2.023964179E1,6.256988525E-2,2.670596466E0,1.378333740E1
2.024957279E1,-1.496887207E-2,2.621797943E0,1.448687439E1
2.025950479E1,9.505233765E-2,2.406844940E0,1.497066833E1
2.026943579E1,2.749781799E-1,2.180066528E0,1.525118500E1
2.027936779E1,4.086502075E-1,2.145638123E0,1.543350586E1
2.028929879E1,5.629792786E-1,2.179767151E0,1.551074524E1
2.029922979E1,7.027885437E-1,2.123184814E0,1.535521866E1
2.030916179E1,7.438032532E-1,2.048041077E0,1.498773285E1
2.031909279E1,6.524931335E-1,2.012864227E0,1.447909058E1
2.032902379E1,4.767585754E-1,1.979184265E0,1.396790359E1
2.033895579E1,2.848576355E-1,1.909878387E0,1.345686630E1
2.034888679E1,1.523831177E-1,1.755549316E0,1.292128006E1
2.035881879E1,1.038839722E-1,1.573527832E0,1.236578522E1
2.036874979E1,9.340576172E-2,1.418300629E0,1.181373322E1
2.037868079E1,1.589694214E-1,1.315614166E0,1.133233429E1
2.038861279E1,2.785707092E-1,1.231938171E0,1.095362183E1
2.039854379E1,3.842509460E-1,1.237626343E0,1.061023590E1
2.040847579E1,4.358935547E-1,1.244811401E0,1.018467087E1
2.041840679E1,4.929249573E-1,1.228944397E0,9.626781006E0
2.042833779E1,5.560935974E-1,1.216819611E0,8.962462463E0
2.043826979E1,5.771997070E-1,1.229393463E0,8.210725708E0
2.044820079E1,5.099894714E-1,1.273701324E0,7.467221832E0
2.045813279E1,4.150868225E-1,1.341510315E0,6.782994690E0
2.046806379E1,3.604504395E-1,1.495989075E0,6.113586731E0
2.047799479E1,3.098556519E-1,1.693428497E0,5.500910797E0
2.048792679E1,1.667532349E-1,1.879790955E0,5.066514130E0
2.049785779E1,1.197509766E-2,2.012714539E0,4.845124512E0
2.050778879E1,-1.444496155E-1,2.023192749E0,4.857848053E0
2.051772079E1,-2.520758057E-1,1.971250763E0,5.073998566E0
2.052765179E1,-3.194357300E-1,1.939666443E0,5.432053986E0
2.053758379E1,-3.056643677E-1,1.965113525E0,5.843697968E0
2.054751479E1,-2.242337036E-1,1.997745667E0,6.144272919E0
2.055744579E1,-1.395098877E-1,2.020348663E0,6.343358917E0
2.056737779E1,-1.016386414E-1,2.102378082E0,6.439459076E0
2.057730879E1,-1.450483704E-1,2.240840149E0,6.457421722E0
2.058724079E1,-1.826202393E-1,2.394420776E0,6.486311646E0
2.059717179E1,-1.157093811E-1,2.487676849E0,6.591692505E0
2.060710279E1,-2.080673218E-2,2.555485840E0,6.782246246E0
2.061703479E1,1.085243225E-1,2.622247009E0,7.082671509E0
2.062696579E1,3.007246399E-1,2.693498840E0,7.469018097E0
2.063689679E1,4.415817261E-1,2.782413940E0,7.840246124E0
2.064682879E1,4.469705200E-1,2.900668030E0,8.110434265E0
2.065675979E1,3.400927734E-1,2.993325348E0,8.221952362E0
2.066669179E1,1.833686829E-1,3.011587372E0,8.216563568E0
2.067662279E1,4.954696655E-2,2.958447876E0,8.207881622E0
2.068655379E1,-2.200424194E-2,2.929707642E0,8.374784546E0
2.069648579E1,-1.062789917E-2,2.933300171E0,8.832233276E0
2.070641679E1,1.646575928E-3,2.919528809E0,9.502090302E0
2.071634879E1,-4.056564331E-2,2.850073242E0,1.028122009E1
2.072627979E1,-1.380130005E-1,2.735561371E0,1.113055389E1
2.073621079E1,-2.929408264E-1,2.602039032E0,1.204290665E1
2.074614279E1,-4.659809875E-1,2.468666382E0,1.302770874E1
2.075607379E1,-5.171745300E-1,2.320773926E0,1.400337982E1
2.076600579E1,-3.124003601E-1,2.133064270E0,1.488100479E1
2.077593679E1,1.345701599E-1,1.844614105E0,1.560909073E1
2.078586779E1,6.108796692E-1,1.530417480E0,1.614318008E1
2.079579979E1,8.743318176E-1,1.367256775E0,1.651156403E1
2.080573079E1,8.521778870E-1,1.355131989E0,1.665466644E1
2.081566179E1,6.468049622E-1,1.259480896E0,1.657114014E1
2.082559379E1,3.195854187E-1,1.055455170E0,1.628762970E1
2.083552479E1,-8.023315430E-2,9.515711975E-1,1.584380264E1
2.084545679E1,-4.866380310E-1,9.123527527E-1,1.515463577E1
2.085538779E1,-7.438032532E-1,8.544232178E-1,1.416743866E1
2.086531879E1,-9.303153992E-1,8.125103760E-1,1.298908905E1
2.087525079E1,-1.184486847E0,9.424401855E-1,1.178334641E1
2.088518179E1,-1.390009460E0,1.203197937E0,1.061173279E1
2.089511379E1,-1.484013977E0,1.468296661E0,9.495953064E0
2.090504479E1,-1.483115845E0,1.650168457E0,8.514144745E0
2.091497529E1,-1.386716309E0,1.807491302E0,7.768096161E0
2.092490729E1,-1.224902802E0,1.920206909E0,7.262597351E0
