"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.183737792E0,-1.260408610E-1,7.013808936E-2,6.114339083E-2
1.193668792E0,-1.700735837E-1,-6.368167698E-2,4.081628099E-2
1.203600792E0,-1.905919015E-1,-1.538541764E-1,4.609280080E-2
1.213531792E0,-1.942650676E-1,-2.191550136E-1,5.425833911E-2
1.223462792E0,-1.797444522E-1,-2.780857086E-1,6.700662524E-2
1.233394792E0,-1.569659561E-1,-3.008151054E-1,7.490243763E-2
1.243325792E0,-1.377371401E-1,-2.481819838E-1,7.056947798E-2
1.253257792E0,-1.321654916E-1,-1.629078984E-1,6.596558541E-2
1.263188792E0,-1.364374608E-1,-9.014741331E-2,6.600846350E-2
1.273120792E0,-1.483275890E-1,-4.240702093E-2,7.031769305E-2
1.283051792E0,-1.609626859E-1,1.237366907E-2,8.199672401E-2
1.292982792E0,-1.655466557E-1,6.183508784E-2,9.416228533E-2
1.302914792E0,-1.741430759E-1,8.679183573E-2,1.017775983E-1
1.312845792E0,-1.611813158E-1,7.262290269E-2,1.010294110E-1
1.322777792E0,-1.400794834E-1,2.851801924E-2,9.195175767E-2
1.332708792E0,-9.934392571E-2,-4.220253974E-2,7.720954716E-2
1.342640792E0,-4.845890775E-2,-1.039647087E-1,4.845858738E-2
1.352571792E0,1.109698508E-2,-1.388054639E-1,2.318468131E-2
1.362503792E0,6.437565386E-2,-1.477771252E-1,-1.100577973E-2
1.372434792E0,1.032788232E-1,-1.551891416E-1,-3.985740989E-2
1.382365792E0,1.290835291E-1,-1.655461788E-1,-6.077734008E-2
1.392297792E0,1.345413029E-1,-1.588148922E-1,-7.095125318E-2
1.402228792E0,1.258996129E-1,-1.315118968E-1,-6.225017086E-2
1.412160792E0,1.076026037E-1,-8.832813799E-2,-4.283070937E-2
1.422091792E0,8.237288147E-2,-5.547804385E-2,-1.907105371E-2
1.432023792E0,5.064818263E-2,-4.646166041E-2,3.050440457E-3
1.441954792E0,2.095207199E-2,-1.653172821E-2,1.920650713E-2
1.451885792E0,-7.829723880E-3,6.314092875E-2,2.406616323E-2
1.461817792E0,-4.046756029E-2,1.495791376E-1,2.092922479E-2
1.471748792E0,-6.902149320E-2,1.845281422E-1,1.679767668E-2
1.481680792E0,-8.580154181E-2,1.814213097E-1,9.274780750E-3
1.491611792E0,-9.238237888E-2,1.622598916E-1,6.567911711E-3
1.501543792E0,-8.816206455E-2,1.365675777E-1,3.703149501E-3
1.511474792E0,-7.616690546E-2,1.194712520E-1,1.995963976E-3
1.521405792E0,-6.091737747E-2,9.930765629E-2,-5.435320549E-3
1.531337792E0,-3.640208766E-2,3.464169055E-2,-9.125055745E-3
1.541268792E0,1.734908321E-3,-5.624640360E-2,-4.207794555E-3
1.551200792E0,4.808508977E-2,-8.462141454E-2,7.436829619E-4
1.561131792E0,9.735117853E-2,-4.336744547E-2,1.660076436E-3
1.571063792E0,1.364092976E-1,3.461308777E-2,-1.201291289E-2
1.580994792E0,1.590544283E-1,1.077269763E-1,-3.817634284E-2
1.590926792E0,1.635230780E-1,1.469172239E-1,-6.445679069E-2
1.600857792E0,1.549631506E-1,1.492152661E-1,-8.465367556E-2
1.610788792E0,1.324449182E-1,1.346444488E-1,-9.245435148E-2
1.620720792E0,9.898950160E-2,1.131071821E-1,-9.547943622E-2
1.630651792E0,5.362100899E-2,7.201702893E-2,-8.687098324E-2
1.640583792E0,1.087620854E-2,-1.096863532E-3,-6.676784158E-2
1.650514792E0,-3.277105838E-2,-6.645017862E-2,-4.083402455E-2
1.660446792E0,-6.614205986E-2,-9.461790323E-2,-1.022871025E-2
1.670377792E0,-9.580831975E-2,-7.315441966E-2,7.063074503E-3
1.680308792E0,-1.156020015E-1,-2.464014851E-2,1.441979036E-2
1.690240792E0,-1.274296790E-1,1.631676592E-2,9.599152952E-3
1.700171792E0,-1.289551407E-1,2.911644988E-2,-2.446589991E-3
1.710103792E0,-1.210883409E-1,3.151164204E-2,-1.964758337E-2
1.720034792E0,-1.005226076E-1,2.871612273E-2,-3.786946461E-2
1.729966792E0,-6.894154847E-2,2.312737331E-2,-5.414968356E-2
1.739897792E0,-3.412019089E-2,1.064300630E-2,-6.008160487E-2
1.749828792E0,8.902546950E-3,-6.484881043E-3,-5.965919793E-2
1.759760792E0,5.287932605E-2,-4.662213847E-3,-5.926984549E-2
1.769691792E0,8.928257972E-2,1.670432463E-2,-5.912831053E-2
1.779623792E0,1.047118753E-1,4.473835602E-2,-6.949466467E-2
1.789554792E0,1.087097749E-1,8.173381537E-2,-7.367587090E-2
1.799486792E0,9.887444973E-2,1.199357957E-1,-7.199488580E-2
1.809417792E0,7.830823958E-2,1.332693845E-1,-6.268481910E-2
1.819349792E0,4.823422432E-2,1.133073792E-1,-6.154499203E-2
1.829280792E0,1.006720588E-2,5.495532975E-2,-5.924396217E-2
1.839211792E0,-2.041267231E-2,4.861269612E-3,-5.531340092E-2
1.849143792E0,-4.761245102E-2,-2.797580883E-2,-4.912192374E-2
1.859074792E0,-5.888454616E-2,-3.887080029E-2,-3.792759776E-2
1.869006792E0,-5.580561608E-2,-3.738350049E-2,-2.491813153E-2
1.878937792E0,-4.241896793E-2,-2.602112293E-2,-1.770043373E-2
1.888869792E0,-2.328943275E-2,-2.996613272E-2,-1.425012294E-2
1.898800833E0,-1.587333390E-3,-3.486874700E-2,-1.664643735E-2
1.908731833E0,1.507674530E-2,-1.624849439E-2,-1.965272427E-2
1.918663833E0,3.020563163E-2,1.704288274E-2,-1.373224985E-2
1.928594833E0,4.207396507E-2,3.497490659E-2,-8.828621358E-3
1.938526833E0,5.588431656E-2,3.931585699E-2,2.342273947E-3
1.948457833E0,6.897795200E-2,3.330695257E-2,1.476506516E-2
1.958389833E0,6.403406709E-2,2.126573399E-2,1.582473703E-2
1.968320833E0,4.203536734E-2,5.611962639E-3,6.743024103E-3
1.978251833E0,1.815267280E-2,-2.701464109E-5,-2.597214654E-3
1.988183833E0,-9.589118883E-3,7.190627512E-3,-9.195629507E-3
1.998114833E0,-3.686761111E-2,9.719831869E-3,-1.116583496E-2
2.008046833E0,-5.072121322E-2,-6.914929021E-3,-1.238620188E-2
2.017977833E0,-5.655326694E-2,-2.292585373E-2,-1.248660218E-2
2.027909833E0,-5.418412760E-2,-3.730301932E-2,-2.037315816E-2
2.037840833E0,-4.478183761E-2,-4.900814593E-2,-2.583343908E-2
2.047771833E0,-2.425963990E-2,-4.567283764E-2,-2.690973133E-2
2.057703833E0,1.357041765E-3,-2.267111465E-2,-2.125610784E-2
2.067634833E0,3.029863536E-2,4.150805064E-3,-1.139766909E-2
2.077566833E0,4.532072693E-2,2.213753015E-2,1.871531364E-3
2.087497833E0,5.865359306E-2,2.502031438E-2,8.487896994E-3
2.097429833E0,5.910100415E-2,7.450109348E-3,4.038820509E-3
2.107360833E0,5.136450380E-2,-1.327079535E-2,-4.456853494E-4
2.117292833E0,3.866788372E-2,-2.742229961E-2,-3.462247550E-3
2.127223833E0,1.990654320E-2,-3.488497436E-2,-5.490808748E-3
2.137154833E0,5.968356505E-3,-2.882042713E-2,-6.424780004E-3
2.147086833E0,-1.295547700E-3,-1.492836140E-2,9.850538336E-4
2.157017833E0,-1.733637648E-3,3.451332450E-4,8.412343450E-3
2.166949833E0,2.641181927E-3,1.120241359E-2,1.670893840E-2
2.176880833E0,7.012228481E-3,6.709660869E-3,2.491999604E-2
2.186812833E0,1.402278524E-2,-4.535608459E-3,3.561810032E-2
2.196743833E0,1.943912171E-2,-6.220933283E-4,4.262833670E-2
2.206674833E0,2.900115773E-2,2.356813522E-3,4.643341526E-2
2.216606833E0,3.546518087E-2,4.210107028E-3,4.700120166E-2
2.226537833E0,3.438943624E-2,1.630893908E-3,4.825784639E-2
2.236469833E0,2.015084773E-2,-2.532958286E-3,3.551914915E-2
2.246400833E0,6.476436276E-3,-1.380252279E-2,2.651407570E-2
2.256332833E0,-7.464412600E-3,-2.194806561E-2,2.414998785E-2
2.266263833E0,-1.336857397E-2,-2.156073600E-2,3.414635733E-2
2.276194833E0,-4.903982393E-3,-2.478608862E-2,4.447782412E-2
2.286126833E0,3.779547056E-3,-2.823149413E-2,5.309372395E-2
2.296057833E0,1.379772788E-3,-2.209424041E-2,4.580331966E-2
2.305989833E0,-1.193015557E-2,1.564928563E-3,3.522844613E-2
2.315920833E0,-2.542519197E-2,2.767269500E-2,2.408072352E-2
2.325852833E0,-3.984428570E-2,4.583760351E-2,2.485416085E-2
2.335783833E0,-4.126641527E-2,3.852403164E-2,3.650096059E-2
2.345714833E0,-3.604390472E-2,1.582344063E-2,5.156052113E-2
2.355646833E0,-1.080219634E-2,-1.858084928E-3,6.729554385E-2
2.365577833E0,1.622788981E-2,6.561075337E-3,6.168525666E-2
2.375509833E0,4.538764060E-2,1.509144623E-2,4.509030282E-2
2.385440833E0,7.280173898E-2,7.449966855E-3,2.724784240E-2
2.395372833E0,9.550012648E-2,2.123378217E-3,1.138632093E-2
2.405303833E0,1.212335899E-1,1.203039894E-3,5.305137485E-3
2.415234833E0,1.344146281E-1,-1.557620708E-2,-6.689473987E-3
2.425166833E0,1.253973395E-1,-3.231766820E-2,-1.303681824E-2
2.435097833E0,9.915348887E-2,-4.517674446E-2,-8.668436669E-3
2.445029833E0,7.147158682E-2,-2.976900712E-2,2.278010827E-3
2.454960833E0,4.203779623E-2,3.841417143E-3,2.037152648E-2
2.464892833E0,1.294393186E-2,3.315228969E-2,3.702304885E-2
2.474823833E0,-1.979617216E-2,3.629348800E-2,3.850775957E-2
2.484755833E0,-4.554200172E-2,2.115173452E-2,2.355997637E-2
2.494686833E0,-6.938315183E-2,2.125666291E-2,-2.243923955E-3
2.504617833E0,-8.338186145E-2,3.198163956E-2,-2.561681904E-2
2.514549833E0,-8.546365798E-2,2.833736874E-2,-3.775470704E-2
2.524480833E0,-7.069016993E-2,1.637457684E-2,-3.721756488E-2
2.534412833E0,-3.810346872E-2,-1.589776715E-3,-2.421015128E-2
2.544343833E0,-7.035024464E-3,-7.730402984E-3,-8.147162385E-3
2.554275833E0,2.598364465E-2,8.796642534E-3,6.459477358E-3
2.564206833E0,4.886779189E-2,2.476606891E-2,1.066848543E-2
2.574137833E0,6.207733601E-2,3.037788346E-2,5.155475345E-3
2.584069833E0,6.465949118E-2,2.930842899E-2,3.261516336E-3
2.594000833E0,4.851993173E-2,1.418034174E-2,-3.649652936E-3
2.603932833E0,3.058598936E-2,5.068530329E-3,-1.332393289E-2
2.613863833E0,6.545102224E-3,1.057011308E-3,-1.548295841E-2
2.623795833E0,-1.437100396E-2,-9.969240054E-3,-1.419774815E-2
2.633726833E0,-3.492235020E-2,-2.659242600E-2,-1.463024504E-2
2.643657833E0,-4.982068762E-2,-3.434607387E-2,-1.337559056E-2
2.653589833E0,-5.969116092E-2,-2.866155468E-2,-7.571763359E-3
2.663520833E0,-6.109333783E-2,-1.160640921E-2,1.929451246E-3
2.673452833E0,-6.093807518E-2,1.511523034E-3,5.936710164E-3
2.683383833E0,-6.246652454E-2,9.886879474E-3,4.606670700E-3
2.693315833E0,-5.872611329E-2,1.147172786E-2,3.807665780E-4
2.703246833E0,-5.482515693E-2,7.833743468E-3,-1.347943675E-2
2.713177833E0,-5.333991349E-2,4.123427439E-3,-2.784346044E-2
2.723109833E0,-4.995172098E-2,-1.493731141E-2,-4.346545041E-2
2.733040833E0,-4.032705724E-2,-3.771000355E-2,-4.896621034E-2
2.742972833E0,-2.213950828E-2,-5.641062185E-2,-4.144090414E-2
2.752903833E0,2.022819361E-3,-7.250703871E-2,-3.511456773E-2
2.762835833E0,1.656284928E-2,-8.810696006E-2,-3.504361212E-2
2.772766833E0,3.747105971E-2,-8.306053281E-2,-3.543642908E-2
2.782697833E0,5.937226117E-2,-7.289750129E-2,-4.733846337E-2
2.792629833E0,7.412084937E-2,-4.606055841E-2,-4.839041084E-2
2.802560833E0,8.032637089E-2,-7.188491523E-3,-5.372422561E-2
2.812492833E0,7.393132150E-2,3.903253376E-2,-4.778324440E-2
2.822423833E0,5.549493060E-2,7.277093083E-2,-4.085528105E-2
2.832355833E0,3.377791494E-2,7.247451693E-2,-3.513614461E-2
2.842286833E0,4.859185312E-3,6.056343392E-2,-3.418408707E-2
2.852217833E0,-2.736666240E-2,3.133737296E-2,-3.636894375E-2
2.862149833E0,-5.771693215E-2,6.826764438E-4,-3.076092899E-2
2.872080833E0,-7.683629543E-2,-4.254025407E-3,-1.537132170E-2
2.882012833E0,-7.577066869E-2,7.771773264E-3,4.528956953E-3
2.891943833E0,-5.764705688E-2,3.609209508E-2,1.846447960E-2
2.901876042E0,-2.817238495E-2,6.816139817E-2,1.958768629E-2
2.911807042E0,1.033958793E-2,6.319353729E-2,2.250730991E-2
2.921739042E0,5.555295199E-2,4.926532134E-2,1.988245919E-2
2.931670042E0,9.436479956E-2,4.617046192E-2,1.478729770E-2
2.941601042E0,1.183559224E-1,5.413882434E-2,1.107855234E-3
2.951533042E0,1.222705022E-1,3.989730403E-2,-1.356110256E-2
2.961464042E0,1.097427979E-1,6.107144989E-3,-1.756347343E-2
2.971396042E0,9.402135760E-2,-1.514487993E-2,-1.668303460E-2
2.981327042E0,7.686401904E-2,-1.093032025E-2,-4.680772312E-3
2.991259042E0,5.684263632E-2,-3.055618610E-3,6.654706784E-3
3.001190042E0,3.911119699E-2,1.137477253E-2,1.354832388E-2
3.011121042E0,1.858994365E-2,3.208218142E-2,1.511905529E-2
3.021053042E0,1.175473910E-3,4.092811793E-2,1.544816606E-2
3.030984042E0,-1.159651391E-2,3.761062026E-2,1.112372521E-2
3.040916042E0,-2.414765954E-2,2.323924564E-2,8.188582025E-3
3.050847042E0,-2.938689478E-2,2.192151360E-2,7.999763824E-3
3.060779042E0,-3.081711009E-2,2.436945774E-2,4.027423915E-3
3.070710042E0,-2.881228179E-2,2.329407260E-2,-6.382340565E-3
3.080641042E0,-2.671564184E-2,-1.110711950E-3,-1.772440225E-2
3.090573042E0,-1.289064065E-2,-2.583203837E-2,-2.484463155E-2
3.100504042E0,2.500729635E-3,-2.306726761E-2,-1.624378935E-2
3.110436042E0,1.527697872E-2,8.719423786E-3,-2.155668102E-3
3.120367042E0,2.978564985E-2,4.018415511E-2,1.033420302E-2
3.130299042E0,4.021139443E-2,5.457134917E-2,1.681207679E-2
3.140230042E0,3.698613122E-2,5.170262605E-2,6.882979535E-3
3.150161042E0,3.309924901E-2,2.344409190E-2,-1.000172738E-2
3.160093042E0,1.265824679E-2,6.004759576E-3,-2.360907942E-2
3.170024042E0,-5.194253288E-3,-1.964108087E-4,-3.170082718E-2
3.179956042E0,-2.144309692E-2,1.084369374E-3,-1.791758090E-2
3.189887042E0,-2.432650141E-2,5.269526970E-3,2.525643446E-3
3.199819042E0,-2.176168934E-2,5.077123642E-3,2.109084651E-2
3.209750042E0,-1.065630652E-2,1.434146240E-2,3.063987568E-2
3.219681042E0,1.070869621E-4,2.078443207E-2,3.271962702E-2
3.229613042E0,6.365515292E-3,1.475557033E-2,3.100828081E-2
3.239544042E0,1.481519267E-2,7.412701845E-3,2.067282051E-2
3.249476042E0,1.763015427E-2,7.136532106E-3,1.417656988E-2
3.259407042E0,2.008371800E-2,-7.509080227E-3,1.185096148E-2
3.269339042E0,2.013671398E-2,-2.148508281E-2,1.249731053E-2
3.279270042E0,1.786400191E-2,-2.411849052E-2,1.123634353E-2
3.289202042E0,1.042499300E-2,-1.847844757E-2,4.468718544E-3
3.299133042E0,-3.403668758E-3,9.715480730E-3,-3.116835840E-3
3.309064042E0,-2.143859491E-2,4.693235829E-2,-7.160845213E-3
3.318996042E0,-3.638884798E-2,5.384128541E-2,1.200753730E-3
3.328927042E0,-4.561963305E-2,2.743178606E-2,8.028832264E-3
3.338859042E0,-5.209706351E-2,2.877229126E-3,1.532499865E-2
3.348790042E0,-6.192705408E-2,-1.830741763E-2,9.604794905E-3
3.358722042E0,-6.613401324E-2,-1.850660704E-2,-5.743357353E-3
3.368653042E0,-6.421467662E-2,1.439404441E-3,-2.501372620E-2
3.378584042E0,-5.138636008E-2,2.001570351E-2,-3.359564021E-2
3.388516042E0,-3.443640471E-2,1.942421496E-2,-2.957506850E-2
3.398447042E0,-1.088744402E-2,8.605108596E-3,-2.408700623E-2
3.408379042E0,7.507009897E-3,1.587146660E-3,-1.301198266E-2
3.418310042E0,2.330604009E-2,1.150330529E-3,-8.028309792E-3
3.428242042E0,3.731826320E-2,1.390281366E-3,-9.061083198E-3
3.438173042E0,4.800830409E-2,3.190616844E-3,-1.155395713E-2
3.448104042E0,5.384941772E-2,8.948104456E-3,-1.801079139E-2
3.458036042E0,4.523120075E-2,1.637141407E-2,-2.709039487E-2
3.467967042E0,3.520253673E-2,1.682841405E-2,-3.284095973E-2
3.477899042E0,2.401831560E-2,2.519943565E-2,-2.871319652E-2
3.487830042E0,1.370442659E-2,4.218747467E-2,-2.714113146E-2
3.497762042E0,2.461299999E-3,4.091526568E-2,-1.847286522E-2
3.507693042E0,-3.005370731E-3,8.750403300E-3,-1.734554768E-2
3.517624042E0,-1.324233320E-2,-1.862131432E-2,-1.305031218E-2
3.527556042E0,-1.561307814E-2,-2.909233235E-2,-1.118343696E-2
3.537487042E0,-1.600803249E-2,-3.501475975E-2,-6.344609894E-3
3.547419042E0,-1.280984189E-2,-3.136542812E-2,-4.631930962E-3
3.557350042E0,-7.265510969E-3,-2.321734652E-2,-7.076818496E-3
3.567282042E0,-6.282005459E-3,-1.668194868E-2,-7.557252422E-3
3.577213042E0,-5.365584977E-3,-2.075772546E-2,-7.350018248E-3
3.587144042E0,8.699407335E-4,-2.162325196E-2,-1.012689713E-2
3.597076042E0,8.934001438E-3,-1.782948896E-2,-9.970963933E-3
3.607007042E0,8.547310717E-3,-1.564835943E-2,-1.119015832E-2
3.616939042E0,1.337281894E-2,7.485831156E-4,-8.308901452E-3
3.626870042E0,1.089261658E-2,2.814825065E-2,-9.977105074E-3
3.636802042E0,1.127168816E-2,3.471785784E-2,-9.515475482E-3
3.646733042E0,1.296865381E-2,3.526566923E-2,-8.790029213E-3
3.656664042E0,9.112647735E-3,3.693955392E-2,-1.222072262E-2
3.666596042E0,5.586090032E-3,2.728053741E-2,-9.106687270E-3
3.676527042E0,8.344599977E-3,9.902967140E-3,-4.243352450E-3
3.686459042E0,2.660349244E-3,-4.424839281E-3,-3.525896929E-3
3.696390042E0,4.869578406E-4,-1.750743762E-2,-1.300550997E-3
3.706322042E0,-2.181795891E-3,-1.237898972E-2,-6.285456009E-3
3.716253042E0,1.470787684E-3,1.466756221E-4,-1.181705296E-2
3.726184042E0,4.646873567E-3,1.713737659E-2,-1.580833271E-2
3.736116042E0,6.667030975E-3,3.299859539E-2,-1.429949701E-2
3.746047042E0,6.463564932E-3,3.994731605E-2,-1.192662120E-2
3.755979042E0,8.693267591E-3,4.913534224E-2,-1.133129839E-2
