"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.748209446E1,-3.888596594E-2,-3.071500361E-1,1.122947782E-1
2.749202646E1,-1.473915875E-1,-3.889587522E-1,4.758509248E-2
2.750195746E1,-3.013734221E-1,-4.484652281E-1,-4.904663935E-2
2.751188946E1,-4.656479359E-1,-4.737005830E-1,-1.568483114E-1
2.752182046E1,-5.842707753E-1,-4.557985663E-1,-2.442071885E-1
2.753175146E1,-6.378397942E-1,-4.058413208E-1,-3.080536127E-1
2.754168346E1,-6.492394805E-1,-3.544891775E-1,-3.546461761E-1
2.755161446E1,-6.369268894E-1,-3.310578763E-1,-3.768171072E-1
2.756154546E1,-6.218629479E-1,-3.285875320E-1,-3.578543365E-1
2.757147746E1,-5.901021957E-1,-3.197413385E-1,-3.048762679E-1
2.758140846E1,-5.494167805E-1,-3.140339255E-1,-2.532213330E-1
2.759133946E1,-5.307176709E-1,-3.050039411E-1,-2.320715785E-1
2.760127146E1,-5.474327207E-1,-3.134016693E-1,-2.410949171E-1
2.761120246E1,-5.936132073E-1,-3.244748712E-1,-2.840338647E-1
2.762113346E1,-6.446156502E-1,-3.033392131E-1,-3.377759457E-1
2.763106546E1,-6.703085303E-1,-2.316335887E-1,-3.790664673E-1
2.764099646E1,-6.702214479E-1,-1.348314136E-1,-4.053156674E-1
2.765092846E1,-6.470016241E-1,-2.426601760E-2,-4.334773123E-1
2.766085946E1,-6.285696030E-1,5.815508962E-2,-4.678209126E-1
2.767079046E1,-6.462517381E-1,6.393227726E-2,-5.113794208E-1
2.768072246E1,-6.838023067E-1,1.493970118E-2,-5.605773330E-1
2.769065346E1,-6.832413077E-1,-3.394680470E-2,-5.991972685E-1
2.770058446E1,-5.976917744E-1,-4.081270099E-2,-6.226519942E-1
2.771051646E1,-4.432035983E-1,-2.061919309E-3,-6.160174608E-1
2.772044746E1,-2.449730486E-1,3.122572973E-2,-5.822402835E-1
2.773037846E1,-2.519626357E-2,7.673113793E-2,-5.353679061E-1
2.774031046E1,1.586710364E-1,9.401105344E-2,-4.907322526E-1
2.775024146E1,2.874666154E-1,5.213467032E-2,-4.454979002E-1
2.776017246E1,3.884278238E-1,1.359172165E-4,-4.070572853E-1
2.777010446E1,4.830255210E-1,-5.772759393E-2,-3.721719086E-1
2.778003546E1,5.664793849E-1,-9.005065262E-2,-3.231143653E-1
2.778996746E1,6.489269733E-1,-8.612190187E-2,-2.494706810E-1
2.779989846E1,7.417541146E-1,1.571977325E-2,-1.705644131E-1
2.780982946E1,8.242757916E-1,2.005220354E-1,-9.775134176E-2
2.781976146E1,8.818114996E-1,4.027960598E-1,-4.035489634E-2
2.782969246E1,9.141793847E-1,5.964858532E-1,9.863020852E-3
2.783962346E1,9.275559187E-1,7.713969350E-1,7.411125302E-2
2.784955546E1,9.109749198E-1,8.780936003E-1,1.476576626E-1
2.785948646E1,8.397462368E-1,8.889180422E-1,2.268092036E-1
2.786941746E1,7.261515260E-1,7.706189156E-1,2.888092399E-1
2.787934946E1,5.851342082E-1,5.831323862E-1,3.246572614E-1
2.788928046E1,4.526374042E-1,3.738352358E-1,3.306085765E-1
2.789921146E1,3.536397219E-1,1.712517589E-1,3.295379877E-1
2.790914346E1,3.007185757E-1,-1.556629501E-2,3.248742819E-1
2.791907508E1,2.845396101E-1,-1.559604257E-1,3.305673003E-1
2.792900608E1,2.949053049E-1,-2.543945909E-1,3.591157198E-1
2.793893808E1,3.121066689E-1,-3.043743968E-1,4.101112783E-1
2.794886908E1,3.311330676E-1,-3.212196529E-1,4.703148007E-1
2.795880108E1,3.399949968E-1,-2.938762009E-1,5.191891193E-1
2.796873208E1,3.275240660E-1,-2.061632574E-1,5.483593941E-1
2.797866308E1,2.740288973E-1,-8.290870488E-2,5.323308706E-1
2.798859508E1,1.891449392E-1,3.288455307E-2,4.664705992E-1
2.799852608E1,8.478949964E-2,8.843728900E-2,3.601747751E-1
2.800845708E1,-1.943670213E-2,8.556862921E-2,2.321990132E-1
2.801838908E1,-1.038929969E-1,2.510262281E-2,1.174143702E-1
2.802832008E1,-1.608310789E-1,-1.486774534E-1,3.521073610E-2
2.803825108E1,-1.946545541E-1,-3.861203790E-1,-1.628547907E-2
2.804818308E1,-1.933625638E-1,-5.890733600E-1,-2.902433649E-2
2.805811408E1,-1.663770080E-1,-6.436990499E-1,-4.660140723E-3
2.806804508E1,-1.322270334E-1,-5.692181587E-1,3.328670934E-2
2.807797708E1,-1.140331104E-1,-3.894111216E-1,6.397031993E-2
2.808790808E1,-1.112607867E-1,-1.718630493E-1,6.777022779E-2
2.809784008E1,-1.344105750E-1,-1.050238870E-2,4.671474546E-2
2.810777108E1,-1.897358000E-1,8.403956145E-2,1.963457093E-3
2.811770208E1,-2.749239504E-1,1.045674682E-1,-5.630730838E-2
2.812763408E1,-3.815222979E-1,7.997594029E-2,-1.204134598E-1
2.813756508E1,-4.708029032E-1,7.473536581E-2,-1.611606330E-1
2.814749608E1,-5.212947130E-1,9.604367614E-2,-1.722867787E-1
2.815742808E1,-5.331854224E-1,1.442751288E-1,-1.415397823E-1
2.816735908E1,-4.960685074E-1,2.261509001E-1,-7.656364143E-2
2.817729008E1,-4.204962254E-1,3.473625183E-1,1.809335873E-2
2.818722208E1,-3.538277149E-1,4.237153828E-1,1.234371364E-1
2.819715308E1,-3.187365532E-1,3.955817521E-1,1.745756865E-1
2.820708408E1,-3.323357701E-1,2.396417111E-1,1.763428152E-1
2.821701608E1,-3.629852831E-1,4.193529859E-2,1.426671296E-1
2.822694708E1,-3.853514791E-1,-1.639400125E-1,8.012872189E-2
2.823687808E1,-3.656086624E-1,-2.996973097E-1,-1.268190891E-2
2.824681008E1,-2.902250588E-1,-2.842484713E-1,-9.249904752E-2
2.825674108E1,-1.670594513E-1,-1.474416107E-1,-1.171143800E-1
2.826667308E1,-1.027171407E-2,6.987456977E-2,-1.020188034E-1
2.827660408E1,1.576938629E-1,2.945364416E-1,-6.382268667E-2
2.828653508E1,2.874783576E-1,4.602595568E-1,-1.007636450E-2
2.829646708E1,3.603935540E-1,5.424950123E-1,6.247480214E-2
2.830639808E1,4.008572698E-1,5.666103959E-1,1.318854690E-1
2.831632908E1,4.160018861E-1,5.281770229E-1,1.846797168E-1
2.832626108E1,4.068677723E-1,4.235143065E-1,2.150847614E-1
2.833619208E1,3.795487881E-1,2.742465138E-1,2.318522930E-1
2.834612308E1,3.406314850E-1,1.196461394E-1,2.392195165E-1
2.835605508E1,2.954056859E-1,-3.976188973E-2,2.420861423E-1
2.836598608E1,2.672904432E-1,-1.692071408E-1,2.563776076E-1
2.837591708E1,2.720098197E-1,-2.356929481E-1,2.903552651E-1
2.838584908E1,3.150254786E-1,-2.430943847E-1,3.390738666E-1
2.839578008E1,3.744709790E-1,-2.009962052E-1,4.008107185E-1
2.840571208E1,4.201356769E-1,-1.203766167E-1,4.581798613E-1
2.841564308E1,4.552957714E-1,-3.354105353E-2,5.175675750E-1
2.842557408E1,4.637673497E-1,5.168275535E-2,5.689486861E-1
2.843550608E1,4.482051730E-1,1.133762151E-1,6.111941338E-1
2.844543708E1,4.125399888E-1,1.343424320E-1,6.264804006E-1
2.845536808E1,3.722125292E-1,1.204175651E-1,6.164194942E-1
2.846530008E1,3.528623283E-1,1.145097986E-1,5.820086598E-1
2.847523108E1,3.534697890E-1,1.236905158E-1,5.337186456E-1
2.848516208E1,3.603997529E-1,1.351924241E-1,4.859386384E-1
2.849509408E1,3.494392335E-1,1.074449494E-1,4.481616914E-1
2.850502508E1,3.233696818E-1,3.994874656E-2,4.356988668E-1
2.851495608E1,3.087377548E-1,-4.036180303E-2,4.587618411E-1
2.852488808E1,3.110531569E-1,-1.031856760E-1,4.906159937E-1
2.853481908E1,3.103375733E-1,-1.591109931E-1,4.955444634E-1
2.854475008E1,2.830187976E-1,-1.753158867E-1,4.605893195E-1
2.855468208E1,2.157761157E-1,-1.808283627E-1,3.892831802E-1
2.856461308E1,1.014868468E-1,-2.058348060E-1,2.793824077E-1
2.857454408E1,-2.853853069E-2,-2.084063441E-1,1.345328242E-1
2.858447608E1,-1.589133292E-1,-2.109640986E-1,-2.542211302E-2
2.859440708E1,-3.185330927E-1,-3.049116433E-1,-1.702016741E-1
2.860433908E1,-5.058195591E-1,-4.678015411E-1,-2.656200826E-1
2.861427008E1,-7.047190666E-1,-6.536318660E-1,-2.938091159E-1
2.862420108E1,-8.493893147E-1,-7.942280173E-1,-2.674470544E-1
2.863413308E1,-8.892831802E-1,-7.729163766E-1,-2.220239043E-1
2.864406408E1,-8.411875367E-1,-5.919030309E-1,-1.862562746E-1
2.865399508E1,-7.492948771E-1,-3.133690953E-1,-1.895380914E-1
2.866392708E1,-6.955071688E-1,1.271867938E-2,-2.480634898E-1
2.867385808E1,-7.277162671E-1,2.055784166E-1,-3.370306492E-1
2.868378908E1,-8.334732056E-1,2.438439876E-1,-4.342352748E-1
2.869372108E1,-9.359790683E-1,1.916638762E-1,-4.871671796E-1
2.870365208E1,-9.841527939E-1,7.908511162E-2,-4.776078165E-1
2.871358308E1,-9.728516340E-1,-5.681199953E-2,-4.266609848E-1
2.872351508E1,-9.237670302E-1,-1.769042760E-1,-3.751618266E-1
2.873344608E1,-8.772479892E-1,-2.232001275E-1,-3.204937875E-1
2.874337708E1,-8.422648311E-1,-1.873900890E-1,-2.703836262E-1
2.875330908E1,-7.940930724E-1,-6.626312435E-2,-2.502855659E-1
2.876324008E1,-6.940981746E-1,1.489708424E-1,-2.703306973E-1
2.877317208E1,-5.012826920E-1,4.443846643E-1,-3.038249910E-1
2.878310308E1,-2.237887979E-1,7.484765649E-1,-3.165858388E-1
2.879303408E1,8.344092220E-2,9.448527694E-1,-2.859728038E-1
2.880296608E1,3.569942117E-1,1.016135216E0,-2.129371613E-1
2.881289708E1,5.720590949E-1,9.717408419E-1,-1.210186929E-1
2.882282808E1,7.259165049E-1,8.554942608E-1,-4.510257766E-2
2.883276008E1,8.362536430E-1,6.952883005E-1,1.798158325E-2
2.884269108E1,9.112790823E-1,5.288929343E-1,6.185280532E-2
2.885262208E1,9.398268461E-1,3.521139026E-1,7.566288859E-2
2.886255408E1,9.197005630E-1,1.981547028E-1,6.100824475E-2
2.887248508E1,8.531191945E-1,1.034937128E-1,1.863735542E-2
2.888241608E1,7.630497813E-1,7.797859609E-2,-3.528041020E-2
2.889234808E1,6.846942306E-1,1.188027263E-1,-8.286231011E-2
2.890227908E1,6.280301213E-1,2.120017111E-1,-1.118906811E-1
2.891221008E1,5.885311365E-1,3.416308165E-1,-1.181270033E-1
2.892214171E1,5.629969239E-1,4.623747468E-1,-1.105893478E-1
2.893207271E1,5.408160090E-1,5.597745180E-1,-8.664725721E-2
2.894200471E1,5.170591474E-1,6.162220836E-1,-5.633434653E-2
2.895193571E1,4.790534377E-1,6.184501052E-1,-2.562942728E-2
2.896186671E1,4.346162677E-1,5.726177692E-1,1.210128888E-3
2.897179871E1,3.771167696E-1,4.998087585E-1,2.424141206E-2
2.898172971E1,3.051701486E-1,4.093798995E-1,4.063504934E-2
2.899166071E1,2.256393731E-1,2.721040547E-1,5.790511519E-2
2.900159271E1,1.641642004E-1,1.033339873E-1,8.735970408E-2
2.901152371E1,1.405725777E-1,-7.434438914E-2,1.330086887E-1
2.902145471E1,1.456037760E-1,-2.264077216E-1,1.927377433E-1
2.903138671E1,1.722670794E-1,-3.552141488E-1,2.570011616E-1
2.904131771E1,1.863361746E-1,-4.579679966E-1,3.025441766E-1
2.905124871E1,1.733764410E-1,-4.900391102E-1,3.148093522E-1
2.906118071E1,1.135629117E-1,-4.621013105E-1,3.122040927E-1
2.907111171E1,1.028206572E-2,-4.028014839E-1,2.857386768E-1
2.908104271E1,-1.293571144E-1,-3.516927063E-1,2.367903888E-1
2.909097471E1,-2.663842142E-1,-2.958236039E-1,1.902226210E-1
2.910090571E1,-3.683164716E-1,-2.295217216E-1,1.572756618E-1
2.911083671E1,-4.351780713E-1,-1.925914139E-1,1.169681996E-1
2.912076871E1,-4.586841464E-1,-1.823686659E-1,7.385340333E-2
2.913069971E1,-4.255826473E-1,-1.507612020E-1,5.156567693E-2
2.914063071E1,-3.716373146E-1,-1.133754328E-1,5.426089093E-2
2.915056271E1,-3.290176690E-1,-6.561563164E-2,6.363468617E-2
2.916049371E1,-3.349183202E-1,-3.200295940E-2,7.787232846E-2
2.917042571E1,-3.907373846E-1,-3.550448641E-2,7.812825590E-2
2.918035671E1,-4.848627150E-1,-8.243928105E-2,4.940868914E-2
2.919028771E1,-6.035070419E-1,-1.550176144E-1,5.964011885E-3
2.920021971E1,-7.116655707E-1,-2.209610641E-1,-2.670882083E-2
2.921015071E1,-7.831152678E-1,-2.615894377E-1,-4.585881531E-2
2.922008171E1,-7.959081531E-1,-2.858705223E-1,-6.050058082E-2
2.923001371E1,-7.621024847E-1,-2.436985523E-1,-7.641056180E-2
2.923994471E1,-6.626808643E-1,-7.769876719E-2,-6.640626490E-2
2.924987571E1,-5.176141858E-1,1.877153218E-1,7.684210315E-3
2.925980771E1,-3.755191863E-1,4.147366881E-1,9.022456408E-2
2.926973871E1,-2.619193792E-1,5.340095162E-1,1.464851797E-1
2.927966971E1,-2.052199841E-1,5.655329227E-1,2.086564302E-1
2.928960171E1,-1.783611923E-1,5.473328829E-1,2.850127220E-1
2.929953271E1,-1.302655339E-1,5.294335485E-1,3.396930397E-1
2.930946371E1,-1.866604015E-2,5.243021250E-1,3.787549734E-1
2.931939571E1,1.422858834E-1,5.130334496E-1,4.109129906E-1
2.932932671E1,3.242929876E-1,5.142869949E-1,4.247545004E-1
2.933925771E1,4.809558392E-1,5.553302169E-1,4.118630886E-1
2.934918971E1,5.714308619E-1,5.787766576E-1,3.842855394E-1
2.935912071E1,5.916628838E-1,5.757086277E-1,3.729016483E-1
2.936905271E1,5.722545385E-1,5.576063395E-1,3.915997148E-1
2.937898371E1,5.493268967E-1,5.177096128E-1,4.311513007E-1
2.938891471E1,5.418588519E-1,4.245016277E-1,4.802442789E-1
2.939884671E1,5.360432863E-1,2.817169130E-1,5.194069743E-1
2.940877771E1,5.350723267E-1,1.195322871E-1,5.202245116E-1
2.941870871E1,5.162433386E-1,-4.437866434E-2,4.915353358E-1
2.942864071E1,4.788376093E-1,-1.794238240E-1,4.481780231E-1
2.943857171E1,4.507160187E-1,-2.430974841E-1,4.146411121E-1
2.944850271E1,4.445720911E-1,-2.297635674E-1,3.977449536E-1
2.945843471E1,4.591970444E-1,-1.587517112E-1,3.944354951E-1
2.946836571E1,4.851234555E-1,-2.726797946E-2,4.138803184E-1
2.947829671E1,4.951578081E-1,1.338478476E-1,4.444520772E-1
2.948822871E1,4.810529351E-1,2.875625789E-1,4.770326614E-1
2.949815971E1,4.505906999E-1,4.184366167E-1,5.128732920E-1
2.950809071E1,4.016625881E-1,5.030500293E-1,5.498653650E-1
2.951802271E1,3.454376757E-1,5.268880129E-1,5.687050819E-1
2.952795371E1,3.005988300E-1,4.920325279E-1,5.751776695E-1
2.953788471E1,2.751440406E-1,4.190269709E-1,5.859895945E-1
2.954781671E1,2.731064558E-1,3.310875297E-1,5.973296165E-1
2.955774771E1,2.773608565E-1,2.247402966E-1,6.215630174E-1
2.956767871E1,2.629518211E-1,8.136689663E-2,6.549707651E-1
2.957761071E1,2.085325420E-1,-7.281807810E-2,6.873537302E-1
2.958754171E1,1.079529449E-1,-1.833358109E-1,7.122774720E-1
2.959747371E1,-3.882406279E-2,-2.565349340E-1,7.164419293E-1
2.960740471E1,-2.003471851E-1,-3.339370489E-1,6.831390858E-1
2.961733571E1,-3.425026536E-1,-4.534952939E-1,5.888560414E-1
2.962726771E1,-4.213644266E-1,-5.953943729E-1,4.508601129E-1
2.963719871E1,-4.311968386E-1,-7.249090672E-1,2.798344493E-1
2.964712971E1,-4.155350327E-1,-8.492440581E-1,1.127517074E-1
2.965706171E1,-4.275440574E-1,-8.936474919E-1,-4.590056464E-2
2.966699271E1,-5.155982971E-1,-8.411163688E-1,-1.726206839E-1
2.967692371E1,-6.757853031E-1,-7.126634121E-1,-2.679575682E-1
2.968685571E1,-8.409937024E-1,-5.158044100E-1,-3.206807077E-1
2.969678671E1,-9.714204073E-1,-3.013966084E-1,-3.237581551E-1
2.970671771E1,-1.037922859E0,-1.271313131E-1,-3.073448241E-1
2.971664971E1,-1.033628225E0,-2.813089080E-2,-2.965288460E-1
2.972658071E1,-9.593627453E-1,6.455049384E-3,-3.162162602E-1
2.973651171E1,-8.504251838E-1,-2.325455472E-2,-3.722838163E-1
2.974644371E1,-7.429538369E-1,-8.926579356E-2,-4.525373578E-1
2.975637471E1,-6.999969482E-1,-1.552833915E-1,-5.355274081E-1
2.976630571E1,-7.393885851E-1,-1.872365326E-1,-5.896670818E-1
2.977623771E1,-8.396545649E-1,-1.412236840E-1,-6.333078146E-1
2.978616871E1,-9.729979634E-1,-5.248821527E-2,-6.746858358E-1
2.979609971E1,-1.092685223E0,5.807221681E-2,-7.192614079E-1
2.980603171E1,-1.152358413E0,1.649437994E-1,-7.609846592E-1
2.981596271E1,-1.104048014E0,2.518347502E-1,-8.092318177E-1
2.982589471E1,-9.415134192E-1,3.538780212E-1,-8.500748277E-1
2.983582571E1,-6.893222928E-1,4.641457200E-1,-8.656867743E-1
2.984575671E1,-3.746841550E-1,5.692143440E-1,-8.425313830E-1
2.985568871E1,-3.241383284E-2,6.550914645E-1,-7.530142069E-1
2.986561971E1,2.959382236E-1,7.189916372E-1,-6.101334691E-1
2.987555071E1,5.451618433E-1,7.431319356E-1,-4.482090473E-1
2.988548271E1,6.855487823E-1,6.997902989E-1,-2.997910678E-1
2.989541371E1,7.584595680E-1,6.068236828E-1,-1.858047694E-1
2.990534471E1,8.069347143E-1,5.056219697E-1,-1.004768163E-1
2.991527671E1,8.461061120E-1,4.175669849E-1,-3.780330345E-2
2.992520829E1,8.680971265E-1,3.421912491E-1,1.898088492E-2
2.993513929E1,8.731212020E-1,2.642762363E-1,6.605039537E-2
2.994507129E1,8.640885353E-1,2.053354084E-1,9.944111109E-2
2.995500229E1,8.369837999E-1,1.757458001E-1,1.261532903E-1
2.996493329E1,7.984752655E-1,1.588645577E-1,1.345513016E-1
2.997486529E1,7.456583381E-1,1.372305602E-1,1.210663840E-1
2.998479629E1,6.817739010E-1,1.191580817E-1,8.074159920E-2
2.999472729E1,6.067706347E-1,8.506570756E-2,1.454540715E-2
3.000465929E1,5.351470709E-1,4.830476269E-2,-6.381811202E-2
3.001459029E1,4.766565561E-1,4.623655230E-2,-1.324901134E-1
3.002452129E1,4.096551538E-1,6.223815680E-2,-1.849924773E-1
3.003445329E1,3.364354074E-1,6.672203541E-2,-2.031637579E-1
3.004438429E1,2.769132257E-1,6.762377918E-2,-1.697567999E-1
3.005431529E1,2.314022332E-1,4.983352497E-2,-9.974023700E-2
3.006424729E1,1.930569857E-1,-6.983603816E-4,-2.598718181E-2
3.007417829E1,1.488753408E-1,-6.988264620E-2,1.913426816E-2
3.008410929E1,1.051566079E-1,-1.668794900E-1,3.489458933E-2
3.009404129E1,7.216622680E-2,-2.449415624E-1,2.481220476E-2
3.010397229E1,4.091164097E-2,-3.040314913E-1,-7.049854845E-3
3.011390429E1,1.020233380E-3,-3.432859778E-1,-4.416639358E-2
3.012383529E1,-7.095728815E-2,-3.749206066E-1,-7.695975900E-2
3.013376629E1,-1.660895944E-1,-4.041127563E-1,-8.869251609E-2
3.014369829E1,-2.634004354E-1,-4.303387403E-1,-7.181446999E-2
3.015362929E1,-3.513073623E-1,-4.625957310E-1,-2.740061656E-2
3.016356029E1,-4.330165982E-1,-5.451961160E-1,1.020028815E-2
3.017349229E1,-5.111644864E-1,-7.044309378E-1,3.164622188E-2
3.018342329E1,-5.520445704E-1,-9.002736807E-1,2.213474363E-2
3.019335429E1,-5.279486775E-1,-1.038836360E0,-9.279937483E-3
3.020328629E1,-4.766525030E-1,-1.057772279E0,-5.859821662E-2
3.021321729E1,-4.735063612E-1,-9.622296095E-1,-1.336193383E-1
3.022314829E1,-5.298218727E-1,-7.583981752E-1,-2.247681618E-1
3.023308029E1,-6.177951694E-1,-4.942251444E-1,-3.018418252E-1
3.024301129E1,-7.123759985E-1,-2.218772620E-1,-3.235194087E-1
3.025294229E1,-7.783766389E-1,2.670840360E-2,-2.742561698E-1
3.026287429E1,-7.755073309E-1,2.208219618E-1,-1.762869954E-1
3.027280529E1,-6.878911853E-1,3.777936101E-1,-4.518508166E-2
3.028273629E1,-5.399792194E-1,4.593180418E-1,1.053253338E-1
3.029266829E1,-3.837368488E-1,4.134264886E-1,2.032064348E-1
3.030259929E1,-2.615853846E-1,2.423069179E-1,2.160692364E-1
3.031253029E1,-1.680610776E-1,1.168604568E-2,1.577807218E-1
3.032246229E1,-1.067945212E-1,-1.666274965E-1,7.796631008E-2
3.033239329E1,-4.750724137E-2,-2.198033333E-1,2.016237378E-2
3.034232429E1,3.080299823E-3,-1.591815352E-1,-1.061954536E-3
3.035225629E1,5.023371056E-2,-7.118892670E-2,7.661370561E-3
3.036218729E1,1.003410816E-1,1.112435246E-3,4.736057669E-2
3.037211929E1,1.662098467E-1,2.712326311E-2,1.035881713E-1
3.038205029E1,2.514967918E-1,1.916307583E-2,1.428149343E-1
3.039198129E1,3.436238170E-1,1.279488485E-2,1.704918593E-1
3.040191329E1,4.253679514E-1,-1.181272324E-2,1.866689622E-1
3.041184429E1,4.703555107E-1,-2.453855239E-2,1.894181520E-1
3.042177529E1,4.807663262E-1,-1.517487876E-2,1.702452600E-1
3.043170729E1,4.450606108E-1,2.647987567E-3,1.372949481E-1
3.044163829E1,3.726305962E-1,5.190507509E-3,9.391232580E-2
3.045156929E1,2.811604142E-1,6.063517649E-3,4.782636464E-2
3.046150129E1,2.034200728E-1,1.049584709E-3,1.083133090E-2
3.047143229E1,1.601863205E-1,-4.973519593E-3,-1.147569809E-2
3.048136329E1,1.617527902E-1,-1.902888529E-2,-1.767021045E-2
3.049129529E1,1.967848539E-1,-2.527040988E-2,-5.553454161E-3
3.050122629E1,2.472187281E-1,-2.517853118E-2,1.464901865E-2
3.051115729E1,2.909261882E-1,-2.004361711E-2,4.038215801E-2
3.052108929E1,3.270106912E-1,7.128882222E-3,7.173901051E-2
3.053102029E1,3.339387774E-1,4.532135651E-2,1.019982547E-1
3.054095129E1,3.191595674E-1,9.094796330E-2,1.151611954E-1
3.055088329E1,2.823204100E-1,1.300671846E-1,1.190957054E-1
3.056081429E1,2.336580902E-1,1.450674385E-1,1.063024178E-1
3.057074529E1,1.763901412E-1,1.330215186E-1,8.627238870E-2
3.058067729E1,1.133616269E-1,9.822838753E-2,6.286000460E-2
3.059060829E1,5.871428922E-2,3.988583013E-2,4.875435308E-2
3.060053929E1,1.226956211E-2,-7.647866383E-3,4.570476711E-2
3.061047129E1,-2.138643898E-2,-4.840138927E-2,5.539266020E-2
3.062040229E1,-6.103691086E-2,-8.362542093E-2,6.013361737E-2
3.063033329E1,-1.255713850E-1,-1.201021820E-1,5.684199929E-2
3.064026529E1,-2.243632227E-1,-1.610275060E-1,4.206598178E-2
3.065019629E1,-3.445485234E-1,-1.834587455E-1,2.273046970E-2
3.066012729E1,-4.540220201E-1,-2.268035561E-1,-2.339462750E-3
3.067005929E1,-5.330060720E-1,-2.554250062E-1,-2.798629366E-2
3.067999029E1,-5.619847178E-1,-2.627718747E-1,-6.166862696E-2
3.068992129E1,-5.790498853E-1,-2.790449858E-1,-1.209001467E-1
3.069985329E1,-6.062474251E-1,-3.539258838E-1,-1.855499744E-1
3.070978429E1,-6.280717850E-1,-4.709201753E-1,-2.260367274E-1
3.071971529E1,-6.361747384E-1,-5.624157190E-1,-2.234420031E-1
3.072964729E1,-6.178353429E-1,-5.760508180E-1,-1.851818711E-1
3.073957829E1,-5.805206895E-1,-5.282872915E-1,-1.257728785E-1
3.074950929E1,-5.239943862E-1,-4.584277272E-1,-6.408818066E-2
3.075944129E1,-4.627976418E-1,-3.910777271E-1,-2.588300593E-2
3.076937229E1,-4.215030372E-1,-3.645668626E-1,-3.282278031E-2
3.077930329E1,-4.007253349E-1,-3.582567871E-1,-8.796699345E-2
3.078923529E1,-3.926138878E-1,-3.501350582E-1,-1.865091920E-1
3.079916629E1,-3.788235188E-1,-3.178202510E-1,-3.052073121E-1
3.080909829E1,-3.367925584E-1,-2.211342156E-1,-3.949116468E-1
3.081902929E1,-2.528036535E-1,-7.354982197E-2,-4.195567966E-1
3.082896029E1,-1.345551610E-1,6.926020980E-2,-4.106747508E-1
3.083889229E1,-6.733547430E-3,1.558848619E-1,-3.958374858E-1
3.084882329E1,9.865631163E-2,2.117243409E-1,-3.824152052E-1
3.085875429E1,1.757806540E-1,2.599637806E-1,-3.481392562E-1
3.086868629E1,2.479041964E-1,3.099794388E-1,-3.358344436E-1
3.087861729E1,3.270389736E-1,3.528467417E-1,-3.476173282E-1
3.088854829E1,4.173907638E-1,3.938596845E-1,-3.647186160E-1
3.089848029E1,5.050678849E-1,4.248109460E-1,-3.783513308E-1
3.090841129E1,5.548161864E-1,3.809905946E-1,-3.947012424E-1
3.091834229E1,5.544321537E-1,2.672134340E-1,-4.124583900E-1
3.092827392E1,5.037710667E-1,1.112526208E-1,-4.534499347E-1
3.093820492E1,4.322111309E-1,-2.325805277E-2,-5.066398978E-1
3.094813592E1,3.734836876E-1,-9.116709977E-2,-5.363297462E-1
3.095806792E1,3.590972722E-1,-4.416150227E-2,-5.228637457E-1
3.096799892E1,3.927558362E-1,8.090933412E-2,-4.553344250E-1
3.097792992E1,4.646124542E-1,2.346656173E-1,-3.457959294E-1
3.098786192E1,5.478252172E-1,3.545281291E-1,-2.241484523E-1
3.099779292E1,6.096007228E-1,4.350025058E-1,-1.156757623E-1
3.100772392E1,6.482828856E-1,4.874562919E-1,-2.051337436E-2
3.101765592E1,6.544461846E-1,5.171718001E-1,6.441643089E-2
3.102758692E1,6.203148365E-1,5.180371404E-1,1.306712776E-1
3.103751792E1,5.352526307E-1,4.762395918E-1,1.692253202E-1
3.104744992E1,4.459805489E-1,4.118027687E-1,1.990566850E-1
3.105738092E1,3.659421802E-1,3.245991766E-1,2.274909914E-1
3.106731192E1,3.036944270E-1,2.331109643E-1,2.492054850E-1
3.107724392E1,2.618833184E-1,1.314570308E-1,2.815226912E-1
3.108717492E1,2.341087759E-1,4.101454467E-2,3.189472258E-1
3.109710592E1,2.126636654E-1,-7.663539052E-2,3.295063972E-1
3.110703792E1,1.858583689E-1,-1.976538152E-1,2.883916795E-1
3.111696892E1,1.316012591E-1,-3.226628602E-1,2.079131007E-1
3.112689992E1,3.177564964E-2,-4.217312038E-1,1.249512956E-1
3.113683192E1,-1.340982616E-1,-4.584412873E-1,5.361399800E-2
3.114676292E1,-3.282705843E-1,-4.446560442E-1,7.924268022E-3
3.115669392E1,-4.965080619E-1,-3.858518600E-1,-1.808043569E-2
3.116662592E1,-6.064521074E-1,-3.101498783E-1,-2.019680291E-2
3.117655692E1,-6.478368044E-1,-2.306968570E-1,7.933103479E-3
3.118648792E1,-6.404440403E-1,-2.126417309E-1,3.808211163E-2
3.119641992E1,-6.369401217E-1,-2.978039980E-1,4.755683988E-2
3.120635092E1,-6.212277412E-1,-4.178757966E-1,3.439847380E-2
3.121628192E1,-5.725381970E-1,-5.038090944E-1,1.420425531E-2
3.122621392E1,-5.094142556E-1,-5.373359919E-1,-1.387736760E-2
3.123614492E1,-4.798750281E-1,-5.302383900E-1,-6.076684594E-2
3.124607592E1,-5.045328736E-1,-4.949097335E-1,-1.071551070E-1
3.125600792E1,-5.621631145E-1,-4.288830459E-1,-1.250060052E-1
3.126593892E1,-6.034908295E-1,-3.386227787E-1,-1.130844578E-1
3.127586992E1,-6.152862310E-1,-2.253282070E-1,-7.280441374E-2
