"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.159242417E1,2.335144043E-1,1.554068298E0,6.564898224E0
6.160235517E1,8.158035278E-2,1.681154022E0,5.891897736E0
6.161228617E1,-9.595046997E-2,1.791324921E0,5.407505035E0
6.162221717E1,-2.885998535E-1,1.879940643E0,5.166356506E0
6.163214817E1,-4.264631653E-1,1.921853485E0,5.176235962E0
6.164208017E1,-4.728666687E-1,1.834135895E0,5.331014099E0
6.165201117E1,-5.152285767E-1,1.712139587E0,5.442831573E0
6.166194217E1,-6.032455444E-1,1.638043671E0,5.420527954E0
6.167187317E1,-6.023474121E-1,1.616338806E0,5.322781219E0
6.168180417E1,-5.266049194E-1,1.664837952E0,5.242847443E0
6.169173517E1,-4.454736328E-1,1.824106750E0,5.194048920E0
6.170166617E1,-3.436853027E-1,2.014959869E0,5.209616547E0
6.171159717E1,-1.625619507E-1,2.207609253E0,5.277275848E0
6.172152817E1,-3.053649902E-2,2.416574707E0,5.404660950E0
6.173145917E1,3.876937866E-2,2.644999695E0,5.647605743E0
6.174139017E1,1.522334290E-1,2.881807251E0,6.055208130E0
6.175132217E1,2.748284912E-1,3.046464844E0,6.526727600E0
6.176125317E1,3.275189209E-1,3.112477570E0,6.942712555E0
6.177118417E1,2.396516418E-1,3.083437958E0,7.302713928E0
6.178111517E1,-2.095642090E-3,2.973117371E0,7.686366119E0
6.179104617E1,-2.547702026E-1,2.904859314E0,8.241112518E0
6.180097717E1,-4.234693909E-1,2.898273010E0,8.945248260E0
6.181090817E1,-4.435276794E-1,2.997816010E0,9.736652527E0
6.182083917E1,-2.939886475E-1,3.194806366E0,1.048000671E1
6.183077017E1,-2.963836670E-2,3.422482910E0,1.120479950E1
6.184070117E1,1.892065430E-1,3.622916107E0,1.178918427E1
6.185063317E1,2.990780640E-1,3.739074554E0,1.224917770E1
6.186056417E1,3.216810608E-1,3.717070312E0,1.264974472E1
6.187049517E1,2.324665833E-1,3.674858093E0,1.298160461E1
6.188042617E1,1.460961914E-1,3.663631439E0,1.337857910E1
6.189035717E1,7.529342651E-2,3.753145294E0,1.365325790E1
6.190028817E1,7.484436035E-4,3.837719421E0,1.373004822E1
6.191021917E1,3.622467041E-2,3.820954285E0,1.397718430E1
6.192015017E1,1.182540894E-2,3.780688019E0,1.456890381E1
6.193008117E1,-1.422042847E-1,3.739224243E0,1.530252823E1
6.194001217E1,-4.219725037E-1,3.573069763E0,1.604663086E1
6.194994317E1,-6.304888916E-1,3.176993408E0,1.641321854E1
6.195987417E1,-8.560697937E-1,2.702629852E0,1.608884308E1
6.196980617E1,-9.937834167E-1,2.263892212E0,1.514595383E1
6.197973717E1,-1.092278595E0,1.975442047E0,1.393422363E1
6.198966817E1,-1.002315674E0,1.859133911E0,1.267668869E1
6.199959917E1,-8.364605713E-1,1.842069397E0,1.139131165E1
6.200953017E1,-7.282356262E-1,1.875150604E0,1.019619690E1
6.201946117E1,-6.864724731E-1,1.847458191E0,9.075178070E0
6.202939217E1,-8.288264465E-1,1.748663635E0,8.206534424E0
6.203932317E1,-1.156045990E0,1.597178650E0,7.789501648E0
6.204925417E1,-1.552870789E0,1.395098877E0,7.834857330E0
6.205918517E1,-1.884580994E0,1.159638519E0,8.143066406E0
6.206911617E1,-2.027384033E0,9.111552429E-1,8.394992523E0
6.207904817E1,-2.024390259E0,7.273374939E-1,8.422235870E0
6.208897917E1,-1.922452240E0,6.497987366E-1,8.250842285E0
6.209891017E1,-1.680854645E0,6.589297485E-1,7.992180176E0
6.210884117E1,-1.292711792E0,7.429051208E-1,7.697293396E0
6.211877217E1,-9.295669556E-1,8.598120117E-1,7.367229767E0
6.212870317E1,-7.337741089E-1,9.741741943E-1,6.965165863E0
6.213863417E1,-6.822811890E-1,1.021625519E0,6.516399078E0
6.214856517E1,-6.590794373E-1,1.043031006E0,6.080206146E0
6.215849617E1,-6.830296326E-1,1.081501007E0,5.630092163E0
6.216842717E1,-7.238946533E-1,1.150357819E0,5.235063629E0
6.217835817E1,-7.185058594E-1,1.254990234E0,4.894072723E0
6.218829017E1,-8.083190918E-1,1.412013702E0,4.632716217E0
6.219822117E1,-8.598120117E-1,1.614692230E0,4.564308472E0
6.220815217E1,-8.714877319E-1,1.825453949E0,4.655917969E0
6.221808317E1,-8.454418945E-1,2.002535706E0,4.817432098E0
6.222801417E1,-7.231462097E-1,2.128124542E0,5.046006775E0
6.223794517E1,-6.854246521E-1,2.304008789E0,5.373076630E0
6.224787617E1,-6.779402161E-1,2.493065643E0,5.671555939E0
6.225780717E1,-6.860234070E-1,2.604434052E0,5.932463379E0
6.226773817E1,-6.352789307E-1,2.667153625E0,6.203399963E0
6.227766917E1,-5.683680725E-1,2.724634094E0,6.471492462E0
6.228760017E1,-6.116281128E-1,2.792742462E0,6.855144653E0
6.229753117E1,-7.213499451E-1,2.874023438E0,7.537725220E0
6.230746317E1,-7.849676514E-1,2.988834686E0,8.484656067E0
6.231739417E1,-7.921527100E-1,3.065774689E0,9.514065399E0
6.232732517E1,-7.969427490E-1,3.104993134E0,1.046488815E1
6.233725617E1,-8.454418945E-1,3.197800140E0,1.126961472E1
6.234718717E1,-8.599617004E-1,3.293451233E0,1.188049438E1
6.235711817E1,-7.497908020E-1,3.384012909E0,1.234273315E1
6.236704917E1,-5.156776428E-1,3.472628632E0,1.260708344E1
6.237698017E1,-3.288661194E-1,3.512445831E0,1.268941223E1
6.238691117E1,-2.104623413E-1,3.510948944E0,1.273821075E1
6.239684217E1,-1.544787598E-1,3.527414703E0,1.296873138E1
6.240677317E1,-2.171983337E-1,3.523373108E0,1.344923218E1
6.241670517E1,-2.016307068E-1,3.567980347E0,1.406609940E1
6.242663617E1,-1.811233521E-1,3.551664276E0,1.451561462E1
6.243656717E1,-1.517843628E-1,3.467389526E0,1.470916214E1
6.244649817E1,-2.365081787E-2,3.314557343E0,1.477951584E1
6.245642917E1,4.236190796E-2,3.076701965E0,1.491318787E1
6.246636017E1,-7.993377686E-2,3.000360718E0,1.515688110E1
6.247629117E1,-6.885681152E-2,2.843786316E0,1.544113998E1
6.248622217E1,-5.658233643E-2,2.451152802E0,1.544922318E1
6.249615317E1,-3.353027344E-1,2.134112091E0,1.501332962E1
6.250608417E1,-6.138734436E-1,1.940564575E0,1.414109344E1
6.251601517E1,-7.207511902E-1,1.756447449E0,1.306333466E1
6.252594617E1,-6.816824341E-1,1.695673828E0,1.193812454E1
6.253587817E1,-5.399272156E-1,1.679507446E0,1.088177124E1
6.254580888E1,-3.363505554E-1,1.650617523E0,9.909692688E0
6.255573987E1,-9.340576172E-2,1.668729858E0,9.113049316E0
6.256567088E1,1.531315613E-1,1.693727875E0,8.679401093E0
6.257560187E1,3.903881836E-1,1.715283051E0,8.662186890E0
6.258553288E1,6.399192810E-1,1.649869080E0,8.936566315E0
6.259546387E1,8.243357849E-1,1.533860321E0,9.168134766E0
6.260539488E1,9.050180054E-1,1.412013702E0,9.126970367E0
6.261532587E1,8.897497559E-1,1.339714050E0,8.825946350E0
6.262525687E1,7.920030212E-1,1.360371094E0,8.352929993E0
6.263518788E1,5.926176453E-1,1.415007477E0,7.827821960E0
6.264511887E1,3.126997375E-1,1.514251099E0,7.251969452E0
6.265505088E1,7.783813477E-3,1.609602814E0,6.633755035E0
6.266498187E1,-2.936892700E-1,1.674867096E0,6.151308289E0
6.267491288E1,-5.614823914E-1,1.744771729E0,5.797743530E0
6.268484388E1,-8.473878479E-1,1.878144379E0,5.495072937E0
6.269477487E1,-9.663903809E-1,1.980830841E0,5.254223785E0
6.270470588E1,-9.665400696E-1,2.016456757E0,5.136718140E0
6.271463687E1,-9.343569946E-1,2.074386292E0,5.118456116E0
6.272456788E1,-8.934919739E-1,2.141895905E0,5.159919891E0
6.273449887E1,-8.161029053E-1,2.182162170E0,5.220843201E0
6.274442988E1,-7.048841858E-1,2.171384583E0,5.296136627E0
6.275436087E1,-6.670129395E-1,2.209405518E0,5.420677643E0
6.276429287E1,-7.336244202E-1,2.332000580E0,5.491181030E0
6.277422388E1,-7.319778442E-1,2.449506226E0,5.533393250E0
6.278415487E1,-7.559280396E-1,2.563569031E0,5.583239594E0
6.279408588E1,-8.012837219E-1,2.740950165E0,5.693560181E0
6.280401687E1,-7.863148499E-1,2.913391571E0,5.925877075E0
6.281394788E1,-6.411167908E-1,3.031795349E0,6.257886658E0
6.282387888E1,-5.493576050E-1,3.096011810E0,6.730453949E0
6.283380987E1,-5.728587341E-1,3.185974731E0,7.391778717E0
6.284374088E1,-6.245013428E-1,3.252436523E0,8.177943878E0
6.285367187E1,-6.658154297E-1,3.256478119E0,8.909173279E0
6.286360288E1,-6.888674927E-1,3.215613098E0,9.461374969E0
6.287353387E1,-7.939489746E-1,3.239862671E0,9.827513580E0
6.288346587E1,-8.680448914E-1,3.300037537E0,1.006147705E1
6.289339688E1,-7.855664063E-1,3.321293335E0,1.043285477E1
6.290332787E1,-6.821315002E-1,3.369642792E0,1.093805420E1
6.291325888E1,-5.698649597E-1,3.478167114E0,1.150776947E1
6.292318987E1,-3.873944092E-1,3.569177856E0,1.205712708E1
6.293312088E1,-2.508782959E-1,3.579955444E0,1.254511230E1
6.294305187E1,-2.264790344E-1,3.523073730E0,1.285496796E1
6.295298288E1,-2.254312134E-1,3.508254547E0,1.303863602E1
6.296291388E1,-2.773731995E-1,3.624712372E0,1.296349228E1
6.297284487E1,-2.396516418E-1,3.745660858E0,1.261905853E1
6.298277588E1,-1.185534668E-1,3.695215759E0,1.231743576E1
6.299270687E1,-2.680924988E-1,3.729793854E0,1.256172775E1
6.300263888E1,-6.316864014E-1,3.777394867E0,1.356194778E1
6.301256987E1,-1.074765015E0,3.541635132E0,1.476798981E1
6.302250087E1,-1.403331757E0,3.072061615E0,1.539608368E1
6.303243188E1,-1.384620667E0,2.597698059E0,1.517619095E1
6.304236287E1,-1.057101746E0,2.268831940E0,1.427790894E1
6.305229388E1,-6.629713440E-1,2.091151428E0,1.321182587E1
6.306222487E1,-3.766168213E-1,2.132615204E0,1.228480362E1
6.307215588E1,-1.574725342E-1,2.287543030E0,1.153156998E1
6.308208687E1,-4.041595459E-3,2.338736572E0,1.082024918E1
6.309201787E1,1.182540894E-2,2.203417969E0,9.971514130E0
6.310194888E1,-1.622625732E-1,1.961670685E0,9.114097137E0
6.311187987E1,-5.144801331E-1,1.751058655E0,8.463400269E0
6.312181088E1,-8.602610779E-1,1.645528107E0,8.237669678E0
6.313174287E1,-1.039887543E0,1.555265808E0,8.415200500E0
6.314167388E1,-1.101858673E0,1.457519073E0,8.667425995E0
6.315160487E1,-1.066681824E0,1.392554169E0,8.760083313E0
6.316153587E1,-9.217831421E-1,1.358425140E0,8.603658600E0
6.317146688E1,-7.451504517E-1,1.369651794E0,8.253237305E0
6.318139787E1,-5.366340637E-1,1.398092651E0,7.827821960E0
6.319132888E1,-3.601510620E-1,1.461560669E0,7.329358521E0
6.320125987E1,-2.640509033E-1,1.560804291E0,6.834038544E0
6.321119088E1,-2.290237427E-1,1.642085266E0,6.402785339E0
6.322112187E1,-2.390528870E-1,1.675465851E0,5.947282562E0
6.323105287E1,-3.329077148E-1,1.680704956E0,5.530698853E0
6.324098388E1,-5.499563599E-1,1.684447174E0,5.241350555E0
6.325091587E1,-7.560777283E-1,1.697021027E0,5.055287476E0
6.326084688E1,-8.978329468E-1,1.719773712E0,4.941074982E0
6.327077787E1,-9.827064514E-1,1.771566010E0,4.824467468E0
6.328070888E1,-9.924362183E-1,1.875749359E0,4.734354858E0
6.329063987E1,-9.036708069E-1,2.034419403E0,4.647834778E0
6.330057087E1,-7.584727478E-1,2.208357697E0,4.615651703E0
6.331050188E1,-6.580316162E-1,2.365530853E0,4.738695831E0
6.332043287E1,-5.957611084E-1,2.490221558E0,5.135370941E0
6.333036388E1,-5.843847656E-1,2.604733429E0,5.723647614E0
6.334029487E1,-5.601351929E-1,2.640958099E0,6.396049347E0
6.335022588E1,-5.225633240E-1,2.578388214E0,7.024592285E0
6.336015687E1,-5.270539856E-1,2.575693817E0,7.583380280E0
6.337008887E1,-4.691244507E-1,2.615511017E0,8.303981781E0
6.338001988E1,-4.058061218E-1,2.707120514E0,9.275162201E0
6.338995087E1,-4.049079895E-1,2.894680481E0,1.031205597E1
6.339988188E1,-4.266128540E-1,3.081342316E0,1.130314499E1
6.340981287E1,-3.936813354E-1,3.229534149E0,1.215996323E1
6.341974388E1,-3.585044861E-1,3.373534698E0,1.282338364E1
6.342967487E1,-1.936972046E-1,3.403921509E0,1.327738953E1
6.343960587E1,-1.264869690E-1,3.412004700E0,1.360146561E1
6.344953688E1,-2.465373230E-1,3.457510071E0,1.391730881E1
6.345946787E1,-4.221221924E-1,3.404819641E0,1.444301559E1
6.346939888E1,-5.544470215E-1,3.260220337E0,1.499566635E1
6.347932987E1,-7.223977661E-1,3.221001892E0,1.539847870E1
6.348926088E1,-6.170169067E-1,3.308270416E0,1.546583862E1
6.349919287E1,-2.287243652E-1,3.446582794E0,1.498548752E1
6.350912387E1,1.838177490E-1,3.486998749E0,1.432970123E1
6.351905488E1,4.556524658E-1,3.611689453E0,1.390308838E1
6.352898587E1,6.200106812E-1,3.835324402E0,1.382704651E1
6.353891688E1,7.229965210E-1,3.722159729E0,1.372915009E1
6.354884800E1,5.550457764E-1,3.211122437E0,1.328008392E1
6.355877900E1,2.694396973E-3,2.779719543E0,1.247131577E1
6.356871000E1,-5.842350769E-1,2.468965759E0,1.167856430E1
6.357864100E1,-8.789721680E-1,2.126927032E0,1.122590561E1
6.358857200E1,-1.011596375E0,1.905387726E0,1.122096588E1
6.359850300E1,-1.084195404E0,1.759441223E0,1.136810989E1
6.360843400E1,-9.139993286E-1,1.608554993E0,1.154878418E1
6.361836600E1,-6.285429382E-1,1.431922302E0,1.164608185E1
6.362829700E1,-3.255729675E-1,1.230291595E0,1.160371994E1
6.363822800E1,-6.795867920E-2,1.046473846E0,1.134386032E1
6.364815900E1,8.502319336E-2,9.134005737E-1,1.081396225E1
6.365809000E1,2.311193848E-1,8.234376526E-1,1.002749771E1
6.366802100E1,3.297642517E-1,8.379574585E-1,9.120084686E0
6.367795200E1,3.224295044E-1,1.056802368E0,8.250692596E0
6.368788300E1,2.814147949E-1,1.353485413E0,7.491621094E0
6.369781400E1,3.294648743E-1,1.616338806E0,6.774163055E0
6.370774500E1,2.996768188E-1,1.880539398E0,6.129453735E0
6.371767600E1,2.357597351E-1,2.080224152E0,5.611830139E0
6.372760700E1,1.040336609E-1,2.213147736E0,5.214855652E0
6.373753800E1,1.766326904E-2,2.230960693E0,4.980443115E0
6.374746900E1,-4.565505981E-2,2.159858551E0,4.882097626E0
6.375740100E1,-1.395098877E-1,2.099533997E0,4.889582062E0
6.376733200E1,-2.145039368E-1,2.050136719E0,4.934338989E0
6.377726300E1,-2.619552612E-1,2.004331970E0,5.012476501E0
6.378719400E1,-3.450325012E-1,1.984423370E0,5.111720123E0
6.379712500E1,-4.264631653E-1,2.008523254E0,5.185067596E0
6.380705600E1,-3.586541748E-1,2.085612946E0,5.214705963E0
6.381698700E1,-2.478845215E-1,2.212698669E0,5.152884521E0
6.382691800E1,-2.026785278E-1,2.340682526E0,5.033881989E0
6.383684900E1,-1.689985657E-1,2.473306732E0,5.036426697E0
6.384678000E1,-1.417552185E-1,2.587968292E0,5.190007324E0
6.385671100E1,-2.236349487E-1,2.700085144E0,5.454956360E0
6.386664200E1,-3.294648743E-1,2.758463745E0,5.894741821E0
6.387657300E1,-3.682342529E-1,2.749482422E0,6.417305145E0
6.388650500E1,-3.736230469E-1,2.714754639E0,6.921007690E0
6.389643600E1,-3.918850708E-1,2.716550903E0,7.399412842E0
6.390636700E1,-4.270619202E-1,2.799777832E0,7.844138031E0
6.391629800E1,-4.430786133E-1,2.993475037E0,8.318052521E0
6.392622900E1,-3.403921509E-1,3.227588196E0,8.986262970E0
6.393616000E1,-1.878593445E-1,3.464695129E0,9.823022919E0
6.394609100E1,-1.011895752E-1,3.632496185E0,1.068672684E1
6.395602200E1,-1.306782532E-1,3.757186890E0,1.145897095E1
6.396595300E1,-1.649569702E-1,3.807482300E0,1.214394653E1
6.397588400E1,-1.137634277E-1,3.802392883E0,1.281140854E1
6.398581500E1,-5.149291992E-2,3.840563507E0,1.335807175E1
6.399574600E1,-5.867797852E-2,3.969445496E0,1.365610199E1
6.400567800E1,-3.891906738E-2,4.134552155E0,1.364622253E1
6.401560900E1,-3.143463135E-2,4.260140991E0,1.345327377E1
6.402554000E1,-1.002914429E-2,4.314328308E0,1.348545685E1
6.403547100E1,-5.029541016E-2,4.249812469E0,1.410636566E1
6.404540200E1,-2.360591125E-1,4.034560089E0,1.512484772E1
6.405533300E1,-5.736071777E-1,3.665577393E0,1.603540421E1
6.406526400E1,-9.377998352E-1,3.101101227E0,1.647399216E1
6.407519500E1,-1.104104004E0,2.502346344E0,1.616892654E1
6.408512600E1,-1.121767273E0,2.044149170E0,1.534234543E1
6.409505700E1,-1.019380188E0,1.764081573E0,1.418450317E1
6.410498800E1,-9.234297180E-1,1.717678070E0,1.287203247E1
6.411491900E1,-7.816744995E-1,1.865420837E0,1.155447235E1
6.412485000E1,-6.529421997E-1,2.069147186E0,1.040665924E1
6.413478200E1,-5.557942200E-1,2.178719330E0,9.422605591E0
6.414471300E1,-6.450086975E-1,2.184706879E0,8.544082489E0
6.415464400E1,-8.482859802E-1,2.109413452E0,7.977510681E0
6.416457500E1,-1.156944122E0,2.016905823E0,7.839198303E0
6.417450600E1,-1.374441833E0,1.831591187E0,8.025261383E0
6.418443700E1,-1.459914093E0,1.600172424E0,8.316855011E0
6.419436800E1,-1.468296661E0,1.427880707E0,8.480913849E0
6.420429900E1,-1.382525024E0,1.351240082E0,8.425678711E0
6.421423000E1,-1.143172760E0,1.343156891E0,8.241860962E0
6.422416100E1,-8.761280823E-1,1.365310822E0,7.983797607E0
6.423409200E1,-7.014413452E-1,1.420096893E0,7.690557404E0
6.424402300E1,-6.060896301E-1,1.490450592E0,7.335495758E0
6.425395400E1,-5.460644531E-1,1.535656586E0,6.939269714E0
6.426388500E1,-5.328918457E-1,1.588796082E0,6.560108185E0
6.427381700E1,-5.598358154E-1,1.634301453E0,6.204896851E0
6.428374800E1,-5.945635986E-1,1.703457642E0,5.880072327E0
6.429367900E1,-6.697073364E-1,1.798509979E0,5.585185547E0
6.430361000E1,-6.929090881E-1,1.869462433E0,5.334756317E0
6.431354100E1,-7.300318909E-1,1.945953369E0,5.134622498E0
6.432347200E1,-8.354127502E-1,2.039957886E0,4.951852570E0
6.433340300E1,-8.919950867E-1,2.112107849E0,4.908891907E0
6.434333400E1,-9.041198730E-1,2.187251587E0,5.012476501E0
6.435326500E1,-9.024732971E-1,2.237996063E0,5.221591644E0
6.436319600E1,-8.964857483E-1,2.309397583E0,5.516927490E0
6.437312700E1,-8.887019348E-1,2.382146301E0,5.916596375E0
6.438305800E1,-8.936416626E-1,2.434237976E0,6.446943512E0
6.439298900E1,-9.410929871E-1,2.499951324E0,7.036567383E0
6.440292000E1,-9.349557495E-1,2.609822845E0,7.638765106E0
6.441285200E1,-8.381071472E-1,2.733316040E0,8.108638000E0
6.442278300E1,-7.140151978E-1,2.881657562E0,8.427924042E0
6.443271400E1,-5.381309509E-1,3.109932861E0,8.657995605E0
6.444264500E1,-2.938389587E-1,3.309018860E0,9.070238342E0
6.445257600E1,-1.071771240E-1,3.471580811E0,9.810748444E0
6.446250700E1,-1.064286804E-1,3.589385834E0,1.075049423E1
6.447243800E1,-1.231938171E-1,3.617826691E0,1.173993668E1
6.448236900E1,-1.121168518E-1,3.573369141E0,1.259106674E1
6.449230000E1,-1.320254517E-1,3.532204742E0,1.319206696E1
6.450223100E1,-2.038760376E-1,3.508853302E0,1.354787704E1
6.451216200E1,-2.936892700E-1,3.443738708E0,1.368589005E1
6.452209300E1,-4.471202087E-1,3.436703339E0,1.375010651E1
6.453202400E1,-5.840853882E-1,3.616479492E0,1.370310425E1
6.454195600E1,-4.992118835E-1,3.809877319E0,1.348410965E1
6.455188650E1,-1.315763855E-1,3.741469574E0,1.310255310E1
6.456181750E1,1.571731567E-2,3.722758484E0,1.284419037E1
6.457174850E1,-6.092330933E-2,3.968247986E0,1.285766235E1
6.458167950E1,-1.945953369E-2,3.943848724E0,1.306228683E1
6.459161050E1,8.681945801E-2,3.535797272E0,1.312335983E1
6.460154150E1,-1.366658020E-1,3.190764771E0,1.283520905E1
6.461147250E1,-4.809498596E-1,2.951861572E0,1.249526596E1
6.462140350E1,-6.903643799E-1,2.681673431E0,1.247505798E1
6.463133450E1,-8.755293274E-1,2.456391907E0,1.274838959E1
6.464126550E1,-9.886940002E-1,2.242935791E0,1.298923874E1
6.465119650E1,-1.005758514E0,1.963317261E0,1.301363800E1
6.466112750E1,-1.020577698E0,1.629511414E0,1.280392410E1
6.467105850E1,-1.019230499E0,1.342558136E0,1.243209732E1
6.468098950E1,-9.966275024E-1,1.107247467E0,1.192480225E1
6.469092150E1,-8.792715454E-1,9.611512756E-1,1.125180176E1
6.470085250E1,-6.716532898E-1,8.894503784E-1,1.041638901E1
6.471078350E1,-4.541555786E-1,9.647438049E-1,9.499695282E0
6.472071450E1,-2.436932373E-1,1.137035522E0,8.644074554E0
6.473064550E1,-2.260299683E-2,1.333277435E0,7.902816010E0
6.474057650E1,1.166075134E-1,1.559157715E0,7.197033691E0
6.475050750E1,1.799258423E-1,1.791025543E0,6.525081024E0
6.476043850E1,1.962419128E-1,1.967358856E0,5.964796143E0
6.477036950E1,1.913021851E-1,2.139051819E0,5.557642822E0
6.478030050E1,1.451980591E-1,2.294428711E0,5.376220093E0
6.479023150E1,1.166075134E-1,2.403252411E0,5.456453247E0
6.480016250E1,7.185058594E-2,2.382295990E0,5.598358154E0
6.481009350E1,-3.607498169E-2,2.298170929E0,5.632786560E0
6.482002450E1,-1.865121460E-1,2.249372406E0,5.526507568E0
6.482995650E1,-2.652484131E-1,2.176324310E0,5.309907990E0
6.483988750E1,-3.044668579E-1,2.092798004E0,5.092859344E0
6.484981850E1,-4.001179504E-1,2.114203491E0,4.927153931E0
6.485974950E1,-4.843927002E-1,2.226619720E0,4.894821167E0
6.486968050E1,-4.972659302E-1,2.323019257E0,5.014272766E0
6.487961150E1,-4.483177185E-1,2.459834747E0,5.106630707E0
6.488954250E1,-3.583547974E-1,2.617756348E0,5.175936584E0
6.489947350E1,-2.305206299E-1,2.807112579E0,5.289400635E0
6.490940450E1,-1.155596924E-1,3.014132080E0,5.420078888E0
6.491933550E1,-1.017883301E-2,3.179089050E0,5.622907104E0
6.492926650E1,8.696914673E-2,3.313060455E0,5.982160034E0
6.493919750E1,4.086502075E-2,3.383863220E0,6.462211761E0
6.494912850E1,-9.340576172E-2,3.390000458E0,7.046746216E0
6.495905950E1,-1.562750244E-1,3.375181274E0,7.789950714E0
6.496899150E1,-2.058219910E-1,3.408861237E0,8.764124908E0
6.497892250E1,-2.697390747E-1,3.513194275E0,9.916728058E0
6.498885350E1,-3.318598938E-1,3.589984589E0,1.103250778E1
6.499878450E1,-4.050576782E-1,3.703298950E0,1.202150116E1
6.500871550E1,-3.385958862E-1,3.760030975E0,1.273940826E1
6.501864650E1,-1.425036621E-1,3.699257355E0,1.318982162E1
6.502857750E1,7.140151978E-2,3.733835449E0,1.342498260E1
6.503850850E1,1.907034302E-1,3.848347321E0,1.349743195E1
6.504843950E1,1.269360352E-1,3.977378998E0,1.339324860E1
6.505837050E1,-1.525328064E-1,4.218826904E0,1.301363800E1
6.506830150E1,-4.174818420E-1,4.372257843E0,1.238823853E1
6.507823250E1,-4.733157349E-1,4.247866516E0,1.198452805E1
6.508816350E1,-5.080435181E-1,4.102818146E0,1.237386841E1
6.509809450E1,-6.230044556E-1,4.060456238E0,1.357826385E1
6.510802650E1,-7.768844604E-1,3.821852417E0,1.500210297E1
6.511795750E1,-9.026229858E-1,3.341950378E0,1.545401321E1
6.512788850E1,-1.040486298E0,2.900368652E0,1.470182739E1
6.513781950E1,-1.013841705E0,2.571652222E0,1.341136093E1
6.514775050E1,-9.916877747E-1,2.406395874E0,1.245365250E1
6.515768150E1,-1.000369720E0,2.479294281E0,1.216265762E1
6.516761250E1,-9.949809265E-1,2.570005646E0,1.221235428E1
6.517754350E1,-9.277706909E-1,2.408940582E0,1.196417038E1
6.518747450E1,-1.070124664E0,2.078876953E0,1.125958557E1
6.519740550E1,-1.411714325E0,1.778002625E0,1.053179901E1
6.520733650E1,-1.741478577E0,1.572929077E0,1.024724075E1
6.521726750E1,-1.845811615E0,1.474284210E0,1.046354095E1
6.522719850E1,-1.813029785E0,1.409618683E0,1.075678116E1
6.523712950E1,-1.699715424E0,1.369801483E0,1.069316345E1
6.524706050E1,-1.545835419E0,1.342707825E0,1.019305344E1
6.525699250E1,-1.360670471E0,1.338516541E0,9.412277069E0
6.526692350E1,-1.171763306E0,1.361269226E0,8.545279999E0
6.527685450E1,-9.813592529E-1,1.387015686E0,7.639214172E0
6.528678550E1,-8.249345398E-1,1.408870239E0,6.700366516E0
6.529671650E1,-7.337741089E-1,1.453327789E0,5.812413025E0
6.530664750E1,-6.620732117E-1,1.501527557E0,5.038222961E0
6.531657850E1,-5.812413025E-1,1.550775146E0,4.442312164E0
6.532650950E1,-5.138813782E-1,1.661544800E0,4.007915497E0
6.533644050E1,-4.064048767E-1,1.807042236E0,3.811074829E0
6.534637150E1,-2.646496582E-1,1.943558350E0,3.794309692E0
6.535630250E1,-1.600172424E-1,2.087259521E0,3.758085022E0
6.536623350E1,-1.492396545E-1,2.144590302E0,3.730392609E0
6.537616450E1,-3.088078308E-1,2.195185089E0,3.791914673E0
6.538609550E1,-5.929170227E-1,2.282453613E0,4.069886627E0
6.539602650E1,-8.318202209E-1,2.230361938E0,4.605323181E0
6.540595850E1,-1.052461395E0,2.159110107E0,5.319188690E0
6.541588950E1,-1.235231323E0,2.151625671E0,6.054309998E0
6.542582050E1,-1.268162842E0,2.215692444E0,6.763834534E0
6.543575150E1,-1.174607391E0,2.345472565E0,7.362589417E0
6.544568250E1,-1.074914703E0,2.451302490E0,7.856113129E0
6.545561350E1,-1.039588165E0,2.579885101E0,8.371790771E0
6.546554450E1,-1.020577698E0,2.692301331E0,9.068741455E0
6.547547550E1,-1.053808594E0,2.747686157E0,9.859247589E0
6.548540650E1,-1.130299530E0,2.807711334E0,1.067490143E1
6.549533750E1,-1.160836029E0,2.799328766E0,1.138592285E1
6.550526850E1,-1.133293304E0,2.795736237E0,1.189531357E1
6.551519950E1,-1.000070343E0,2.872825928E0,1.208721451E1
6.552513050E1,-8.699908447E-1,3.023412781E0,1.201251984E1
6.553506150E1,-7.520361328E-1,3.287912750E0,1.186597458E1
6.554499250E1,-6.280938721E-1,3.578608246E0,1.188378754E1
6.555492462E1,-4.992118835E-1,3.768862610E0,1.215158066E1
6.556485563E1,-4.866380310E-1,3.821403351E0,1.262010635E1
6.557478662E1,-5.731581116E-1,3.833528137E0,1.311003754E1
6.558471762E1,-6.050418091E-1,3.898942108E0,1.334175568E1
6.559464863E1,-3.969744873E-1,3.951931915E0,1.317545151E1
6.560457962E1,-1.269360352E-1,3.853137360E0,1.285392014E1
6.561451063E1,-4.790039062E-3,3.878584442E0,1.277204041E1
6.562444162E1,9.101074219E-2,4.034859467E0,1.305614960E1
6.563437263E1,2.380050659E-1,3.949387207E0,1.339250015E1
6.564430362E1,1.953437805E-1,3.682791595E0,1.328202988E1
6.565423463E1,-1.405577087E-1,3.456013184E0,1.267085083E1
6.566416562E1,-5.469625854E-1,3.176095276E0,1.189845703E1
6.567409662E1,-8.457412720E-1,2.845133514E0,1.142948227E1
6.568402763E1,-1.163081360E0,2.678679657E0,1.144220581E1
