"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.846500000E-1,-6.604667753E-2,-1.310458928E-1,7.874888182E-2
7.945820000E-1,-4.029994458E-2,-1.213196516E-1,6.716747582E-2
8.045130000E-1,-1.348457858E-2,-1.173102558E-1,6.851050258E-2
8.144440000E-1,-3.830627538E-4,-1.168800890E-1,7.034656405E-2
8.243760000E-1,8.346512914E-3,-1.229409054E-1,8.348100632E-2
8.343070000E-1,6.925704423E-3,-1.005608812E-1,8.956522495E-2
8.442380000E-1,-3.180192783E-3,-6.663806736E-2,9.199988842E-2
8.541699999E-1,-3.118409589E-2,-5.670174584E-2,9.639050066E-2
8.641010000E-1,-5.875287205E-2,-4.535720870E-2,9.782088548E-2
8.740320000E-1,-8.990287036E-2,-2.540536225E-2,9.347065538E-2
8.839640000E-1,-1.200916618E-1,-2.159960102E-3,9.013824165E-2
8.938950000E-1,-1.466181874E-1,1.919729635E-2,8.390146494E-2
9.038260001E-1,-1.613076478E-1,4.472688958E-2,7.587575912E-2
9.137580000E-1,-1.718575060E-1,4.471974447E-2,7.585304230E-2
9.236890000E-1,-1.627175361E-1,2.778656781E-2,8.071490377E-2
9.336210000E-1,-1.368157864E-1,1.249707397E-2,9.312518686E-2
9.435520000E-1,-9.199691564E-2,2.716656402E-2,1.021386534E-1
9.534830000E-1,-4.627214000E-2,5.957507715E-2,1.075420827E-1
9.634150000E-1,-5.946648307E-4,6.123342738E-2,1.106694266E-1
9.733460000E-1,4.385304451E-2,4.708449170E-2,1.121262610E-1
9.832770000E-1,7.451721281E-2,4.616996273E-2,1.080265790E-1
9.932090000E-1,8.142468333E-2,4.365163296E-2,1.001309305E-1
1.003140000E0,6.704334170E-2,4.387507215E-2,8.056229353E-2
1.013071000E0,3.508558124E-2,5.252616853E-2,5.628295988E-2
1.023003000E0,-3.025849350E-3,6.502784789E-2,3.328602761E-2
1.032934000E0,-3.865261003E-2,7.310456783E-2,1.463301852E-2
1.042866000E0,-5.837145075E-2,7.035697997E-2,1.243537851E-2
1.052797000E0,-6.542500108E-2,5.498789623E-2,1.603050157E-2
1.062728000E0,-5.877162889E-2,4.297091439E-2,2.419575304E-2
1.072660000E0,-3.952514008E-2,4.364940152E-2,3.291743249E-2
1.082591000E0,-2.267798223E-2,3.291872889E-2,3.590390086E-2
1.092522000E0,-6.445895880E-3,1.364114322E-2,3.763649613E-2
1.102454000E0,4.713547882E-3,1.055666991E-2,3.506787866E-2
1.112385000E0,1.819838583E-2,1.189057715E-2,3.438605741E-2
1.122316000E0,2.200483903E-2,1.632420719E-2,3.434265032E-2
1.132248000E0,1.963287033E-2,2.343534492E-2,3.860495985E-2
1.142179000E0,1.604426093E-2,2.591102012E-2,3.801160678E-2
1.152110000E0,1.721885987E-2,2.720561251E-2,3.577407449E-2
1.162042000E0,2.318593860E-2,2.526815981E-2,2.532888949E-2
1.171973000E0,1.598705538E-2,2.205307223E-2,1.668652520E-2
1.181905000E0,7.249223068E-3,9.809456766E-3,2.039630711E-2
1.191836000E0,-7.742963266E-3,-8.114266675E-4,2.808144130E-2
1.201767000E0,-1.812849194E-2,-4.087913781E-3,3.309430927E-2
1.211699000E0,-2.372244559E-2,1.041560806E-2,3.788327798E-2
1.221630000E0,-2.586788870E-2,2.708353288E-2,3.415298834E-2
1.231561000E0,-2.231905237E-2,3.620148450E-2,3.029344045E-2
1.241493000E0,-1.044055540E-2,2.583140321E-2,2.509947680E-2
1.251424000E0,6.028656848E-3,1.526211016E-2,2.051918767E-2
1.261355000E0,1.832686737E-2,5.259543657E-3,1.923447847E-2
1.271287000E0,2.360878326E-2,-9.338614531E-3,1.891597360E-2
1.281218000E0,1.455882937E-2,-2.145519853E-2,1.881716959E-2
1.291149000E0,8.691659197E-3,-1.706694067E-2,2.736900374E-2
1.301081000E0,-4.154631402E-3,-3.268010914E-6,3.546554595E-2
1.311012000E0,-2.042864822E-2,9.315721691E-3,3.985827789E-2
1.320944000E0,-3.353699297E-2,1.345667057E-2,3.075186536E-2
1.330875000E0,-3.529994190E-2,2.585764229E-2,1.745177992E-2
1.340806000E0,-3.212864697E-2,3.392754868E-2,7.311262190E-3
1.350738000E0,-1.544820331E-2,2.227275819E-2,3.469918389E-3
1.360669000E0,-8.341291919E-3,3.137680702E-3,1.827443019E-2
1.370600000E0,7.239236962E-3,-1.256400440E-2,3.349803016E-2
1.380532000E0,2.535991743E-2,-1.747274213E-2,4.519303516E-2
1.390463000E0,3.476396576E-2,-1.006832067E-2,4.657130316E-2
1.400394000E0,3.770808876E-2,3.300215350E-3,4.469617084E-2
1.410326000E0,2.843050845E-2,1.918966882E-2,3.788807616E-2
1.420257000E0,1.469978224E-2,2.978452109E-2,3.356017172E-2
1.430188000E0,-1.033797115E-2,2.246651053E-2,2.261228859E-2
1.440120000E0,-3.944339231E-2,5.194845609E-3,1.195565052E-2
1.450051000E0,-5.302903056E-2,-8.397407830E-3,-2.291133627E-3
1.459983000E0,-5.597235262E-2,-1.205685735E-2,-1.290010288E-2
1.469914000E0,-4.787558690E-2,5.953297019E-3,-2.103384957E-2
1.479845000E0,-4.267230257E-2,1.079332642E-2,-2.444801852E-2
1.489776750E0,-4.230655730E-2,1.101278700E-2,-2.701944485E-2
1.499707750E0,-3.807372972E-2,1.055339165E-2,-2.880509570E-2
1.509638750E0,-3.256323934E-2,1.022681501E-2,-2.747402340E-2
1.519570750E0,-2.706407756E-2,2.052232809E-2,-2.005152591E-2
1.529501750E0,-1.832159609E-2,2.847753093E-2,-9.546446614E-3
1.539432750E0,-1.085781958E-2,4.117415473E-2,9.638166986E-3
1.549364750E0,6.600293331E-3,4.163973033E-2,1.439282298E-2
1.559295750E0,2.281415090E-2,4.269460589E-2,6.555938162E-3
1.569226750E0,3.513021767E-2,2.978930436E-2,-5.403474905E-3
1.579158750E0,3.841389716E-2,-6.157377502E-4,-2.088895813E-2
1.589089750E0,3.077961132E-2,-4.006686062E-2,-2.105086111E-2
1.599020750E0,2.530228719E-2,-5.043081939E-2,-6.026904099E-3
1.608952750E0,1.389642153E-2,-3.581130505E-2,1.746636257E-2
1.618883750E0,-5.875951611E-3,-9.712858126E-3,3.669172153E-2
1.628815750E0,-1.785100251E-2,1.804055087E-2,4.471659288E-2
1.638746750E0,-2.570519596E-2,3.355745971E-2,3.527781740E-2
1.648677750E0,-2.830130048E-2,2.616903931E-2,2.402229235E-2
1.658609750E0,-1.545128226E-2,-1.732100034E-3,1.391026936E-2
1.668540750E0,-2.966238186E-3,-1.868223399E-2,1.448498853E-2
1.678471750E0,-2.686872613E-3,-3.209790587E-2,1.788264886E-2
1.688403750E0,-1.106708776E-3,-3.485724330E-2,2.881884761E-2
1.698334750E0,-8.557167836E-3,-2.304825559E-2,3.492627293E-2
1.708265750E0,-1.464245189E-2,-1.690124720E-2,4.166290164E-2
1.718197750E0,-2.071978524E-2,-1.373900846E-2,4.519025609E-2
1.728128750E0,-2.465874888E-2,-1.390931569E-2,3.606911004E-2
1.738059750E0,-3.431217745E-2,-1.193777658E-2,3.180459142E-2
1.747991750E0,-4.020638764E-2,-4.768306389E-3,2.130361274E-2
1.757922750E0,-4.409912974E-2,1.194595825E-2,1.389762759E-2
1.767854750E0,-4.148406535E-2,1.524813939E-2,1.578038000E-2
1.777785750E0,-3.153236210E-2,-5.713036517E-4,2.240739018E-2
1.787716750E0,-2.004981413E-2,-2.537682466E-2,3.726144135E-2
1.797648750E0,-9.939921089E-3,-4.850132018E-2,4.915592074E-2
1.807579750E0,8.531515487E-4,-4.375975952E-2,5.666741729E-2
1.817510750E0,3.166639479E-3,-1.398748159E-2,6.064777449E-2
1.827442750E0,-7.867742330E-3,1.369408611E-2,6.655023992E-2
1.837373750E0,-2.642225288E-2,3.048238717E-2,6.892658025E-2
1.847304750E0,-3.871031478E-2,4.514980689E-2,6.856237352E-2
1.857236750E0,-5.120293796E-2,4.056837037E-2,6.521424651E-2
1.867167750E0,-4.529461265E-2,3.223429620E-2,5.837618932E-2
1.877098750E0,-3.494157270E-2,2.208765224E-2,4.752567038E-2
1.887030750E0,-2.696216851E-2,1.973715238E-2,3.664790466E-2
1.896961750E0,-2.685537562E-2,2.025327273E-2,2.673641965E-2
1.906893750E0,-3.388145939E-2,1.724195480E-2,2.680886351E-2
1.916824750E0,-4.171541706E-2,5.171710625E-3,3.108696640E-2
1.926755750E0,-4.236515984E-2,-2.506327583E-3,3.396236897E-2
1.936687750E0,-3.264195845E-2,-5.221952684E-3,4.369036481E-2
1.946618750E0,-1.806462742E-2,-9.993914515E-3,5.488411710E-2
1.956549750E0,-7.498199120E-4,-3.895009635E-3,6.689417362E-2
1.966481750E0,2.304805629E-2,9.979075752E-3,6.855677813E-2
1.976412750E0,3.876230121E-2,2.486268431E-2,6.522782147E-2
1.986343750E0,4.262592271E-2,2.858523279E-2,4.702046886E-2
1.996275750E0,2.617824078E-2,2.518544160E-2,2.788645774E-2
2.006206750E0,-1.271880977E-2,2.258055098E-2,1.280185021E-2
2.016137750E0,-4.619314522E-2,1.976931840E-2,2.663195599E-3
2.026069750E0,-6.590215862E-2,1.825871505E-2,-4.648360424E-3
2.036000750E0,-6.224164739E-2,1.185487863E-2,-2.634477802E-3
2.045931750E0,-3.991695493E-2,-8.044692222E-4,3.952913452E-3
2.055863750E0,-1.279079542E-2,-2.000985481E-2,1.636191271E-2
2.065794750E0,9.549637325E-4,-3.756810725E-2,2.586454526E-2
2.075726750E0,1.430379227E-2,-4.491629824E-2,3.198688850E-2
2.085657750E0,2.129612118E-2,-4.287867248E-2,3.413365781E-2
2.095588750E0,1.657806523E-2,-2.124315314E-2,2.789253742E-2
2.105520750E0,1.042893343E-2,1.204568800E-2,1.302693784E-2
2.115451750E0,-2.264757175E-3,4.822286591E-2,1.608102582E-3
2.125382750E0,-1.233670115E-2,6.638012081E-2,-5.715071224E-3
2.135314750E0,-2.733082883E-2,6.466104835E-2,1.039355993E-4
2.145245750E0,-3.432331979E-2,5.383218452E-2,3.878072836E-3
2.155176750E0,-4.088374972E-2,2.275282890E-2,8.240863681E-3
2.165108750E0,-4.044707119E-2,-1.232080534E-2,-1.238709316E-3
2.175039750E0,-3.356386349E-2,-4.170985520E-2,-1.385729853E-2
2.184970750E0,-3.206229955E-2,-6.245990470E-2,-1.872900128E-2
2.194902750E0,-3.119730391E-2,-6.365939230E-2,-1.163646951E-2
2.204833750E0,-3.011146374E-2,-6.242921576E-2,7.626477629E-3
2.214764750E0,-2.338005602E-2,-3.943841532E-2,1.682157442E-2
2.224696750E0,-1.795084402E-2,2.094827592E-3,1.307833008E-2
2.234627750E0,-2.285425551E-2,1.904425025E-2,5.471011158E-3
2.244559750E0,-3.719691187E-2,1.115299668E-2,4.941847641E-3
2.254490750E0,-4.593899846E-2,-4.894413054E-3,8.389043622E-3
2.264421750E0,-4.168778658E-2,-2.060535364E-2,1.531250682E-2
2.274353750E0,-3.023938648E-2,-2.391539700E-2,2.200742811E-2
2.284284750E0,-2.296031639E-2,-1.614405587E-2,2.633127943E-2
2.294215750E0,-1.437748037E-2,-9.214777499E-3,2.463910542E-2
2.304147750E0,-1.605415344E-2,-6.516081281E-3,2.454346046E-2
2.314078750E0,-3.056837991E-2,-2.339919098E-2,3.109537065E-2
2.324009750E0,-4.816780239E-2,-3.401954100E-2,3.561134264E-2
2.333941750E0,-6.833565235E-2,-2.851718292E-2,4.362319410E-2
2.343872750E0,-7.000920922E-2,-1.570759900E-2,4.172373563E-2
2.353803750E0,-6.403121352E-2,-3.367576282E-3,3.891995922E-2
2.363735750E0,-4.830668867E-2,4.815021530E-3,3.605341539E-2
2.373666750E0,-3.180014715E-2,1.068036724E-2,3.440518677E-2
2.383598750E0,-1.555892732E-2,4.644620232E-3,3.245707229E-2
2.393529750E0,-1.365636382E-2,-1.084512379E-2,3.014784679E-2
2.403460750E0,-1.202573627E-2,-1.498416346E-2,2.911578491E-2
2.413392750E0,-2.214468271E-2,-9.137726389E-3,2.726968192E-2
2.423323750E0,-3.219056875E-2,2.768648090E-3,2.415760607E-2
2.433254750E0,-3.343053535E-2,1.735771075E-2,1.493960712E-2
2.443186750E0,-3.525285423E-2,9.248558432E-3,1.516684890E-2
2.453117750E0,-3.090817295E-2,-4.098139703E-3,2.164126001E-2
2.463048750E0,-2.735452354E-2,-8.151591755E-3,3.669478372E-2
2.472980750E0,-2.453050762E-2,-4.935291596E-3,4.306506738E-2
2.482911750E0,-3.020484746E-2,1.447559707E-2,3.948996589E-2
2.492843250E0,-3.245228902E-2,2.923536859E-2,2.544498444E-2
2.502775250E0,-3.566154465E-2,3.594037890E-2,1.062736567E-2
2.512706250E0,-3.384872898E-2,4.774937034E-2,-1.015834045E-2
2.522637250E0,-3.969670832E-2,4.741099849E-2,-1.845465787E-2
2.532569250E0,-4.053986818E-2,3.506990895E-2,-2.232396416E-2
2.542500250E0,-3.906807303E-2,1.295350213E-2,-2.237963676E-2
2.552432250E0,-3.733355552E-2,-3.694183892E-3,-1.819048449E-2
2.562363250E0,-3.579384834E-2,1.953234198E-3,-1.793294400E-2
2.572294250E0,-3.878111392E-2,9.066803381E-3,-1.987465471E-2
2.582226250E0,-4.055967927E-2,1.366861816E-2,-1.738742553E-2
2.592157250E0,-4.386333376E-2,1.669290289E-2,-3.632998094E-3
2.602088250E0,-3.272837773E-2,7.786442991E-3,9.435463697E-3
2.612020250E0,-1.896622777E-2,2.963458188E-3,1.459906623E-2
2.621951250E0,-3.795009572E-3,6.513769738E-3,1.114727929E-2
2.631882250E0,1.043585781E-2,1.604815200E-2,-6.110536866E-3
2.641814250E0,1.365761459E-2,3.266209736E-2,-1.884578727E-2
2.651745250E0,9.710278362E-3,3.697055951E-2,-2.022556961E-2
2.661676250E0,7.285415195E-4,3.418330476E-2,-1.585141383E-2
2.671608250E0,-7.533117197E-3,2.654508874E-2,-6.721564569E-3
2.681539250E0,-1.455167681E-2,1.245168131E-2,-1.287921332E-3
2.691470250E0,-2.011928149E-2,3.044331213E-3,-1.701775938E-3
2.701402250E0,-2.282409370E-2,-8.426297456E-3,-8.751060814E-3
2.711333250E0,-1.960859448E-2,-1.790874824E-2,-1.154578291E-2
2.721264250E0,-2.154817432E-2,-2.179403231E-2,-1.388350502E-2
2.731196250E0,-2.148212679E-2,-2.661968023E-2,-9.688494727E-3
2.741127250E0,-2.669621259E-2,-2.631254494E-2,-1.512362622E-3
2.751059250E0,-3.793688491E-2,-1.944611594E-2,-9.717410430E-4
2.760990250E0,-4.685360938E-2,-3.751187585E-3,-1.792272553E-3
2.770921250E0,-5.375306308E-2,4.915004596E-3,-3.147507086E-4
2.780853250E0,-5.919216201E-2,6.899193861E-3,-1.383676194E-3
2.790784250E0,-6.369450688E-2,6.186612882E-4,2.273376565E-3
2.800715250E0,-6.492494047E-2,-8.536010981E-3,7.369859144E-3
2.810647250E0,-6.230331957E-2,-7.378334645E-3,8.614088409E-3
2.820578250E0,-5.471085384E-2,-1.030842541E-3,1.135924459E-2
2.830509250E0,-4.404702783E-2,-2.548844321E-3,1.133181434E-2
2.840441250E0,-3.367461264E-2,-4.830497317E-3,1.210788172E-2
2.850372250E0,-2.125203051E-2,-7.044615922E-4,1.375344861E-2
2.860303250E0,-1.906022243E-2,1.064359117E-2,2.243999392E-2
2.870235250E0,-1.709427685E-2,2.424994856E-2,2.765446156E-2
2.880166250E0,-1.711474359E-2,2.835271508E-2,2.492434904E-2
2.890097250E0,-1.572297513E-2,1.845268160E-2,1.442536898E-2
2.900029250E0,-8.187521249E-3,-7.498591207E-3,4.999536090E-3
2.909960250E0,-5.280680954E-3,-4.144217819E-2,-1.203765161E-3
2.919892250E0,2.282776404E-3,-5.677019805E-2,-7.510612719E-3
2.929823250E0,1.057213172E-2,-5.014957860E-2,-1.214264799E-2
2.939754250E0,8.313078433E-3,-2.914190292E-2,-9.615145624E-3
2.949686250E0,5.275930744E-4,-1.689615659E-2,-4.146610387E-3
2.959617250E0,-7.722507697E-3,-3.989552148E-3,3.480314277E-3
2.969548250E0,-4.810873885E-3,1.900444739E-2,-2.896091901E-3
2.979480250E0,-3.104106057E-3,3.464134783E-2,-7.832486182E-3
2.989411250E0,-2.456691582E-3,3.984063491E-2,-1.423312910E-2
2.999342250E0,1.019452931E-3,3.935720399E-2,-1.266644150E-2
3.009274250E0,2.259687055E-3,3.263245523E-2,-7.843188941E-3
3.019205250E0,4.927677102E-3,2.724494599E-2,-5.022509955E-3
3.029136250E0,8.714692667E-3,2.595038339E-2,-7.775951177E-3
3.039068250E0,9.677203372E-3,2.215884626E-2,-1.174040884E-2
3.048999250E0,5.992719438E-3,2.065549232E-2,-1.641958393E-2
3.058930250E0,-1.832886599E-3,1.422264241E-2,-2.343183383E-2
3.068862250E0,-7.149089128E-3,-4.155831411E-3,-2.163952775E-2
3.078793250E0,-6.875225343E-3,-2.143120766E-2,-1.597993076E-2
3.088725250E0,-1.240243204E-3,-2.788431197E-2,-1.352849137E-2
3.098656250E0,1.324717188E-3,-2.588788606E-2,-1.547127683E-2
3.108587250E0,9.391166270E-3,-1.737535745E-2,-1.983566582E-2
3.118519250E0,1.715229452E-2,-6.714695133E-3,-2.126466110E-2
3.128450250E0,1.483428013E-2,-3.060039133E-3,-2.016344666E-2
3.138381250E0,1.018442772E-2,-5.223637447E-3,-1.262394432E-2
3.148313250E0,1.368275657E-2,-1.028892235E-3,-8.831338026E-3
3.158244250E0,2.348675951E-2,1.055332273E-2,-2.795384265E-3
3.168175250E0,3.608058020E-2,2.196576633E-2,4.565326963E-3
3.178107250E0,4.520535842E-2,2.927922830E-2,1.302161627E-2
3.188038250E0,4.999265447E-2,2.394997887E-2,3.089915216E-2
3.197969250E0,5.185243115E-2,2.436694130E-2,4.074921459E-2
3.207901250E0,5.152912438E-2,2.171230316E-2,4.279931635E-2
3.217832250E0,4.924328998E-2,1.413980685E-2,3.868113086E-2
3.227763250E0,4.691835120E-2,1.188597456E-2,2.836191282E-2
3.237695250E0,4.139441252E-2,2.183240093E-2,2.142484859E-2
3.247626250E0,3.236789256E-2,2.102652751E-2,2.173430845E-2
3.257557250E0,2.002667822E-2,1.444093045E-2,2.061637864E-2
3.267489250E0,2.113375440E-2,1.298524719E-2,1.464024466E-2
3.277420250E0,1.732373610E-2,1.425081491E-2,6.374684162E-3
3.287352250E0,1.607844234E-2,7.992119528E-3,-2.428394742E-3
3.297283250E0,1.487321686E-2,3.867120482E-3,-8.886350319E-3
3.307214250E0,1.050243713E-2,-3.497851314E-3,-9.474642575E-3
3.317146250E0,1.777226478E-2,-4.663638305E-3,-7.894043811E-3
3.327077250E0,2.457344532E-2,5.999658257E-3,-1.319497824E-3
3.337008250E0,2.877247892E-2,2.449659631E-2,5.886045285E-3
3.346940250E0,2.938287705E-2,3.554924950E-2,1.344489492E-2
3.356871250E0,1.787445322E-2,2.645948529E-2,1.629937440E-2
3.366802250E0,3.937598318E-3,8.186738938E-3,1.056212559E-2
3.376734250E0,-7.302327082E-3,-9.573893622E-3,4.871278536E-3
3.386665250E0,-8.828317747E-3,-1.143144816E-2,-7.867951877E-3
3.396596250E0,-7.413530257E-3,-1.159350015E-2,-1.696086861E-2
3.406528250E0,-6.627098192E-3,-9.125549346E-3,-1.395069808E-2
3.416459250E0,-1.246649027E-2,-1.580707915E-2,-1.174030080E-2
3.426390250E0,-9.140200913E-3,-1.513170265E-2,-7.627848536E-3
3.436322250E0,-4.975389689E-3,-4.282910377E-3,-2.287043259E-3
3.446253250E0,-2.118883189E-3,1.289660856E-2,4.225716926E-3
3.456185250E0,2.349435352E-3,3.073601797E-2,1.489408035E-2
3.466116250E0,6.200366654E-3,4.563693702E-2,2.578268014E-2
3.476047250E0,5.641369149E-3,3.833401576E-2,3.766331077E-2
3.485979250E0,1.138367690E-2,2.764808387E-2,5.071119964E-2
3.495909292E0,1.796001755E-2,9.590664878E-3,5.792811513E-2
3.505840292E0,2.490634099E-2,-3.290778957E-3,5.899790674E-2
3.515772292E0,2.038233727E-2,-1.250480115E-2,4.988951236E-2
3.525703292E0,1.547759399E-2,-1.645267196E-2,4.628838599E-2
3.535634292E0,6.299169734E-3,-7.225478068E-3,5.277195573E-2
3.545566292E0,1.472722739E-3,5.323071033E-3,5.868443847E-2
3.555497292E0,-2.010373399E-3,2.299688570E-2,5.879356340E-2
3.565428292E0,2.678654389E-3,2.915917337E-2,4.593316093E-2
3.575360292E0,1.129231602E-2,3.595703840E-2,3.440355510E-2
3.585291292E0,1.366865449E-2,3.379082307E-2,2.798799798E-2
3.595222292E0,1.396397315E-2,3.030415252E-2,2.884675562E-2
3.605154292E0,9.452577680E-3,2.092929184E-2,3.773052618E-2
3.615085292E0,2.705978695E-4,3.201920772E-3,4.165523499E-2
3.625016292E0,-6.544697098E-3,-3.136803955E-2,3.229875118E-2
3.634948292E0,-1.979253720E-3,-4.546409845E-2,1.273776218E-2
3.644879292E0,1.251959475E-3,-3.687673435E-2,2.489119768E-3
3.654810292E0,6.950152107E-3,-1.687984169E-2,2.599494997E-3
3.664742292E0,5.161306821E-3,-4.654334858E-3,7.982809097E-3
3.674673292E0,-2.192855813E-3,3.771351650E-3,1.087352075E-2
3.684605292E0,-5.150030367E-3,6.843840703E-3,1.405466627E-2
3.694536292E0,-6.122346036E-3,1.258258149E-2,1.692793705E-2
3.704467292E0,-5.049407482E-4,2.452233061E-2,1.828188822E-2
3.714399292E0,6.761760451E-3,2.986915782E-2,2.114718221E-2
3.724330292E0,2.006638050E-2,3.045798466E-2,2.341060340E-2
3.734261292E0,2.669682726E-2,3.361190856E-2,2.932137623E-2
3.744193292E0,1.964770630E-2,3.191307932E-2,3.564771265E-2
3.754124292E0,1.052942686E-2,2.425496839E-2,3.944028541E-2
3.764055292E0,4.443570971E-3,1.441352256E-2,4.357324541E-2
3.773987292E0,4.586290568E-3,6.598950829E-3,3.388988227E-2
3.783918292E0,6.404164247E-3,6.421051454E-3,2.712225541E-2
