"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.356149242E1,-3.786357865E-2,-2.846176028E-1,-1.160239950E-1
9.357142342E1,-1.440983415E-1,-2.662672102E-1,-1.573272645E-1
9.358135504E1,-2.420637906E-1,-2.584063709E-1,-1.460708827E-1
9.359128604E1,-2.825441062E-1,-2.817677259E-1,-9.760926664E-2
9.360121704E1,-2.529561222E-1,-3.181914985E-1,-2.377258986E-2
9.361114804E1,-1.767274588E-1,-3.323163688E-1,6.707781553E-2
9.362107804E1,-8.965727687E-2,-2.865502238E-1,1.385661066E-1
9.363100904E1,-4.449772090E-2,-1.831128746E-1,1.709788740E-1
9.364094004E1,-3.639105707E-2,-6.301949918E-2,1.759901345E-1
9.365087104E1,-3.976767138E-2,3.422525525E-2,1.675357670E-1
9.366080204E1,-3.181174397E-2,9.670007974E-2,1.600219309E-1
9.367073304E1,-9.128211066E-3,1.530264169E-1,1.635477990E-1
9.368066404E1,2.915579453E-2,1.939128637E-1,1.828823537E-1
9.369059404E1,5.508559942E-2,2.077155858E-1,1.921249032E-1
9.370052504E1,6.005052477E-2,1.968107522E-1,2.059680074E-1
9.371045604E1,5.278589576E-2,1.719307005E-1,2.239357978E-1
9.372038704E1,4.742415249E-2,1.360435486E-1,2.407139838E-1
9.373031804E1,4.107604548E-2,9.608968347E-2,2.531659901E-1
9.374024904E1,4.449234530E-2,6.147098914E-2,2.656407654E-1
9.375018004E1,4.978604615E-2,4.115190357E-2,2.683036923E-1
9.376011104E1,3.950837627E-2,1.778825745E-2,2.609562874E-1
9.377004104E1,6.384907290E-3,-6.432961673E-3,2.407093197E-1
9.377997204E1,-6.054565683E-2,-3.765080124E-2,2.112012208E-1
9.378990304E1,-1.513214409E-1,-1.211872324E-1,1.643737555E-1
9.379983404E1,-2.405445278E-1,-2.573679686E-1,1.047040448E-1
9.380976504E1,-3.038490713E-1,-3.358138502E-1,5.782084167E-2
9.381969604E1,-3.566044271E-1,-3.860256076E-1,3.307101876E-2
9.382962704E1,-4.102320373E-1,-4.747748673E-1,6.845425814E-3
9.383955804E1,-4.352758527E-1,-5.867144465E-1,-3.205670044E-2
9.384948804E1,-4.137811661E-1,-6.631695032E-1,-7.369748503E-2
9.385941904E1,-3.387410045E-1,-6.386809349E-1,-9.562302381E-2
9.386935004E1,-2.558304369E-1,-4.957857430E-1,-1.091245040E-1
9.387928104E1,-2.085901946E-1,-2.722527981E-1,-1.190876514E-1
9.388921204E1,-2.347410917E-1,-3.953743726E-2,-1.297631711E-1
9.389914304E1,-3.163443506E-1,1.206841916E-1,-1.723436564E-1
9.390907404E1,-3.945251703E-1,1.616680026E-1,-2.419492900E-1
9.391900504E1,-4.016595185E-1,1.187176034E-1,-3.207165301E-1
9.392893504E1,-3.398272991E-1,5.804096535E-2,-3.827771246E-1
9.393886604E1,-2.511666417E-1,1.523331366E-2,-4.080004394E-1
9.394879704E1,-1.760520786E-1,2.002293058E-2,-3.842806518E-1
9.395872804E1,-1.171541438E-1,5.682302266E-2,-3.298797309E-1
9.396865904E1,-9.199532866E-2,5.665527284E-2,-3.120990992E-1
9.397859004E1,-9.275219589E-2,-1.156932209E-2,-3.676348031E-1
9.398852104E1,-8.053480834E-2,-6.613714993E-2,-4.712963104E-1
9.399845204E1,-8.016137406E-3,-4.884444177E-3,-5.665122867E-1
9.400838204E1,9.016050398E-2,1.703698933E-1,-6.354100108E-1
9.401831304E1,1.345247626E-1,3.422271311E-1,-6.801303625E-1
9.402824404E1,1.090494990E-1,4.184080660E-1,-6.837191582E-1
9.403817504E1,8.148658276E-2,3.959517479E-1,-6.497287154E-1
9.404810604E1,1.118599325E-1,3.007883728E-1,-6.002811790E-1
9.405803704E1,2.126422077E-1,1.645328104E-1,-5.393773317E-1
9.406796804E1,3.393181264E-1,3.233238682E-2,-4.679083824E-1
9.407789804E1,4.439284205E-1,-6.532466412E-2,-3.763656914E-1
9.408782904E1,4.824331999E-1,-7.858937979E-2,-2.754413784E-1
9.409776004E1,4.689544141E-1,-1.539549790E-2,-1.711629182E-1
9.410769104E1,4.347085655E-1,1.014897749E-1,-7.329069078E-2
9.411762204E1,3.930250406E-1,2.358795404E-1,2.440258116E-2
9.412755304E1,3.515973687E-1,3.371890485E-1,1.155465692E-1
9.413748404E1,3.238213956E-1,4.009128809E-1,1.903164089E-1
9.414741504E1,3.086287081E-1,4.152731001E-1,2.408186942E-1
9.415734504E1,2.970697880E-1,3.882806301E-1,2.727574408E-1
9.416727604E1,2.650851011E-1,3.299796581E-1,2.845253646E-1
9.417720704E1,2.220643908E-1,2.451470494E-1,2.838707566E-1
9.418713804E1,1.863806993E-1,1.673564017E-1,2.756776512E-1
9.419706904E1,1.479443610E-1,8.253367245E-2,2.592083812E-1
9.420700004E1,1.175606847E-1,-1.767046191E-2,2.402106375E-1
9.421693104E1,1.132556796E-1,-7.266953588E-2,2.415355593E-1
9.422686204E1,1.240238547E-1,-7.380428910E-2,2.529874146E-1
9.423679204E1,1.058467180E-1,-8.014182001E-2,2.545578778E-1
9.424672304E1,6.614530832E-2,-7.834191620E-2,2.431935817E-1
9.425665404E1,2.333845198E-2,-5.286744982E-2,2.383266538E-1
9.426658504E1,-2.277037874E-2,-2.268576063E-2,2.439420819E-1
9.427651604E1,-5.751664191E-2,-6.634357385E-3,2.456563562E-1
9.428644704E1,-8.617278934E-2,5.366911646E-3,2.566272616E-1
9.429637804E1,-1.092341617E-1,-1.579943812E-3,2.750584483E-1
9.430630804E1,-1.420961022E-1,-3.509057686E-2,2.845468521E-1
9.431623904E1,-1.647337824E-1,-6.911619008E-2,2.704922855E-1
9.432617004E1,-1.752163172E-1,-1.077551618E-1,2.396579832E-1
9.433610104E1,-1.854010373E-1,-1.876268238E-1,1.942385733E-1
9.434603204E1,-1.943978667E-1,-2.863562703E-1,1.425987184E-1
9.435596304E1,-1.756260395E-1,-3.652422726E-1,1.067246124E-1
9.436589404E1,-1.477989405E-1,-3.791138232E-1,9.254329652E-2
9.437582504E1,-1.185742021E-1,-3.078092635E-1,8.822524548E-2
9.438575504E1,-9.316286445E-2,-1.755407453E-1,9.788413346E-2
9.439568604E1,-7.975864410E-2,-6.872906815E-3,1.163315922E-1
9.440561704E1,-6.915692240E-2,1.541518271E-1,1.462666541E-1
9.441554804E1,-4.871236905E-2,2.762905061E-1,1.678446531E-1
9.442547904E1,-3.210828453E-2,3.157319129E-1,1.792922169E-1
9.443541004E1,-1.253964566E-2,2.650615573E-1,1.669596434E-1
9.444534104E1,1.315525733E-2,1.749657989E-1,1.442614645E-1
9.445527204E1,4.751029983E-2,8.631610125E-2,1.109285355E-1
9.446520204E1,9.201066196E-2,6.145273894E-2,8.550433815E-2
9.447513304E1,1.224604473E-1,1.900599897E-1,8.709957451E-2
9.448506404E1,1.147567257E-1,4.533631504E-1,1.290961057E-1
9.449499504E1,2.750837058E-2,6.697008014E-1,1.782734990E-1
9.450492604E1,-1.010404825E-1,6.363561749E-1,1.708138585E-1
9.451485704E1,-1.699990481E-1,3.407953978E-1,1.079310477E-1
9.452478804E1,-1.223671585E-1,-2.244313806E-2,5.552679300E-2
9.453471804E1,3.885556012E-2,-2.659873664E-1,6.167390198E-2
9.454464904E1,2.262179404E-1,-3.389525712E-1,1.421556771E-1
9.455458004E1,3.364943564E-1,-2.940332890E-1,2.593880296E-1
9.456451104E1,3.585992754E-1,-1.345315129E-1,3.693434894E-1
9.457444204E1,3.474699259E-1,4.543586448E-2,4.198492467E-1
9.458437329E1,3.172529638E-1,1.670048535E-1,3.805789351E-1
9.459430429E1,2.738794088E-1,2.182645798E-1,2.731464803E-1
9.460423529E1,2.256560773E-1,1.867238879E-1,1.509674042E-1
9.461416529E1,1.612485945E-1,1.050681695E-1,4.485028982E-2
9.462409629E1,7.809390873E-2,-1.014500391E-2,-2.644813806E-2
9.463402729E1,1.061444636E-3,-1.380505115E-1,-6.869307160E-2
9.464395829E1,-1.790611446E-2,-2.107432783E-1,-8.520518243E-2
9.465388929E1,-2.447107434E-2,-2.218971401E-1,-8.432500064E-2
9.466382029E1,-3.537785262E-2,-2.044908404E-1,-8.113804460E-2
9.467375129E1,-5.087718368E-2,-1.855674833E-1,-8.340840042E-2
9.468368129E1,-5.872591585E-2,-1.392623782E-1,-8.754632622E-2
9.469361229E1,-4.527295753E-2,-4.336168244E-2,-9.675952792E-2
9.470354329E1,-3.274904564E-2,5.276308209E-2,-1.090188473E-1
9.471347429E1,-3.297408298E-2,1.530686468E-1,-1.188166216E-1
9.472340529E1,-4.246239364E-2,2.325694412E-1,-1.128224656E-1
9.473333629E1,-4.186184704E-2,2.990467250E-1,-1.092250720E-1
9.474326729E1,-4.216544703E-2,3.370887637E-1,-1.045127809E-1
9.475319829E1,-5.761444569E-2,3.221902251E-1,-1.059436947E-1
9.476312829E1,-8.294677734E-2,2.662216723E-1,-1.145016551E-1
9.477305929E1,-1.099256650E-1,1.787022203E-1,-1.152236387E-1
9.478299029E1,-1.201524660E-1,9.955649078E-2,-9.872791916E-2
9.479292129E1,-1.096452251E-1,3.513462842E-2,-6.579446793E-2
9.480285229E1,-9.646144509E-2,-1.096886862E-2,-1.778312027E-2
9.481278329E1,-9.891287982E-2,-6.191487610E-2,2.455075458E-2
9.482271429E1,-1.277400702E-1,-1.215742677E-1,5.790280551E-2
9.483264429E1,-1.702625006E-1,-1.943241060E-1,7.913086563E-2
9.484257529E1,-2.210599631E-1,-2.860141993E-1,7.952949405E-2
9.485250629E1,-2.731277049E-1,-4.198694825E-1,5.800476298E-2
9.486243729E1,-3.091811836E-1,-5.496820807E-1,1.471436489E-2
9.487236829E1,-3.111673594E-1,-5.849380493E-1,-1.681027189E-2
9.488229929E1,-3.109036386E-1,-5.548707247E-1,-2.633600496E-2
9.489223029E1,-3.333149552E-1,-5.013334751E-1,-2.977174707E-2
9.490216029E1,-3.695599735E-1,-4.632094502E-1,-3.128366545E-2
9.491209129E1,-3.968618810E-1,-4.501330554E-1,-3.319421783E-2
9.492202229E1,-3.910545111E-1,-4.731922746E-1,-4.682920128E-2
9.493195329E1,-3.361138105E-1,-4.930730462E-1,-5.649327859E-2
9.494188429E1,-2.610012591E-1,-4.741928577E-1,-6.616016477E-2
9.495181529E1,-1.942456663E-1,-4.074846804E-1,-7.923681289E-2
9.496174629E1,-1.730514914E-1,-3.013692498E-1,-1.069671884E-1
9.497167729E1,-1.993089318E-1,-2.209836096E-1,-1.587686092E-1
9.498160729E1,-2.371801585E-1,-1.899843067E-1,-2.243948430E-1
9.499153829E1,-2.380997390E-1,-1.670172065E-1,-2.670312524E-1
9.500146929E1,-1.978098899E-1,-1.429909319E-1,-2.705052793E-1
9.501140029E1,-1.559820175E-1,-1.823244840E-1,-2.918798327E-1
9.502133129E1,-1.394627094E-1,-2.672448158E-1,-3.476934731E-1
9.503126229E1,-1.419937760E-1,-3.492802978E-1,-4.149771631E-1
9.504119329E1,-1.283510625E-1,-3.573681712E-1,-4.864277244E-1
9.505112329E1,-8.048660308E-2,-2.334957570E-1,-5.508064628E-1
9.506105429E1,-3.306156397E-2,5.301791709E-3,-5.762030482E-1
9.507098529E1,-2.165231854E-2,2.329210937E-1,-5.532423854E-1
9.508091629E1,-3.137492388E-2,3.862582743E-1,-4.893165231E-1
9.509084729E1,-4.304957110E-3,4.607753754E-1,-4.097596407E-1
9.510077829E1,7.203003019E-2,4.556804001E-1,-3.244441152E-1
9.511070929E1,1.818116456E-1,3.777022362E-1,-2.471626401E-1
9.512064029E1,2.705018520E-1,2.570790350E-1,-1.965992600E-1
9.513057029E1,3.160376549E-1,1.458915174E-1,-1.475976259E-1
9.514050129E1,3.146047890E-1,6.631124020E-2,-1.001616195E-1
9.515043229E1,3.008735180E-1,5.505751818E-2,-4.527254030E-2
9.516036329E1,3.075671196E-1,1.286010444E-1,2.391745336E-2
9.517029429E1,3.237426281E-1,2.572426498E-1,9.112711251E-2
9.518022529E1,3.118412197E-1,3.682857454E-1,1.426840425E-1
9.519015629E1,2.990228832E-1,4.509923458E-1,1.885165125E-1
9.520008629E1,2.857572436E-1,5.103210211E-1,2.264157385E-1
9.521001729E1,2.580121756E-1,5.363212228E-1,2.483498007E-1
9.521994829E1,1.952485740E-1,5.124809742E-1,2.406458557E-1
9.522987929E1,1.264740378E-1,4.246973097E-1,2.067850828E-1
9.523981029E1,7.955598831E-2,2.973134816E-1,1.516673714E-1
9.524974129E1,6.646282226E-2,1.509677470E-1,9.841135144E-2
9.525967229E1,8.113598078E-2,3.217891231E-2,5.397885665E-2
9.526960229E1,1.150071248E-1,-1.541869901E-2,3.892720118E-2
9.527953329E1,1.419316977E-1,-2.013877593E-2,5.108790845E-2
9.528946429E1,1.372679621E-1,-1.846587053E-3,7.738689333E-2
9.529939529E1,9.960965812E-2,2.293451317E-2,8.977653086E-2
9.530932629E1,5.765182525E-2,4.916558787E-2,9.560059756E-2
9.531925729E1,3.157661483E-2,6.135218218E-2,1.075237989E-1
9.532918829E1,6.704023108E-3,3.255302832E-2,1.272612810E-1
9.533911829E1,-1.505826600E-2,-2.993625030E-2,1.458826363E-1
9.534904929E1,-2.899299003E-2,-8.112087846E-2,1.688955426E-1
9.535898029E1,-3.858782724E-2,-1.200339198E-1,1.926336288E-1
9.536891129E1,-6.436482817E-2,-1.505745202E-1,2.002523988E-1
9.537884229E1,-9.993107617E-2,-1.639618278E-1,1.766056567E-1
9.538877329E1,-1.327742487E-1,-1.372516602E-1,1.451603919E-1
9.539870429E1,-1.674297005E-1,-1.196865812E-1,1.043700874E-1
9.540863529E1,-2.068769634E-1,-1.395513564E-1,7.107631117E-2
9.541856529E1,-2.177565843E-1,-1.798098385E-1,6.241006777E-2
9.542849629E1,-1.988108605E-1,-2.454362512E-1,7.003603131E-2
9.543842729E1,-1.577658057E-1,-3.122615814E-1,9.116919339E-2
9.544835829E1,-1.166564673E-1,-3.754962087E-1,1.130467951E-1
9.545828929E1,-7.165409625E-2,-4.097865522E-1,1.265719235E-1
9.546822029E1,-2.850369737E-2,-3.895238936E-1,1.218373626E-1
9.547815129E1,1.051114500E-2,-3.201144040E-1,1.065029204E-1
9.548808129E1,4.048075899E-2,-1.989307106E-1,8.809195459E-2
9.549801229E1,5.980991572E-2,-8.651807904E-3,7.843174040E-2
9.550794329E1,5.616724491E-2,2.076762319E-1,8.851154149E-2
9.551787429E1,1.714694314E-2,4.062363505E-1,1.114160120E-1
9.552780529E1,-2.083745599E-2,5.768440366E-1,1.409616470E-1
9.553773629E1,-5.631083250E-2,6.318015456E-1,1.615459770E-1
9.554766729E1,-9.631736577E-2,4.761730433E-1,1.306850016E-1
9.555759729E1,-1.153601035E-1,1.668212414E-1,5.764633790E-2
9.556752829E1,-5.152945593E-2,-1.330589503E-1,-1.344780903E-2
9.557745929E1,1.065804213E-1,-2.788362503E-1,-4.526201636E-2
9.558738937E1,2.759047151E-1,-2.088531703E-1,-1.441408880E-2
9.559732038E1,3.451649547E-1,-3.955490887E-2,7.021011412E-2
9.560725137E1,3.396495581E-1,1.160690412E-1,1.879633814E-1
9.561718238E1,3.062165082E-1,2.050631344E-1,2.781539261E-1
9.562711237E1,2.861463726E-1,2.152926028E-1,3.158054352E-1
9.563704337E1,2.731050253E-1,1.635086089E-1,2.786918283E-1
9.564697438E1,2.425084859E-1,7.423198968E-2,2.138228267E-1
9.565690537E1,1.892923415E-1,-1.378359273E-2,1.559127271E-1
9.566683638E1,1.208400503E-1,-8.412779868E-2,1.196061149E-1
9.567676737E1,5.852367729E-2,-1.332910806E-1,1.183850542E-1
9.568669838E1,1.707556844E-2,-1.562451273E-1,1.553510576E-1
9.569662837E1,4.086667206E-3,-1.733591706E-1,2.002319843E-1
9.570655938E1,1.439310052E-2,-1.798943132E-1,2.444311380E-1
9.571649037E1,2.742987126E-2,-1.756003648E-1,2.784328163E-1
9.572642137E1,4.778201133E-2,-1.470808387E-1,2.915259898E-1
9.573635238E1,7.067301869E-2,-1.117497459E-1,2.918618619E-1
9.574628337E1,8.616755158E-2,-6.010945514E-2,2.756927311E-1
9.575621438E1,8.831579983E-2,-2.366387052E-3,2.588587999E-1
9.576614537E1,8.400174230E-2,5.624552444E-2,2.488368005E-1
9.577607538E1,5.954439938E-2,1.123997346E-1,2.363716513E-1
9.578600637E1,1.359394938E-2,1.656182110E-1,2.249323130E-1
9.579593738E1,-4.149426520E-2,2.052389681E-1,2.077865750E-1
9.580586837E1,-8.610568196E-2,2.165739238E-1,1.948220432E-1
9.581579937E1,-1.130512729E-1,1.892488599E-1,1.895502210E-1
9.582573038E1,-1.177112684E-1,1.447189450E-1,1.920679659E-1
9.583566137E1,-1.188746095E-1,8.228673041E-2,1.914868355E-1
9.584559138E1,-1.415330470E-1,-5.380270537E-3,1.575371176E-1
9.585552237E1,-1.839665920E-1,-9.464210272E-2,9.486970305E-2
9.586545338E1,-2.465732545E-1,-1.848393679E-1,1.737943664E-2
9.587538437E1,-3.178594112E-1,-2.520847619E-1,-6.345540285E-2
9.588531537E1,-3.847750425E-1,-2.461949140E-1,-1.254298240E-1
9.589524638E1,-4.336519837E-1,-2.686279416E-1,-1.631887108E-1
9.590517737E1,-4.483209550E-1,-3.314580321E-1,-1.827352345E-1
9.591510738E1,-4.113902450E-1,-4.224749207E-1,-1.801303923E-1
9.592503837E1,-3.352265060E-1,-5.522310734E-1,-1.670092642E-1
9.593496938E1,-2.340772301E-1,-6.307341456E-1,-1.409609914E-1
9.594490037E1,-1.383432448E-1,-5.811857581E-1,-9.509681910E-2
9.595483138E1,-9.057392925E-2,-4.250656664E-1,-4.211034626E-2
9.596476237E1,-1.060184017E-1,-2.219836712E-1,-2.468421683E-2
9.597469337E1,-1.635440141E-1,-3.385781124E-2,-6.636659801E-2
9.598462337E1,-2.258372158E-1,6.920918077E-2,-1.591607183E-1
9.599455437E1,-2.567947209E-1,6.362414360E-2,-2.722404897E-1
9.600448538E1,-2.272847891E-1,-2.064853674E-3,-3.712000847E-1
9.601441637E1,-1.512877494E-1,-4.206233844E-2,-4.211189151E-1
9.602434738E1,-6.601172686E-2,-1.522592921E-2,-4.293834865E-1
9.603427837E1,-2.411188558E-2,5.795018747E-2,-4.118242860E-1
9.604420938E1,-6.057535484E-2,8.327205479E-2,-4.250783026E-1
9.605413937E1,-1.325421482E-1,4.437886924E-2,-4.814519584E-1
9.606407037E1,-1.613911092E-1,4.315340891E-3,-5.443158150E-1
9.607400138E1,-1.008553281E-1,1.863122918E-2,-5.935395956E-1
9.608393237E1,1.866041496E-2,8.533169329E-2,-6.168925762E-1
9.609386338E1,1.323167980E-1,1.868352294E-1,-6.164620519E-1
9.610379437E1,1.969181597E-1,2.878843546E-1,-5.725030899E-1
9.611372538E1,2.169920057E-1,3.363374174E-1,-4.991117120E-1
9.612365537E1,2.538768053E-1,3.246152401E-1,-4.208701849E-1
9.613358638E1,3.262168467E-1,2.819809914E-1,-3.641272187E-1
9.614351737E1,4.075793326E-1,2.135265470E-1,-3.210606873E-1
9.615344837E1,4.684123397E-1,1.710747033E-1,-2.772676647E-1
9.616337938E1,4.688221812E-1,1.777230203E-1,-2.324344367E-1
9.617331037E1,4.267744720E-1,2.333593369E-1,-1.741050929E-1
9.618324138E1,3.760636151E-1,3.128453791E-1,-1.064309627E-1
9.619317137E1,3.308094740E-1,3.771561384E-1,-3.821001202E-2
9.620310238E1,3.011072278E-1,3.938238025E-1,3.134270012E-2
9.621303337E1,2.863582969E-1,3.835408390E-1,9.578287601E-2
9.622296438E1,2.823020518E-1,3.604536355E-1,1.588515788E-1
9.623289537E1,2.707493901E-1,3.193069100E-1,2.083690912E-1
9.624282637E1,2.457691878E-1,2.711611986E-1,2.398383319E-1
9.625275738E1,2.075290084E-1,2.266045213E-1,2.458726168E-1
9.626268737E1,1.820436120E-1,1.799539328E-1,2.479027361E-1
9.627261838E1,1.582971811E-1,1.186790243E-1,2.371985316E-1
9.628254937E1,1.367764473E-1,6.235690042E-2,2.229879051E-1
9.629248038E1,1.152418181E-1,8.273240179E-3,2.083266675E-1
9.630241137E1,9.392187744E-2,-3.308138996E-2,1.964620203E-1
9.631234238E1,7.395827770E-2,-6.371742487E-2,1.921390593E-1
9.632227338E1,4.984601587E-2,-9.399463236E-2,1.852787584E-1
9.633220337E1,1.102246903E-2,-1.363020539E-1,1.936968565E-1
9.634213438E1,-2.796754055E-2,-1.561913341E-1,2.069175839E-1
9.635206537E1,-7.101713866E-2,-1.929745823E-1,2.124078721E-1
9.636199638E1,-1.135025471E-1,-2.482961565E-1,1.918171048E-1
9.637192737E1,-1.463671476E-1,-2.952733934E-1,1.598595232E-1
9.638185838E1,-1.760547459E-1,-2.872817814E-1,1.198324859E-1
9.639178937E1,-2.209465206E-1,-2.146441340E-1,7.290922105E-2
9.640171938E1,-2.945376635E-1,-1.287236363E-1,3.148907796E-2
9.641165037E1,-3.596422970E-1,-9.310015291E-2,-1.564546488E-3
9.642158137E1,-3.809555769E-1,-1.214516386E-1,-2.329673991E-2
9.643151238E1,-3.504054546E-1,-2.054727376E-1,-2.324927226E-2
9.644144337E1,-2.818636894E-1,-2.847595513E-1,-4.845495336E-3
9.645137438E1,-2.046768665E-1,-3.146975338E-1,2.517472953E-2
9.646130437E1,-1.378344595E-1,-2.534443140E-1,5.862962455E-2
9.647123538E1,-9.028251469E-2,-1.029392853E-1,9.210617840E-2
9.648116637E1,-6.160319969E-2,8.701360971E-2,1.072590351E-1
9.649109738E1,-5.897938460E-2,2.383693606E-1,9.013761580E-2
9.650102838E1,-7.437085360E-2,3.136710525E-1,5.828594416E-2
9.651095937E1,-7.776185870E-2,2.943419218E-1,3.160968050E-2
9.652089038E1,-4.126803204E-2,2.247018516E-1,1.743154228E-2
9.653082037E1,2.672512457E-2,1.656102687E-1,1.524445508E-2
9.654075138E1,8.861511946E-2,1.811522096E-1,2.526566386E-2
9.655068237E1,1.008124799E-1,2.395571470E-1,5.286308378E-2
9.656061338E1,4.785232246E-2,2.393052131E-1,5.882110819E-2
9.657054437E1,-2.893115021E-2,1.294405758E-1,6.343232933E-3
9.658047613E1,-6.310936064E-2,-2.054600231E-2,-7.741185278E-2
9.659040712E1,-5.935212132E-3,-1.178188100E-1,-1.341961473E-1
9.660033713E1,1.444239318E-1,-6.033607200E-2,-1.545661390E-1
9.661026812E1,3.028391898E-1,1.791171581E-1,-1.226886809E-1
9.662019913E1,3.511981964E-1,4.434170127E-1,-3.200964257E-2
9.663013012E1,2.744624913E-1,5.089501143E-1,7.200353593E-2
9.664006113E1,1.987229884E-1,3.646286130E-1,1.190048605E-1
9.664999212E1,2.014976740E-1,1.305951625E-1,1.177718639E-1
9.665992312E1,2.613125145E-1,-6.032897532E-2,1.021561474E-1
9.666985313E1,2.942723334E-1,-1.688690335E-1,9.084624052E-2
9.667978412E1,2.528082728E-1,-2.071684897E-1,9.408624470E-2
9.668971513E1,1.400461644E-1,-1.920671165E-1,1.109313518E-1
9.669964612E1,1.665232144E-2,-1.705517024E-1,1.338656992E-1
9.670957713E1,-6.772894412E-2,-1.500917673E-1,1.596114933E-1
9.671950812E1,-9.896409512E-2,-1.431116164E-1,1.835357249E-1
9.672943913E1,-9.421800077E-2,-1.598723084E-1,2.163335830E-1
9.673936912E1,-6.818214059E-2,-1.801379025E-1,2.533355355E-1
9.674930012E1,-3.630476817E-2,-1.789645553E-1,2.911140621E-1
9.675923113E1,-9.793000296E-3,-1.223774254E-1,3.145032823E-1
9.676916212E1,2.465726342E-3,-3.219913319E-2,3.227947354E-1
9.677909313E1,-6.627903320E-3,6.105677783E-2,3.096547127E-1
9.678902412E1,-4.724051058E-2,1.448188126E-1,2.890699208E-1
9.679895513E1,-1.010952219E-1,1.912640631E-1,2.666064203E-1
9.680888512E1,-1.538354754E-1,1.992355287E-1,2.342016548E-1
9.681881613E1,-1.857374758E-1,1.773912162E-1,2.058531046E-1
9.682874712E1,-1.802887022E-1,1.341449320E-1,2.058297992E-1
9.683867812E1,-1.406326443E-1,9.174634516E-2,2.245869786E-1
9.684860913E1,-9.416035563E-2,6.301422417E-2,2.527071238E-1
9.685854012E1,-7.161829621E-2,2.355922014E-2,2.800948024E-1
9.686847013E1,-8.168361336E-2,-1.592076942E-2,2.880190611E-1
9.687840112E1,-1.105954200E-1,-3.635307401E-2,2.786111534E-1
9.688833213E1,-1.702796072E-1,-5.907904357E-2,2.365010679E-1
9.689826312E1,-2.433586121E-1,-1.337639391E-1,1.758047044E-1
9.690819413E1,-3.228195906E-1,-2.897008359E-1,1.189991459E-1
9.691812512E1,-3.729812801E-1,-4.154065549E-1,7.394032925E-2
9.692805612E1,-3.902153969E-1,-5.114880800E-1,6.912693381E-2
9.693798613E1,-3.862797916E-1,-6.420096159E-1,7.049100101E-2
9.694791712E1,-3.779863417E-1,-7.810844779E-1,5.244458467E-2
9.695784813E1,-3.566879630E-1,-8.755657077E-1,2.343796566E-2
9.696777912E1,-2.916032374E-1,-8.234028220E-1,-2.193796448E-3
9.697771013E1,-2.140038013E-1,-6.173918247E-1,-1.098222844E-2
9.698764112E1,-1.895459294E-1,-3.150350749E-1,-2.489826642E-2
9.699757213E1,-2.477432042E-1,-4.264135659E-2,-6.592745334E-2
9.700750212E1,-3.242938221E-1,1.541816592E-1,-1.337417364E-1
9.701743312E1,-3.610044420E-1,2.367657572E-1,-2.352462560E-1
9.702736413E1,-3.724499047E-1,1.952655464E-1,-3.527154922E-1
9.703729512E1,-3.768832684E-1,2.552604303E-2,-4.531755149E-1
9.704722613E1,-3.163895607E-1,-1.927099973E-1,-5.416206121E-1
9.705715712E1,-1.713367552E-1,-3.067702651E-1,-5.578421950E-1
9.706708813E1,-1.784429420E-3,-3.159182966E-1,-5.180180669E-1
9.707701812E1,9.848571569E-2,-2.554959655E-1,-4.920674264E-1
9.708694913E1,1.013821214E-1,-2.113510668E-1,-4.812134802E-1
9.709688012E1,1.030718982E-1,-1.315129548E-1,-4.912708998E-1
9.710681112E1,1.634110659E-1,5.927004665E-2,-5.377340913E-1
9.711674213E1,2.449272275E-1,3.128690422E-1,-6.138719916E-1
9.712667312E1,2.932780087E-1,5.343918204E-1,-6.894184351E-1
9.713660313E1,2.719924152E-1,6.329716444E-1,-7.297256589E-1
9.714653412E1,2.175741196E-1,5.997517109E-1,-7.277876139E-1
9.715646513E1,1.863930225E-1,4.991085231E-1,-7.046013474E-1
9.716639612E1,1.940120608E-1,3.313547075E-1,-6.830242276E-1
9.717632713E1,2.336537391E-1,1.430553794E-1,-6.696237326E-1
9.718625813E1,2.864283919E-1,2.431010455E-2,-6.392835975E-1
9.719618912E1,3.114107251E-1,-5.387852434E-4,-5.820379257E-1
9.720611913E1,2.984651029E-1,7.820168138E-2,-4.945614040E-1
9.721605012E1,2.681601942E-1,2.434074134E-1,-3.784018159E-1
9.722598113E1,2.267901748E-1,4.409818649E-1,-2.383557707E-1
9.723591212E1,1.732779443E-1,6.227816939E-1,-9.109628201E-2
9.724584313E1,1.188218221E-1,7.286692262E-1,4.608575255E-2
9.725577412E1,8.705670387E-2,7.381770015E-1,1.604490876E-1
9.726570413E1,8.549882472E-2,6.893343925E-1,2.379412651E-1
9.727563512E1,1.150484607E-1,5.945729613E-1,2.888758183E-1
9.728556612E1,1.402463019E-1,4.478491545E-1,3.191916943E-1
9.729549713E1,1.601638198E-1,2.711183131E-1,3.302323520E-1
9.730542812E1,1.657065749E-1,8.164680004E-2,3.339776099E-1
9.731535913E1,1.776069105E-1,-8.153200150E-2,3.413649499E-1
9.732529012E1,1.978157759E-1,-1.742316782E-1,3.580513299E-1
9.733522013E1,2.031642050E-1,-2.037909031E-1,3.611802757E-1
9.734515112E1,1.806184947E-1,-1.780709475E-1,3.504995406E-1
9.735508212E1,1.163151339E-1,-1.132397503E-1,3.296022415E-1
